b_number,b_boardcomputer,p_booked_bikes,b_pedelec_battery,p_special_racks,p_bike_racks,p_uid,p_place_type,trip,b_battery_pack,p_bike_types,b_lock_types,p_name,p_bikes,p_bike,p_maintenance,b_state,p_address,p_lng,p_free_racks,b_bike_type,p_rack_locks,p_spot,b_active,datetime,p_number,p_terminal_type,p_free_special_racks,p_lat,city,b_electric_lock
93767,7551003341,0,,0,0,40,0,first,,"{""71"": 1}",frame_lock,NH-Hotel / Hansa Str. 43,1,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-07 00:00:00,4306,,0,51.0741334233362,dresden,True
93767,7551003341,0,,0,0,40,0,start,,"{""71"": 2}",frame_lock,NH-Hotel / Hansa Str. 43,2,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-07 09:11:00,4306,,0,51.0741334233362,dresden,True
93767,7551003341,0,,0,0,40,0,end,,"{""71"": 2}",frame_lock,NH-Hotel / Hansa Str. 43,2,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-07 09:13:00,4306,,0,51.0741334233362,dresden,True
93767,7551003341,0,,0,0,40,0,start,,"{""71"": 2}",frame_lock,NH-Hotel / Hansa Str. 43,2,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-07 09:50:00,4306,,0,51.0741334233362,dresden,True
93767,7551003341,0,,0,0,40,0,end,,"{""71"": 2}",frame_lock,NH-Hotel / Hansa Str. 43,2,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-07 09:52:00,4306,,0,51.0741334233362,dresden,True
93767,7551003341,0,,0,0,40,0,start,,"{""71"": 1}",frame_lock,NH-Hotel / Hansa Str. 43,1,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-07 18:47:00,4306,,0,51.0741334233362,dresden,True
93767,7551003341,0,,0,0,10299456,0,end,,"{""71"": 2}",frame_lock,Bischofsplatz (S-Bahn),2,False,False,ok,,13.746272921562195,0,71,False,True,True,2019-11-07 18:51:00,4469,free,0,51.07192566647641,dresden,True
93767,7551003341,0,,0,0,10299456,0,last,,"{""71"": 9}",frame_lock,Bischofsplatz (S-Bahn),9,False,False,ok,,13.746272921562195,0,71,False,True,True,2019-11-07 23:59:00,4469,free,0,51.07192566647641,dresden,True
93901,7551012791,0,,0,0,73,0,first,,"{""71"": 1}",frame_lock,Bf. Dresden-Neustadt,1,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-07 00:00:00,4332,free,0,51.0651837723282,dresden,True
93901,7551012791,0,,0,0,73,0,start,,"{""71"": 2}",frame_lock,Bf. Dresden-Neustadt,2,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-07 09:11:00,4332,free,0,51.0651837723282,dresden,True
93901,7551012791,0,,0,0,73,0,end,,"{""71"": 2}",frame_lock,Bf. Dresden-Neustadt,2,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-07 09:13:00,4332,free,0,51.0651837723282,dresden,True
93901,7551012791,0,,0,0,73,0,start,,"{""71"": 1}",frame_lock,Bf. Dresden-Neustadt,1,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-07 09:50:00,4332,free,0,51.0651837723282,dresden,True
93901,7551012791,0,,0,0,24562292,12,end,,"{""71"": 1}",frame_lock,BIKE 93901,1,True,False,ok,,13.752225555556,0,71,False,False,True,2019-11-07 10:07:00,0,,0,51.079395555556,dresden,True
93901,7551012791,0,,0,0,264562,0,start,,"{""71"": 2}",frame_lock,Stauffenbergallee,2,False,False,ok,,13.756213188171387,0,71,False,True,True,2019-11-07 16:45:00,4360,,0,51.07666125985685,dresden,True
93901,7551012791,0,,0,0,24580359,12,end,,"{""71"": 1}",frame_lock,BIKE 93901,1,True,False,ok,,13.722914444444,0,71,False,False,True,2019-11-07 17:13:00,0,,0,51.048991111111,dresden,True
93901,7551012791,0,,0,0,820,0,start,,"{""71"": 2}",frame_lock,Jugendgästehaus Maternistr. 22,2,False,False,ok,,13.723669,0,71,False,True,True,2019-11-07 23:05:00,4416,,0,51.048962,dresden,True
93901,7551012791,0,,0,0,10299848,0,end,,"{""71"": 3}",frame_lock,Alexander-Puschkin-Platz,3,False,False,ok,,13.72983,0,71,False,True,True,2019-11-07 23:19:00,4504,free,0,51.07035,dresden,True
93901,7551012791,0,,0,0,10299848,0,last,,"{""71"": 2}",frame_lock,Alexander-Puschkin-Platz,2,False,False,ok,,13.72983,0,71,False,True,True,2019-11-07 23:59:00,4504,free,0,51.07035,dresden,True
93402,7551003318,0,,0,0,120,0,first,,"{""71"": 1}",frame_lock,Hauptbahnhof,1,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-07 00:00:00,4313,,0,51.040476453474334,dresden,True
93402,7551003318,0,,0,0,120,0,start,,"{""71"": 1}",frame_lock,Hauptbahnhof,1,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-07 01:12:00,4313,,0,51.040476453474334,dresden,True
93402,7551003318,0,,0,0,264595,0,end,,"{""71"": 7}",frame_lock,Gutenbergstraße,7,False,False,ok,,13.7692809104919,0,71,False,True,True,2019-11-07 01:27:00,4389,,0,51.0587713199203,dresden,True
93402,7551003318,0,,0,0,264595,0,start,,"{""71"": 6}",frame_lock,Gutenbergstraße,6,False,False,ok,,13.7692809104919,0,71,False,True,True,2019-11-07 09:11:00,4389,,0,51.0587713199203,dresden,True
93402,7551003318,0,,0,0,264595,0,end,,"{""71"": 6}",frame_lock,Gutenbergstraße,6,False,False,ok,,13.7692809104919,0,71,False,True,True,2019-11-07 09:13:00,4389,,0,51.0587713199203,dresden,True
93402,7551003318,0,,0,0,264595,0,start,,"{""71"": 6}",frame_lock,Gutenbergstraße,6,False,False,ok,,13.7692809104919,0,71,False,True,True,2019-11-07 09:50:00,4389,,0,51.0587713199203,dresden,True
93402,7551003318,0,,0,0,264595,0,end,,"{""71"": 6}",frame_lock,Gutenbergstraße,6,False,False,ok,,13.7692809104919,0,71,False,True,True,2019-11-07 09:52:00,4389,,0,51.0587713199203,dresden,True
93402,7551003318,0,,0,0,264595,0,start,,"{""71"": 7}",frame_lock,Gutenbergstraße,7,False,False,ok,,13.7692809104919,0,71,False,True,True,2019-11-07 10:49:00,4389,,0,51.0587713199203,dresden,True
93402,7551003318,0,,0,0,24564184,12,end,,"{""71"": 1}",frame_lock,BIKE 93402,1,True,False,ok,,13.724386666667,0,71,False,False,True,2019-11-07 11:03:00,0,,0,51.051888888889,dresden,True
93402,7551003318,0,,0,0,24564184,12,start,,"{""71"": 1}",frame_lock,BIKE 93402,1,True,False,ok,,13.724424444444,0,71,False,False,True,2019-11-07 14:30:00,0,,0,51.051622222222,dresden,True
93402,7551003318,0,,0,0,24572750,12,end,,"{""71"": 1}",frame_lock,BIKE 93402,1,True,False,ok,,13.733304444444,0,71,False,False,True,2019-11-07 14:37:00,0,,0,51.05084,dresden,True
93402,7551003318,0,,0,0,24572750,12,start,,"{""71"": 1}",frame_lock,BIKE 93402,1,True,False,ok,,13.733392222222,0,71,False,False,True,2019-11-07 14:50:00,0,,0,51.050902222222,dresden,True
93402,7551003318,0,,0,0,4405700,0,end,,"{""71"": 1}",frame_lock,Hülsse-Bau Eingang Süd,1,False,False,ok,,13.72411,0,71,False,True,True,2019-11-07 15:05:00,4460,traffic_sign,0,51.02892,dresden,True
93402,7551003318,0,,0,0,4405700,0,start,,"{""71"": 1}",frame_lock,Hülsse-Bau Eingang Süd,1,False,False,ok,,13.72411,0,71,False,True,True,2019-11-07 15:15:00,4460,traffic_sign,0,51.02892,dresden,True
93402,7551003318,0,,0,0,4405747,0,end,,"{""71"": 1}",frame_lock,Lukasstr. / Hochschulstr.,1,False,False,ok,,13.7325,0,71,False,True,True,2019-11-07 15:32:00,4463,free,0,51.03252,dresden,True
93402,7551003318,0,,0,0,4405747,0,start,,"{""71"": 2}",frame_lock,Lukasstr. / Hochschulstr.,2,False,False,ok,,13.7325,0,71,False,True,True,2019-11-07 16:33:00,4463,free,0,51.03252,dresden,True
93402,7551003318,0,,0,0,264582,0,end,,"{""71"": 2}",frame_lock,Budapester Straße,2,False,False,ok,,13.719418644905089,0,71,False,True,True,2019-11-07 16:42:00,4379,,0,51.04038538260956,dresden,True
93402,7551003318,0,,0,0,264582,0,start,,"{""71"": 2}",frame_lock,Budapester Straße,2,False,False,ok,,13.719418644905089,0,71,False,True,True,2019-11-07 18:50:00,4379,,0,51.04038538260956,dresden,True
93402,7551003318,0,,0,0,637839,0,end,,"{""71"": 3}",frame_lock,Sächsische Landesbibliothek,3,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-07 19:04:00,4441,free,0,51.02893263812449,dresden,True
93402,7551003318,1,,0,0,637839,0,start,,"{""71"": 1}",frame_lock,Sächsische Landesbibliothek,1,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-07 19:33:00,4441,free,0,51.02893263812449,dresden,True
93402,7551003318,0,,0,0,10299848,0,end,,"{""71"": 1}",frame_lock,Alexander-Puschkin-Platz,1,False,False,ok,,13.72983,0,71,False,True,True,2019-11-07 20:06:00,4504,free,0,51.07035,dresden,True
93402,7551003318,0,,0,0,10299848,0,last,,"{""71"": 2}",frame_lock,Alexander-Puschkin-Platz,2,False,False,ok,,13.72983,0,71,False,True,True,2019-11-07 23:59:00,4504,free,0,51.07035,dresden,True
93394,7551004445,0,,0,0,6768,0,first,,"{""71"": 3}",frame_lock,Fetscherplatz,3,False,False,ok,,13.771276473999,0,71,False,True,True,2019-11-07 00:00:00,4325,,0,51.0466418719772,dresden,True
93394,7551004445,0,,0,0,6768,0,start,,"{""71"": 3}",frame_lock,Fetscherplatz,3,False,False,ok,,13.771276473999,0,71,False,True,True,2019-11-07 07:52:00,4325,,0,51.0466418719772,dresden,True
93394,7551004445,0,,0,0,637839,0,end,,"{""71"": 3}",frame_lock,Sächsische Landesbibliothek,3,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-07 08:06:00,4441,free,0,51.02893263812449,dresden,True
93394,7551004445,0,,0,0,637839,0,start,,"{""71"": 3}",frame_lock,Sächsische Landesbibliothek,3,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-07 09:11:00,4441,free,0,51.02893263812449,dresden,True
93394,7551004445,0,,0,0,637839,0,end,,"{""71"": 3}",frame_lock,Sächsische Landesbibliothek,3,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-07 09:13:00,4441,free,0,51.02893263812449,dresden,True
93394,7551004445,0,,0,0,637839,0,start,,"{""71"": 6}",frame_lock,Sächsische Landesbibliothek,6,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-07 09:50:00,4441,free,0,51.02893263812449,dresden,True
93394,7551004445,0,,0,0,637839,0,end,,"{""71"": 6}",frame_lock,Sächsische Landesbibliothek,6,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-07 09:52:00,4441,free,0,51.02893263812449,dresden,True
93394,7551004445,0,,0,0,637839,0,start,,"{""71"": 5}",frame_lock,Sächsische Landesbibliothek,5,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-07 10:11:00,4441,free,0,51.02893263812449,dresden,True
