p_bike_types,p_spot,p_bike_racks,p_lng,p_maintenance,p_booked_bikes,b_boardcomputer,b_active,trip,p_free_special_racks,city,b_number,p_bike,b_lock_types,p_free_racks,b_pedelec_battery,p_rack_locks,p_bikes,b_battery_pack,b_electric_lock,p_special_racks,p_place_type,p_terminal_type,p_name,p_number,p_lat,datetime,b_state,b_bike_type,p_uid,p_address
"{""71"": 4}",True,0,13.7388753890991,False,0,7551003570,True,first,0,dresden,93183,False,frame_lock,0,,False,4,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 00:00:00,ok,71,40,
"{""71"": 2}",True,0,13.7388753890991,False,0,7551003570,True,start,0,dresden,93183,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 23:37:00,ok,71,40,
"{""71"": 6}",True,6,13.730077743530273,False,0,7551003570,True,end,0,dresden,93183,False,frame_lock,0,,False,6,,True,0,0,stele,DVB Trachenberger Straße,4305,51.08737775269143,2019-11-24 23:44:00,ok,71,265881,
"{""71"": 4}",True,6,13.730077743530273,False,0,7551003570,True,last,0,dresden,93183,False,frame_lock,2,,False,4,,True,0,0,stele,DVB Trachenberger Straße,4305,51.08737775269143,2019-11-24 23:48:00,ok,71,265881,
"{""71"": 4}",True,0,13.7388753890991,False,0,7551006897,True,first,0,dresden,93604,False,frame_lock,0,,False,4,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 00:00:00,ok,71,40,
"{""71"": 3}",True,0,13.7388753890991,False,0,7551006897,True,start,0,dresden,93604,False,frame_lock,0,,False,3,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 15:36:00,ok,71,40,
"{""71"": 1}",False,0,13.738452222222,False,0,7551006897,True,end,0,dresden,93604,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93604,0,51.044248888889,2019-11-24 15:55:00,ok,71,25235962,
"{""71"": 1}",False,0,13.737915555556,False,0,7551006897,True,start,0,dresden,93604,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93604,0,51.044248888889,2019-11-24 23:01:00,ok,71,25235962,
"{""71"": 2}",True,0,13.7008419,False,0,7551006897,True,end,0,dresden,93604,False,frame_lock,0,,False,2,,True,0,0,,Kesselsdorfer Str. / Reisewitzer Str.,4436,51.0440355,2019-11-24 23:17:00,ok,71,310790,
"{""71"": 2}",True,0,13.7008419,False,0,7551006897,True,last,0,dresden,93604,False,frame_lock,0,,False,2,,True,0,0,,Kesselsdorfer Str. / Reisewitzer Str.,4436,51.0440355,2019-11-24 23:52:00,ok,71,310790,
"{""71"": 4}",True,0,13.7388753890991,False,0,7551012935,True,first,0,dresden,93915,False,frame_lock,0,,False,4,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 00:00:00,ok,71,40,
"{""71"": 4}",True,0,13.7388753890991,False,0,7551012935,True,start,0,dresden,93915,False,frame_lock,0,,False,4,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 11:54:00,ok,71,40,
"{""71"": 2}",True,0,13.72336685657501,False,0,7551012935,True,end,0,dresden,93915,False,frame_lock,0,,False,2,,True,0,0,,Hubertusplatz,4356,51.08974650394621,2019-11-24 12:04:00,ok,71,264558,
"{""71"": 2}",True,0,13.72336685657501,False,0,7551012935,True,start,0,dresden,93915,False,frame_lock,0,,False,2,,True,0,0,,Hubertusplatz,4356,51.08974650394621,2019-11-24 17:38:00,ok,71,264558,
"{""71"": 3}",True,0,13.7388753890991,False,0,7551012935,True,end,0,dresden,93915,False,frame_lock,0,,False,3,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 17:49:00,ok,71,40,
"{""71"": 4}",True,0,13.7388753890991,False,0,7551012935,True,start,0,dresden,93915,False,frame_lock,0,,False,4,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 23:03:00,ok,71,40,
"{""71"": 3}",True,0,13.746272921562195,False,0,7551012935,True,start,0,dresden,93915,False,frame_lock,0,,False,3,,True,0,0,free,Bischofsplatz (S-Bahn),4469,51.07192566647641,2019-11-24 23:11:00,ok,71,10299456,
"{""71"": 1}",False,0,13.746457777778,False,0,7551012935,True,end,0,dresden,93915,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93915,0,51.060124444444,2019-11-24 23:25:00,ok,71,25247392,
"{""71"": 1}",False,0,13.746433333333,False,0,7551012935,True,last,0,dresden,93915,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93915,0,51.06036,2019-11-24 23:59:00,ok,71,25247392,
"{""71"": 4}",True,0,13.7388753890991,False,0,7551016306,True,first,0,dresden,93890,False,frame_lock,0,,False,4,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 00:00:00,ok,71,40,
"{""71"": 5}",True,0,13.7388753890991,False,0,7551016306,True,start,0,dresden,93890,False,frame_lock,0,,False,5,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-24 01:51:00,ok,71,40,
"{""71"": 2}",True,0,13.74926,False,0,7551016306,True,end,0,dresden,93890,False,frame_lock,0,,False,2,,True,0,0,traffic_sign,Weberplatz,4457,51.03022,2019-11-24 02:18:00,ok,71,4783682,
"{""71"": 2}",True,0,13.74926,False,0,7551016306,True,start,0,dresden,93890,False,frame_lock,0,,False,2,,True,0,0,traffic_sign,Weberplatz,4457,51.03022,2019-11-24 09:28:00,ok,71,4783682,
"{""71"": 5}",True,0,13.73539104275551,False,0,7551016306,True,end,0,dresden,93890,False,frame_lock,0,,False,5,,True,0,0,,HTW Dresden / Schnorrstraße,4344,51.03542505103257,2019-11-24 09:34:00,ok,71,264544,
"{""71"": 5}",True,0,13.73539104275551,False,0,7551016306,True,start,0,dresden,93890,False,frame_lock,0,,False,5,,True,0,0,,HTW Dresden / Schnorrstraße,4344,51.03542505103257,2019-11-24 12:00:00,ok,71,264544,
