p_bike_types,p_spot,p_bike_racks,p_lng,p_maintenance,p_booked_bikes,b_boardcomputer,b_active,trip,p_free_special_racks,city,b_number,p_bike,b_lock_types,p_free_racks,b_pedelec_battery,p_rack_locks,p_bikes,b_battery_pack,b_electric_lock,p_special_racks,p_place_type,p_terminal_type,p_name,p_number,p_lat,datetime,b_state,b_bike_type,p_uid,p_address
"{""71"": 2}",True,0,13.7388753890991,False,0,7551003799,True,first,0,dresden,93264,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-27 00:00:00,ok,71,40,
"{""71"": 2}",True,0,13.7388753890991,False,0,7551003799,True,last,0,dresden,93264,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-27 23:59:00,ok,71,40,
"{""71"": 2}",True,0,13.7388753890991,False,0,7551004329,True,first,0,dresden,93676,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-27 00:00:00,ok,71,40,
"{""71"": 2}",True,0,13.7388753890991,False,0,7551004329,True,last,0,dresden,93676,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-27 23:59:00,ok,71,40,
"{""71"": 1}",True,0,13.7412196397781,False,0,7551012499,True,first,0,dresden,93849,False,frame_lock,0,,False,1,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-27 00:00:00,ok,71,73,
"{""71"": 1}",True,0,13.7412196397781,False,0,7551012499,True,start,0,dresden,93849,False,frame_lock,0,,False,1,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-27 00:26:00,ok,71,73,
"{""71"": 4}",True,0,13.746272921562195,False,0,7551012499,True,end,0,dresden,93849,False,frame_lock,0,,False,4,,True,0,0,free,Bischofsplatz (S-Bahn),4469,51.07192566647641,2019-11-27 00:31:00,ok,71,10299456,
"{""71"": 4}",True,0,13.746272921562195,False,0,7551012499,True,start,0,dresden,93849,False,frame_lock,0,,False,4,,True,0,0,free,Bischofsplatz (S-Bahn),4469,51.07192566647641,2019-11-27 01:23:00,ok,71,10299456,
"{""71"": 2}",True,0,13.726285099983214,False,0,7551012499,True,end,0,dresden,93849,False,frame_lock,0,,False,2,,True,0,0,free,Nürnberger Platz,4382,51.031520295058236,2019-11-27 01:45:00,ok,71,264586,
"{""71"": 2}",True,0,13.726285099983214,False,0,7551012499,True,start,0,dresden,93849,False,frame_lock,0,,False,2,,True,0,0,free,Nürnberger Platz,4382,51.031520295058236,2019-11-27 01:57:00,ok,71,264586,
