b_number,b_boardcomputer,p_booked_bikes,b_pedelec_battery,p_special_racks,p_bike_racks,p_uid,p_place_type,trip,b_battery_pack,p_bike_types,b_lock_types,p_name,p_bikes,p_bike,p_maintenance,b_state,p_address,p_lng,p_free_racks,b_bike_type,p_rack_locks,p_spot,b_active,datetime,p_number,p_terminal_type,p_free_special_racks,p_lat,city,b_electric_lock
93703,7551003221,0,,0,0,73,0,first,,"{""71"": 1}",frame_lock,Bf. Dresden-Neustadt,1,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-04 00:00:00,4332,free,0,51.0651837723282,dresden,True
93703,7551003221,0,,0,0,73,0,start,,"{""71"": 1}",frame_lock,Bf. Dresden-Neustadt,1,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-04 00:13:00,4332,free,0,51.0651837723282,dresden,True
93703,7551003221,0,,0,0,24419224,12,end,,"{""71"": 1}",frame_lock,BIKE 93703,1,True,False,ok,,13.724424444444,0,71,False,False,True,2019-11-04 00:23:00,0,,0,51.055662222222,dresden,True
93703,7551003221,0,,0,0,24452042,12,start,,"{""71"": 1}",frame_lock,BIKE 93703,1,True,False,ok,,13.72508,0,71,False,False,True,2019-11-04 20:40:00,0,,0,51.055786666667,dresden,True
93703,7551003221,0,,0,0,10299726,0,end,,"{""71"": 2}",frame_lock,Manitiusstraße,2,False,False,ok,,13.71493,0,71,False,True,True,2019-11-04 20:46:00,4496,free,0,51.05658,dresden,True
93703,7551003221,0,,0,0,10299726,0,start,,"{""71"": 2}",frame_lock,Manitiusstraße,2,False,False,ok,,13.71493,0,71,False,True,True,2019-11-04 22:08:00,4496,free,0,51.05658,dresden,True
93703,7551003221,0,,0,0,24459126,12,end,,"{""71"": 1}",frame_lock,BIKE 93703,1,True,False,ok,,13.725207777778,0,71,False,False,True,2019-11-04 22:12:00,0,,0,51.053444444444,dresden,True
93703,7551003221,0,,0,0,24459126,12,last,,"{""71"": 1}",frame_lock,BIKE 93703,1,True,False,ok,,13.72416,0,71,False,False,True,2019-11-04 23:59:00,0,,0,51.053857777778,dresden,True
93412,7551005297,0,,0,0,6768,0,first,,"{""71"": 2}",frame_lock,Fetscherplatz,2,False,False,ok,,13.771276473999,0,71,False,True,True,2019-11-04 00:00:00,4325,,0,51.0466418719772,dresden,True
93412,7551005297,0,,0,0,6768,0,start,,"{""71"": 2}",frame_lock,Fetscherplatz,2,False,False,ok,,13.771276473999,0,71,False,True,True,2019-11-04 09:11:00,4325,,0,51.0466418719772,dresden,True
93412,7551005297,0,,0,0,264603,0,end,,"{""71"": 1}",frame_lock,Tatzberg,1,False,False,ok,,13.7769949436188,0,71,False,True,True,2019-11-04 09:19:00,4396,,0,51.0559424111161,dresden,True
93412,7551005297,0,,0,0,264603,0,last,,"{""71"": 3}",frame_lock,Tatzberg,3,False,False,ok,,13.7769949436188,0,71,False,True,True,2019-11-04 12:09:00,4396,,0,51.0559424111161,dresden,True
93519,7551006892,0,,0,0,6768,0,first,,"{""71"": 2}",frame_lock,Fetscherplatz,2,False,False,ok,,13.771276473999,0,71,False,True,True,2019-11-04 00:00:00,4325,,0,51.0466418719772,dresden,True
93519,7551006892,0,,0,0,6768,0,start,,"{""71"": 1}",frame_lock,Fetscherplatz,1,False,False,ok,,13.771276473999,0,71,False,True,True,2019-11-04 09:49:00,4325,,0,51.0466418719772,dresden,True
93519,7551006892,0,,0,0,637839,0,end,,"{""71"": 5}",frame_lock,Sächsische Landesbibliothek,5,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-04 10:13:00,4441,free,0,51.02893263812449,dresden,True
93519,7551006892,0,,0,0,637839,0,start,,"{""71"": 5}",frame_lock,Sächsische Landesbibliothek,5,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-04 10:17:00,4441,free,0,51.02893263812449,dresden,True
93519,7551006892,0,,0,0,4783682,0,end,,"{""71"": 1}",frame_lock,Weberplatz,1,False,False,ok,,13.74926,0,71,False,True,True,2019-11-04 10:24:00,4457,traffic_sign,0,51.03022,dresden,True
93519,7551006892,0,,0,0,4783682,0,start,,"{""71"": 1}",frame_lock,Weberplatz,1,False,False,ok,,13.74926,0,71,False,True,True,2019-11-04 10:41:00,4457,traffic_sign,0,51.03022,dresden,True
93519,7551006892,0,,0,0,4783708,0,end,,"{""71"": 3}",frame_lock,Reichenbachstr. / Fritz-Löffler-Str.,3,False,False,ok,,13.730555176734924,0,71,False,True,True,2019-11-04 10:50:00,4464,free,0,51.03441479093599,dresden,True
93519,7551006892,0,,0,0,4783708,0,start,,"{""71"": 2}",frame_lock,Reichenbachstr. / Fritz-Löffler-Str.,2,False,False,ok,,13.730555176734924,0,71,False,True,True,2019-11-04 13:51:00,4464,free,0,51.03441479093599,dresden,True
