p_bike_types,p_spot,p_bike_racks,p_lng,p_maintenance,p_booked_bikes,b_boardcomputer,b_active,trip,p_free_special_racks,city,b_number,p_bike,b_lock_types,p_free_racks,b_pedelec_battery,p_rack_locks,p_bikes,b_battery_pack,b_electric_lock,p_special_racks,p_place_type,p_terminal_type,p_name,p_number,p_lat,datetime,b_state,b_bike_type,p_uid,p_address
"{""71"": 8}",True,0,13.7412196397781,False,0,7551015420,True,first,0,dresden,93051,False,frame_lock,0,,False,8,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 00:00:00,ok,71,73,
"{""71"": 7}",True,0,13.7412196397781,False,0,7551015420,True,start,0,dresden,93051,False,frame_lock,0,,False,7,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 15:36:00,ok,71,73,
"{""71"": 3}",True,0,13.75032842159271,False,0,7551015420,True,end,0,dresden,93051,False,frame_lock,0,,False,3,,True,0,0,,Schauburg,4327,51.07114365710672,2019-11-22 15:43:00,ok,71,121771,
"{""71"": 10}",True,0,13.75032842159271,False,0,7551015420,True,last,0,dresden,93051,False,frame_lock,0,,False,10,,True,0,0,,Schauburg,4327,51.07114365710672,2019-11-22 23:59:00,ok,71,121771,
"{""71"": 8}",True,0,13.7412196397781,False,0,7551006326,True,first,0,dresden,93002,False,frame_lock,0,,False,8,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 00:00:00,ok,71,73,
"{""71"": 7}",True,0,13.7412196397781,False,0,7551006326,True,start,0,dresden,93002,False,frame_lock,0,,False,7,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 15:36:00,ok,71,73,
"{""71"": 5}",True,0,13.7412196397781,False,0,7551006326,True,end,0,dresden,93002,False,frame_lock,0,,False,5,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 15:55:00,ok,71,73,
"{""71"": 1}",True,0,13.747313618659973,False,0,7551006326,True,start,0,dresden,93002,False,frame_lock,0,,False,1,,True,0,0,,Albertplatz,4302,51.06389595884549,2019-11-22 23:31:00,ok,71,2985,
"{""71"": 4}",True,0,13.72983,False,0,7551006326,True,end,0,dresden,93002,False,frame_lock,0,,False,4,,True,0,0,free,Alexander-Puschkin-Platz,4504,51.07035,2019-11-22 23:40:00,ok,71,10299848,
"{""71"": 4}",True,0,13.72983,False,0,7551006326,True,last,0,dresden,93002,False,frame_lock,0,,False,4,,True,0,0,free,Alexander-Puschkin-Platz,4504,51.07035,2019-11-22 23:57:00,ok,71,10299848,
"{""71"": 8}",True,0,13.7412196397781,False,0,7551006976,True,first,0,dresden,93369,False,frame_lock,0,,False,8,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 00:00:00,ok,71,73,
"{""71"": 7}",True,0,13.7412196397781,False,0,7551006976,True,start,0,dresden,93369,False,frame_lock,0,,False,7,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 00:53:00,ok,71,73,
"{""71"": 3, ""undefined"": 1}",True,0,13.756663799285887,False,0,7551006976,True,end,0,dresden,93369,False,frame_lock,0,,False,4,,True,0,0,,Martin-Luther-Platz (Kirche),4376,51.064135319559504,2019-11-22 01:00:00,ok,71,264578,
"{""71"": 4, ""undefined"": 1}",True,0,13.756663799285887,False,0,7551006976,True,start,0,dresden,93369,False,frame_lock,0,,False,5,,True,0,0,,Martin-Luther-Platz (Kirche),4376,51.064135319559504,2019-11-22 06:43:00,ok,71,264578,
"{""71"": 2}",True,0,13.723333333333333,False,0,7551006976,True,end,0,dresden,93369,False,frame_lock,0,,False,2,,True,0,0,,Avis - Dresden Zentrum,99970,51.05833333333333,2019-11-22 06:57:00,ok,71,19740561,
"{""71"": 1}",True,0,13.723333333333333,False,0,7551006976,True,last,0,dresden,93369,False,frame_lock,0,,False,1,,True,0,0,,Avis - Dresden Zentrum,99970,51.05833333333333,2019-11-22 23:59:00,ok,71,19740561,
"{""71"": 8}",True,0,13.7412196397781,False,0,7551006208,True,first,0,dresden,93588,False,frame_lock,0,,False,8,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 00:00:00,ok,71,73,
"{""71"": 8}",True,0,13.7412196397781,False,0,7551006208,True,start,0,dresden,93588,False,frame_lock,0,,False,8,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 07:21:00,ok,71,73,
"{""71"": 2}",True,0,13.75886857509613,False,0,7551006208,True,end,0,dresden,93588,False,frame_lock,0,,False,2,,True,0,0,,Wasaplatz,4385,51.02812291136315,2019-11-22 07:47:00,ok,71,264589,
"{""71"": 3}",True,0,13.75886857509613,False,0,7551006208,True,start,0,dresden,93588,False,frame_lock,0,,False,3,,True,0,0,,Wasaplatz,4385,51.02812291136315,2019-11-22 10:33:00,ok,71,264589,
"{""71"": 2}",True,0,13.72573,False,0,7551006208,True,end,0,dresden,93588,False,frame_lock,0,,False,2,,True,0,0,traffic_sign,Toeplerbau / Binderbau,4459,51.02727,2019-11-22 10:46:00,ok,71,4405696,
"{""71"": 6}",True,0,13.72573,False,0,7551006208,True,start,0,dresden,93588,False,frame_lock,0,,False,6,,True,0,0,traffic_sign,Toeplerbau / Binderbau,4459,51.02727,2019-11-22 12:55:00,ok,71,4405696,
"{""71"": 1}",False,0,13.7272,False,0,7551006208,True,end,0,dresden,93588,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93588,0,51.031746666667,2019-11-22 12:59:00,ok,71,25151718,
"{""71"": 1}",False,0,13.727206666667,False,0,7551006208,True,start,0,dresden,93588,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93588,0,51.031582222222,2019-11-22 14:07:00,ok,71,25151718,
"{""71"": 3}",True,0,13.705219030380249,False,0,7551006208,True,end,0,dresden,93588,False,frame_lock,0,,False,3,,True,0,0,,Ebertplatz,4507,51.04148833992683,2019-11-22 14:14:00,ok,71,11248297,
"{""71"": 3}",True,0,13.705219030380249,False,0,7551006208,True,start,0,dresden,93588,False,frame_lock,0,,False,3,,True,0,0,,Ebertplatz,4507,51.04148833992683,2019-11-22 14:54:00,ok,71,11248297,
"{""71"": 4}",True,6,13.804289102554321,False,0,7551006208,True,end,0,dresden,93588,False,frame_lock,2,,False,4,,True,0,0,,Schillergalerie,4399,51.05136993564705,2019-11-22 15:34:00,ok,71,329097,
"{""71"": 3}",True,6,13.804289102554321,False,0,7551006208,True,last,0,dresden,93588,False,frame_lock,3,,False,3,,True,0,0,,Schillergalerie,4399,51.05136993564705,2019-11-22 23:59:00,ok,71,329097,
"{""71"": 8}",True,0,13.7412196397781,False,0,7551005239,True,first,0,dresden,93625,False,frame_lock,0,,False,8,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 00:00:00,ok,71,73,
"{""71"": 7}",True,0,13.7412196397781,False,0,7551005239,True,start,0,dresden,93625,False,frame_lock,0,,False,7,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-22 11:27:00,ok,71,73,
"{""71"": 2}",True,0,13.720845580101013,False,0,7551005239,True,end,0,dresden,93625,False,frame_lock,0,,False,2,,True,0,0,,World-Trade-Center,4426,51.04918132708615,2019-11-22 11:41:00,ok,71,27113,
