b_number,b_boardcomputer,p_booked_bikes,b_pedelec_battery,p_special_racks,p_bike_racks,p_uid,p_place_type,trip,b_battery_pack,p_bike_types,b_lock_types,p_name,p_bikes,p_bike,p_maintenance,b_state,p_address,p_lng,p_free_racks,b_bike_type,p_rack_locks,p_spot,b_active,datetime,p_number,p_terminal_type,p_free_special_racks,p_lat,city,b_electric_lock
93441,7551002903,0,,0,0,120,0,first,,"{""71"": 1}",frame_lock,Hauptbahnhof,1,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-03 00:00:00,4313,,0,51.040476453474334,dresden,True
93441,7551002903,0,,0,0,120,0,start,,"{""71"": 7}",frame_lock,Hauptbahnhof,7,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-03 13:28:00,4313,,0,51.040476453474334,dresden,True
93441,7551002903,0,,0,0,120,0,end,,"{""71"": 8}",frame_lock,Hauptbahnhof,8,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-03 14:12:00,4313,,0,51.040476453474334,dresden,True
93441,7551002903,0,,0,0,120,0,start,,"{""71"": 4}",frame_lock,Hauptbahnhof,4,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-03 16:37:00,4313,,0,51.040476453474334,dresden,True
93441,7551002903,0,,0,0,24408250,12,end,,"{""71"": 1}",frame_lock,BIKE 93441,1,True,False,ok,,13.742222222222,0,71,False,False,True,2019-11-03 16:46:00,0,,0,51.034408888889,dresden,True
93441,7551002903,0,,0,0,1168109,0,last,,"{""71"": 2}",frame_lock,IPRO Consult,2,False,False,ok,,13.742340803146362,0,71,False,True,True,2019-11-03 23:59:00,4448,free,0,51.033649015325494,dresden,True
93484,7551007274,0,,0,0,2985,0,first,,"{""71"": 3}",frame_lock,Albertplatz,3,False,False,ok,,13.747313618659973,0,71,False,True,True,2019-11-03 00:00:00,4302,,0,51.06389595884549,dresden,True
93484,7551007274,0,,0,0,2985,0,start,,"{""71"": 1}",frame_lock,Albertplatz,1,False,False,ok,,13.747313618659973,0,71,False,True,True,2019-11-03 00:50:00,4302,,0,51.06389595884549,dresden,True
93484,7551007274,0,,0,0,264576,0,end,,"{""71"": 2}",frame_lock,Alaunstraße,2,False,False,ok,,13.751809000968931,0,71,False,True,True,2019-11-03 00:55:00,4374,,0,51.066946872474276,dresden,True
93484,7551007274,0,,0,0,264576,0,start,,"{""71"": 2}",frame_lock,Alaunstraße,2,False,False,ok,,13.751809000968931,0,71,False,True,True,2019-11-03 03:57:00,4374,,0,51.066946872474276,dresden,True
