p_bike_types,p_spot,p_bike_racks,p_lng,p_maintenance,p_booked_bikes,b_boardcomputer,b_active,trip,p_free_special_racks,city,b_number,p_bike,b_lock_types,p_free_racks,b_pedelec_battery,p_rack_locks,p_bikes,b_battery_pack,b_electric_lock,p_special_racks,p_place_type,p_terminal_type,p_name,p_number,p_lat,datetime,b_state,b_bike_type,p_uid,p_address
"{""71"": 2}",True,0,13.7388753890991,False,0,7551006809,True,first,0,dresden,93400,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-30 00:00:00,ok,71,40,
"{""71"": 3}",True,0,13.7388753890991,False,0,7551006809,True,start,0,dresden,93400,False,frame_lock,0,,False,3,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-30 12:44:00,ok,71,40,
"{""71"": 3}",True,0,13.7388753890991,False,0,7551006809,True,end,0,dresden,93400,False,frame_lock,0,,False,3,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-30 12:46:00,ok,71,40,
"{""71"": 6}",True,0,13.7388753890991,False,0,7551006809,True,start,0,dresden,93400,False,frame_lock,0,,False,6,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-30 23:37:00,ok,71,40,
"{""71"": 5}",True,6,13.730077743530273,False,0,7551006809,True,end,0,dresden,93400,False,frame_lock,1,,False,5,,True,0,0,stele,DVB Trachenberger Straße,4305,51.08737775269143,2019-11-30 23:45:00,ok,71,265881,
"{""71"": 5}",True,6,13.730077743530273,False,0,7551006809,True,last,0,dresden,93400,False,frame_lock,1,,False,5,,True,0,0,stele,DVB Trachenberger Straße,4305,51.08737775269143,2019-11-30 23:59:00,ok,71,265881,
"{""71"": 2}",True,0,13.7388753890991,False,0,7551022256,True,first,0,dresden,93859,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-30 00:00:00,ok,71,40,
"{""71"": 3}",True,0,13.7388753890991,False,0,7551022256,True,start,0,dresden,93859,False,frame_lock,0,,False,3,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-30 12:44:00,ok,71,40,
"{""71"": 3}",True,0,13.7388753890991,False,0,7551022256,True,end,0,dresden,93859,False,frame_lock,0,,False,3,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-30 12:46:00,ok,71,40,
"{""71"": 5}",True,0,13.7388753890991,False,0,7551022256,True,start,0,dresden,93859,False,frame_lock,0,,False,5,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-30 15:25:00,ok,71,40,
"{""71"": 1}",False,0,13.754654444444,False,0,7551022256,True,end,0,dresden,93859,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93859,0,51.069057777778,2019-11-30 15:32:00,ok,71,25488374,
"{""71"": 1}",False,0,13.75462,False,0,7551022256,True,start,0,dresden,93859,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93859,0,51.069097777778,2019-11-30 15:36:00,ok,71,25488374,
"{""71"": 1}",True,0,13.756663799285887,False,0,7551022256,True,end,0,dresden,93859,False,frame_lock,0,,False,1,,True,0,0,,Martin-Luther-Platz (Kirche),4376,51.064135319559504,2019-11-30 15:40:00,ok,71,264578,
"{""71"": 4}",True,0,13.756663799285887,False,0,7551022256,True,start,0,dresden,93859,False,frame_lock,0,,False,4,,True,0,0,,Martin-Luther-Platz (Kirche),4376,51.064135319559504,2019-11-30 20:52:00,ok,71,264578,
"{""71"": 1}",False,0,13.751271111111,False,0,7551022256,True,end,0,dresden,93859,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93859,0,51.07168,2019-11-30 21:01:00,ok,71,25497402,
"{""71"": 7}",True,0,13.75032842159271,False,0,7551022256,True,last,0,dresden,93859,False,frame_lock,0,,False,7,,True,0,0,,Schauburg,4327,51.07114365710672,2019-11-30 23:59:00,ok,71,121771,
"{""71"": 1}",True,0,13.7412196397781,False,0,7551003106,True,first,0,dresden,93041,False,frame_lock,0,,False,1,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-30 00:00:00,ok,71,73,
"{""71"": 10}",True,0,13.7412196397781,False,0,7551003106,True,start,0,dresden,93041,False,frame_lock,0,,False,10,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-30 12:44:00,ok,71,73,
"{""71"": 10}",True,0,13.7412196397781,False,0,7551003106,True,end,0,dresden,93041,False,frame_lock,0,,False,10,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-30 12:46:00,ok,71,73,
"{""71"": 3}",True,0,13.7412196397781,False,0,7551003106,True,last,0,dresden,93041,False,frame_lock,0,,False,3,,True,0,0,free,Bf. Dresden-Neustadt,4332,51.0651837723282,2019-11-30 23:59:00,ok,71,73,
"{""71"": 15}",True,0,13.733623623847961,True,0,7551005324,True,first,0,dresden,93474,False,frame_lock,0,,False,15,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-30 00:00:00,ok,71,120,
