b_number,b_boardcomputer,p_booked_bikes,b_pedelec_battery,p_special_racks,p_bike_racks,p_uid,p_place_type,trip,b_battery_pack,p_bike_types,b_lock_types,p_name,p_bikes,p_bike,p_maintenance,b_state,p_address,p_lng,p_free_racks,b_bike_type,p_rack_locks,p_spot,b_active,datetime,p_number,p_terminal_type,p_free_special_racks,p_lat,city,b_electric_lock
93048,7551005322,0,,0,0,73,0,first,,"{""71"": 12}",frame_lock,Bf. Dresden-Neustadt,12,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-02 00:00:00,4332,free,0,51.0651837723282,dresden,True
93048,7551005322,0,,0,0,73,0,start,,"{""71"": 7}",frame_lock,Bf. Dresden-Neustadt,7,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-02 14:23:00,4332,free,0,51.0651837723282,dresden,True
93048,7551005322,0,,0,0,264557,0,end,,"{""71"": 1}",frame_lock,Altpieschen,1,False,False,ok,,13.716709613800047,0,71,False,True,True,2019-11-02 14:35:00,4355,,0,51.07764876381213,dresden,True
93048,7551005322,0,,0,0,264557,0,start,,"{""71"": 2}",frame_lock,Altpieschen,2,False,False,ok,,13.716709613800047,0,71,False,True,True,2019-11-02 18:42:00,4355,,0,51.07764876381213,dresden,True
93048,7551005322,0,,0,0,69118,0,end,,"{""71"": 1}",frame_lock,Dresden Thalia (Dr.-Külz-Ring/Prager Str.),1,False,False,ok,,13.736633062362671,0,71,False,True,True,2019-11-02 19:13:00,4415,,0,51.04703983031739,dresden,True
93048,7551005322,0,,0,0,69118,0,start,,"{""71"": 1}",frame_lock,Dresden Thalia (Dr.-Külz-Ring/Prager Str.),1,False,False,ok,,13.736633062362671,0,71,False,True,True,2019-11-02 19:22:00,4415,,0,51.04703983031739,dresden,True
93048,7551005322,0,,0,0,120,0,end,,"{""71"": 8}",frame_lock,Hauptbahnhof,8,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-02 19:27:00,4313,,0,51.040476453474334,dresden,True
93048,7551005322,0,,0,0,120,0,start,,"{""71"": 9}",frame_lock,Hauptbahnhof,9,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-02 19:30:00,4313,,0,51.040476453474334,dresden,True
93048,7551005322,0,,0,0,4783682,0,end,,"{""71"": 1}",frame_lock,Weberplatz,1,False,False,ok,,13.74926,0,71,False,True,True,2019-11-02 19:42:00,4457,traffic_sign,0,51.03022,dresden,True
93048,7551005322,1,,0,0,4783682,0,start,,"{""71"": 1}",frame_lock,Weberplatz,1,False,False,ok,,13.74926,0,71,False,True,True,2019-11-02 20:54:00,4457,traffic_sign,0,51.03022,dresden,True
