b_number,b_boardcomputer,p_booked_bikes,b_pedelec_battery,p_special_racks,p_bike_racks,p_uid,p_place_type,trip,b_battery_pack,p_bike_types,b_lock_types,p_name,p_bikes,p_bike,p_maintenance,b_state,p_address,p_lng,p_free_racks,b_bike_type,p_rack_locks,p_spot,b_active,datetime,p_number,p_terminal_type,p_free_special_racks,p_lat,city,b_electric_lock
93381,7551005642,0,,0,0,40,0,first,,"{""71"": 1}",frame_lock,NH-Hotel / Hansa Str. 43,1,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-13 00:00:00,4306,,0,51.0741334233362,dresden,True
93381,7551005642,0,,0,0,24815856,12,last,,"{""71"": 1}",frame_lock,BIKE 93381,1,True,False,ok,,13.736645555556,0,71,False,False,True,2019-11-13 23:59:00,0,,0,51.074511111111,dresden,True
93595,7551002487,0,,0,0,73,0,first,,"{""71"": 3}",frame_lock,Bf. Dresden-Neustadt,3,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-13 00:00:00,4332,free,0,51.0651837723282,dresden,True
93595,7551002487,0,,0,0,73,0,start,,"{""71"": 4}",frame_lock,Bf. Dresden-Neustadt,4,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-13 18:33:00,4332,free,0,51.0651837723282,dresden,True
93595,7551002487,0,,0,0,73,0,end,,"{""71"": 3}",frame_lock,Bf. Dresden-Neustadt,3,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-13 18:35:00,4332,free,0,51.0651837723282,dresden,True
93595,7551002487,0,,0,0,73,0,start,,"{""71"": 2}",frame_lock,Bf. Dresden-Neustadt,2,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-13 19:34:00,4332,free,0,51.0651837723282,dresden,True
93595,7551002487,0,,0,0,19740561,0,end,,"{""71"": 1}",frame_lock,Avis - Dresden Zentrum,1,False,False,ok,,13.723333333333333,0,71,False,True,True,2019-11-13 19:44:00,99970,,0,51.05833333333333,dresden,True
93595,7551002487,0,,0,0,19740561,0,start,,"{""71"": 1}",frame_lock,Avis - Dresden Zentrum,1,False,False,ok,,13.723333333333333,0,71,False,True,True,2019-11-13 21:33:00,99970,,0,51.05833333333333,dresden,True
93595,7551002487,0,,0,0,10299726,0,end,,"{""71"": 8}",frame_lock,Manitiusstraße,8,False,False,ok,,13.71493,0,71,False,True,True,2019-11-13 21:41:00,4496,free,0,51.05658,dresden,True
93595,7551002487,0,,0,0,10299726,0,last,,"{""71"": 8}",frame_lock,Manitiusstraße,8,False,False,ok,,13.71493,0,71,False,True,True,2019-11-13 23:59:00,4496,free,0,51.05658,dresden,True
93529,7551004187,0,,0,0,73,0,first,,"{""71"": 3}",frame_lock,Bf. Dresden-Neustadt,3,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-13 00:00:00,4332,free,0,51.0651837723282,dresden,True
