p_bike_types,p_spot,p_bike_racks,p_lng,p_maintenance,p_booked_bikes,b_boardcomputer,b_active,trip,p_free_special_racks,city,b_number,p_bike,b_lock_types,p_free_racks,b_pedelec_battery,p_rack_locks,p_bikes,b_battery_pack,b_electric_lock,p_special_racks,p_place_type,p_terminal_type,p_name,p_number,p_lat,datetime,b_state,b_bike_type,p_uid,p_address
"{""71"": 1}",True,0,13.7388753890991,False,0,7551003586,True,first,0,dresden,93304,False,frame_lock,0,,False,1,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-26 00:00:00,ok,71,40,
"{""71"": 1}",True,0,13.7388753890991,False,0,7551003586,True,start,0,dresden,93304,False,frame_lock,0,,False,1,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-26 00:59:00,ok,71,40,
"{""71"": 1}",True,0,13.7388753890991,False,0,7551003586,True,start,0,dresden,93304,False,frame_lock,0,,False,1,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-26 01:04:00,ok,71,40,
"{""71"": 1}",True,0,13.7388753890991,False,0,7551003586,True,end,0,dresden,93304,False,frame_lock,0,,False,1,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-26 07:28:00,ok,71,40,
"{""71"": 1}",True,0,13.7388753890991,False,0,7551003586,True,start,0,dresden,93304,False,frame_lock,0,,False,1,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-26 07:46:00,ok,71,40,
"{""71"": 1}",False,0,13.72888,False,0,7551003586,True,end,0,dresden,93304,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93304,0,51.052164444444,2019-11-26 08:21:00,ok,71,25299939,
"{""71"": 1}",False,0,13.728711111111,False,0,7551003586,True,start,0,dresden,93304,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93304,0,51.052262222222,2019-11-26 10:43:00,ok,71,25299939,
"{""71"": 1}",False,0,13.728711111111,False,0,7551003586,True,end,0,dresden,93304,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93304,0,51.052262222222,2019-11-26 10:46:00,ok,71,25299939,
"{""71"": 1}",False,0,13.728686666667,False,0,7551003586,True,last,0,dresden,93304,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93304,0,51.052124444444,2019-11-26 23:59:00,ok,71,25299939,
"{""71"": 8}",True,0,13.733623623847961,True,0,7551003730,True,first,0,dresden,93049,False,frame_lock,0,,False,8,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-26 00:00:00,ok,71,120,
"{""71"": 8}",True,0,13.733623623847961,True,0,7551003730,True,start,0,dresden,93049,False,frame_lock,0,,False,8,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-26 00:59:00,ok,71,120,
"{""71"": 8}",True,0,13.733623623847961,True,0,7551003730,True,start,0,dresden,93049,False,frame_lock,0,,False,8,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-26 01:04:00,ok,71,120,
"{""71"": 7}",True,0,13.733623623847961,True,0,7551003730,True,end,0,dresden,93049,False,frame_lock,0,,False,7,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-26 07:28:00,ok,71,120,
"{""71"": 2}",True,0,13.733623623847961,True,1,7551003730,True,start,0,dresden,93049,False,frame_lock,0,,False,2,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-26 10:43:00,ok,71,120,
