p_bike_types,p_spot,p_bike_racks,p_lng,p_maintenance,p_booked_bikes,b_boardcomputer,b_active,trip,p_free_special_racks,city,b_number,p_bike,b_lock_types,p_free_racks,b_pedelec_battery,p_rack_locks,p_bikes,b_battery_pack,b_electric_lock,p_special_racks,p_place_type,p_terminal_type,p_name,p_number,p_lat,datetime,b_state,b_bike_type,p_uid,p_address
"{""71"": 2}",True,0,13.7388753890991,False,0,7551003799,True,first,0,dresden,93264,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-28 00:00:00,ok,71,40,
"{""71"": 1}",True,0,13.7388753890991,False,0,7551003799,True,last,0,dresden,93264,False,frame_lock,0,,False,1,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-28 23:59:00,ok,71,40,
"{""71"": 2}",True,0,13.7388753890991,False,0,7551004329,True,first,0,dresden,93676,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-28 00:00:00,ok,71,40,
"{""71"": 2}",True,0,13.7388753890991,False,0,7551004329,True,start,0,dresden,93676,False,frame_lock,0,,False,2,,True,0,0,,NH-Hotel / Hansa Str. 43,4306,51.0741334233362,2019-11-28 17:46:00,ok,71,40,
"{""71"": 1}",False,0,13.738843333333,False,0,7551004329,True,end,0,dresden,93676,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93676,0,51.068826666667,2019-11-28 17:51:00,ok,71,25413741,
"{""71"": 1}",True,0,13.72983,False,0,7551004329,True,start,0,dresden,93676,False,frame_lock,0,,False,1,,True,0,0,free,Alexander-Puschkin-Platz,4504,51.07035,2019-11-28 17:54:00,ok,71,10299848,
"{""71"": 1}",True,0,13.74754,False,0,7551004329,True,end,0,dresden,93676,False,frame_lock,0,,False,1,,True,0,0,free,Louisenstraße,4484,51.06798,2019-11-28 18:02:00,ok,71,10299599,
"{""71"": 3}",True,0,13.74754,False,0,7551004329,True,last,0,dresden,93676,False,frame_lock,0,,False,3,,True,0,0,free,Louisenstraße,4484,51.06798,2019-11-28 23:59:00,ok,71,10299599,
"{""71"": 6}",True,0,13.771276473999,False,0,7551006825,True,first,0,dresden,93468,False,frame_lock,0,,False,6,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 00:00:00,ok,71,6768,
"{""71"": 8}",True,0,13.771276473999,False,0,7551006825,True,last,0,dresden,93468,False,frame_lock,0,,False,8,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 23:59:00,ok,71,6768,
"{""71"": 6}",True,0,13.771276473999,False,0,7551003264,True,first,0,dresden,93371,False,frame_lock,0,,False,6,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 00:00:00,ok,71,6768,
"{""71"": 7}",True,0,13.771276473999,False,0,7551003264,True,start,0,dresden,93371,False,frame_lock,0,,False,7,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 12:48:00,ok,71,6768,
"{""71"": 24}",True,0,13.781125545501709,False,0,7551003264,True,end,0,dresden,93371,False,frame_lock,0,,False,24,,True,0,0,,Uniklinikum,4395,51.05422272773753,2019-11-28 12:55:00,ok,71,264602,
"{""71"": 10}",True,0,13.781125545501709,False,0,7551003264,True,last,0,dresden,93371,False,frame_lock,0,,False,10,,True,0,0,,Uniklinikum,4395,51.05422272773753,2019-11-28 23:59:00,ok,71,264602,
"{""71"": 6}",True,0,13.771276473999,False,0,7551006348,True,first,0,dresden,93352,False,frame_lock,0,,False,6,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 00:00:00,ok,71,6768,
"{""71"": 8}",True,0,13.771276473999,False,0,7551006348,True,last,0,dresden,93352,False,frame_lock,0,,False,8,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 23:59:00,ok,71,6768,
"{""71"": 6}",True,0,13.771276473999,False,0,7551004054,True,first,0,dresden,93695,False,frame_lock,0,,False,6,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 00:00:00,ok,71,6768,
"{""71"": 8}",True,0,13.771276473999,False,0,7551004054,True,start,0,dresden,93695,False,frame_lock,0,,False,8,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 07:58:00,ok,71,6768,
"{""71"": 7}",True,0,13.771276473999,False,0,7551004054,True,end,0,dresden,93695,False,frame_lock,0,,False,7,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 08:00:00,ok,71,6768,
"{""71"": 1}",False,0,13.770593333333,False,0,7551004054,True,start,0,dresden,93695,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93695,0,51.044008888889,2019-11-28 15:03:00,ok,71,25403962,
"{""71"": 6}",True,0,13.771276473999,False,0,7551004054,True,end,0,dresden,93695,False,frame_lock,0,,False,6,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 15:05:00,ok,71,6768,
"{""71"": 8}",True,0,13.771276473999,False,0,7551004054,True,last,0,dresden,93695,False,frame_lock,0,,False,8,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-28 23:59:00,ok,71,6768,
