p_bike_types,p_spot,p_bike_racks,p_lng,p_maintenance,p_booked_bikes,b_boardcomputer,b_active,trip,p_free_special_racks,city,b_number,p_bike,b_lock_types,p_free_racks,b_pedelec_battery,p_rack_locks,p_bikes,b_battery_pack,b_electric_lock,p_special_racks,p_place_type,p_terminal_type,p_name,p_number,p_lat,datetime,b_state,b_bike_type,p_uid,p_address
"{""71"": 3}",True,0,13.740307688713074,False,0,7551016026,True,end,0,dresden,93847,False,frame_lock,0,,False,3,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 03:45:00,ok,71,10299517,
"{""71"": 3}",True,0,13.740307688713074,False,0,7551016026,True,start,0,dresden,93847,False,frame_lock,0,,False,3,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 04:31:00,ok,71,10299517,
"{""71"": 2}",True,0,13.755607008934,False,0,7551016026,True,end,0,dresden,93847,False,frame_lock,0,,False,2,,True,0,0,,Zellescher Weg,4347,51.0264865453555,2019-11-20 04:39:00,ok,71,264547,
"{""71"": 2}",True,0,13.755607008934,False,0,7551016026,True,start,0,dresden,93847,False,frame_lock,0,,False,2,,True,0,0,,Zellescher Weg,4347,51.0264865453555,2019-11-20 12:57:00,ok,71,264547,
"{""71"": 1}",True,0,13.71569037437439,False,0,7551016026,True,end,0,dresden,93847,False,frame_lock,0,,False,1,,True,0,0,,Nossener Brücke,4349,51.03712695166928,2019-11-20 13:12:00,ok,71,264549,
"{""71"": 1}",True,0,13.71569037437439,False,0,7551016026,True,start,0,dresden,93847,False,frame_lock,0,,False,1,,True,0,0,,Nossener Brücke,4349,51.03712695166928,2019-11-20 13:22:00,ok,71,264549,
"{""71"": 2}",True,0,13.751809000968931,False,0,7551016026,True,end,0,dresden,93847,False,frame_lock,0,,False,2,,True,0,0,,Alaunstraße,4374,51.066946872474276,2019-11-20 14:00:00,ok,71,264576,
"{""71"": 1}",True,0,13.751809000968931,False,0,7551016026,True,start,0,dresden,93847,False,frame_lock,0,,False,1,,True,0,0,,Alaunstraße,4374,51.066946872474276,2019-11-20 14:38:00,ok,71,264576,
"{""71"": 3}",True,0,13.747919797897339,False,0,7551016026,True,end,0,dresden,93847,False,frame_lock,0,,False,3,,True,0,0,,Blüherstr. / Hygienemuseum,4419,51.04378186739787,2019-11-20 15:04:00,ok,71,20963,
"{""71"": 5}",True,0,13.747919797897339,False,0,7551016026,True,start,0,dresden,93847,False,frame_lock,0,,False,5,,True,0,0,,Blüherstr. / Hygienemuseum,4419,51.04378186739787,2019-11-20 17:42:00,ok,71,20963,
"{""71"": 1}",False,0,13.739523333333,False,0,7551016026,True,end,0,dresden,93847,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93847,0,51.0516,2019-11-20 17:55:00,ok,71,25080661,
"{""71"": 1}",False,0,13.739546666667,False,0,7551016026,True,start,0,dresden,93847,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93847,0,51.051644444444,2019-11-20 19:06:00,ok,71,25080661,
"{""71"": 5}",True,0,13.751809000968931,False,0,7551016026,True,end,0,dresden,93847,False,frame_lock,0,,False,5,,True,0,0,,Alaunstraße,4374,51.066946872474276,2019-11-20 19:23:00,ok,71,264576,
"{""71"": 5}",True,0,13.751809000968931,False,0,7551016026,True,start,0,dresden,93847,False,frame_lock,0,,False,5,,True,0,0,,Alaunstraße,4374,51.066946872474276,2019-11-20 20:51:00,ok,71,264576,
"{""71"": 1}",False,0,13.726823333333,False,0,7551016026,True,end,0,dresden,93847,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93847,0,51.053231111111,2019-11-20 21:10:00,ok,71,25087257,
"{""71"": 1}",False,0,13.725073333333,False,0,7551016026,True,last,0,dresden,93847,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93847,0,51.05336,2019-11-20 23:59:00,ok,71,25087257,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551015380,True,first,0,dresden,93063,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 15}",True,0,13.733623623847961,True,0,7551015380,True,start,0,dresden,93063,False,frame_lock,0,,False,15,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 02:35:00,ok,71,120,
"{""71"": 5}",True,0,13.767585754394531,False,0,7551015380,True,end,0,dresden,93063,False,frame_lock,0,,False,5,,True,0,0,free,Altleubitz,4505,51.01559733603955,2019-11-20 03:11:00,ok,71,10299865,
"{""71"": 4}",True,0,13.767585754394531,False,0,7551015380,True,last,0,dresden,93063,False,frame_lock,0,,False,4,,True,0,0,free,Altleubitz,4505,51.01559733603955,2019-11-20 23:59:00,ok,71,10299865,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551003397,True,first,0,dresden,93027,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 25}",True,0,13.733623623847961,True,0,7551003397,True,start,0,dresden,93027,False,frame_lock,0,,False,25,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 19:24:00,ok,71,120,
"{""71"": 5}",True,0,13.7792158126831,False,0,7551003397,True,end,0,dresden,93027,False,frame_lock,0,,False,5,,True,0,0,,Holbeinstraße,4393,51.0474546476596,2019-11-20 19:42:00,ok,71,264600,
"{""71"": 5}",True,0,13.7792158126831,False,0,7551003397,True,last,0,dresden,93027,False,frame_lock,0,,False,5,,True,0,0,,Holbeinstraße,4393,51.0474546476596,2019-11-20 23:59:00,ok,71,264600,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551002962,True,first,0,dresden,93014,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 21}",True,0,13.733623623847961,True,0,7551002962,True,last,0,dresden,93014,False,frame_lock,0,,False,21,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 23:59:00,ok,71,120,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551002772,True,first,0,dresden,93258,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 21}",True,0,13.733623623847961,True,0,7551002772,True,last,0,dresden,93258,False,frame_lock,0,,False,21,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 23:59:00,ok,71,120,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551007291,True,first,0,dresden,93447,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 21}",True,0,13.733623623847961,True,0,7551007291,True,last,0,dresden,93447,False,frame_lock,0,,False,21,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 23:59:00,ok,71,120,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551002903,True,first,0,dresden,93441,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 16}",True,0,13.733623623847961,True,0,7551002903,True,start,0,dresden,93441,False,frame_lock,0,,False,16,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 01:05:00,ok,71,120,
"{""71"": 2}",True,0,13.744711875915527,False,0,7551002903,True,end,0,dresden,93441,False,frame_lock,0,,False,2,,True,0,0,free,Wohnheim Gret-Palucca.Straße / Lenneplatz,4486,51.038209747620975,2019-11-20 01:11:00,ok,71,10299640,
"{""71"": 4}",True,0,13.744711875915527,False,0,7551002903,True,start,0,dresden,93441,False,frame_lock,0,,False,4,,True,0,0,free,Wohnheim Gret-Palucca.Straße / Lenneplatz,4486,51.038209747620975,2019-11-20 12:41:00,ok,71,10299640,
"{""71"": 1}",False,0,13.729401111111,False,0,7551002903,True,end,0,dresden,93441,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93441,0,51.039773333333,2019-11-20 12:47:00,ok,71,25067619,
"{""71"": 21}",True,0,13.733623623847961,True,0,7551002903,True,last,0,dresden,93441,False,frame_lock,0,,False,21,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 23:59:00,ok,71,120,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551005297,True,first,0,dresden,93412,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 16}",True,0,13.733623623847961,True,0,7551005297,True,start,0,dresden,93412,False,frame_lock,0,,False,16,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 08:14:00,ok,71,120,
"{""71"": 5}",True,0,13.7008419,False,0,7551005297,True,end,0,dresden,93412,False,frame_lock,0,,False,5,,True,0,0,,Kesselsdorfer Str. / Reisewitzer Str.,4436,51.0440355,2019-11-20 08:32:00,ok,71,310790,
"{""71"": 6}",True,0,13.7008419,False,0,7551005297,True,start,0,dresden,93412,False,frame_lock,0,,False,6,,True,0,0,,Kesselsdorfer Str. / Reisewitzer Str.,4436,51.0440355,2019-11-20 12:04:00,ok,71,310790,
"{""71"": 1}",True,0,13.69296669960022,False,0,7551005297,True,end,0,dresden,93412,False,frame_lock,0,,False,1,,True,0,0,,Conertplatz,4437,51.04600108441405,2019-11-20 12:14:00,ok,71,310791,
"{""71"": 1}",True,0,13.69296669960022,False,0,7551005297,True,start,0,dresden,93412,False,frame_lock,0,,False,1,,True,0,0,,Conertplatz,4437,51.04600108441405,2019-11-20 12:40:00,ok,71,310791,
"{""71"": 1}",False,0,13.692427777778,False,0,7551005297,True,end,0,dresden,93412,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93412,0,51.04668,2019-11-20 12:53:00,ok,71,25067871,
"{""71"": 1}",True,0,13.69296669960022,False,0,7551005297,True,start,0,dresden,93412,False,frame_lock,0,,False,1,,True,0,0,,Conertplatz,4437,51.04600108441405,2019-11-20 16:01:00,ok,71,310791,
"{""71"": 1}",False,0,13.69945,False,0,7551005297,True,end,0,dresden,93412,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93412,0,51.043573333333,2019-11-20 16:07:00,ok,71,25075817,
"{""71"": 1}",False,0,13.69949,False,0,7551005297,True,start,0,dresden,93412,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93412,0,51.04368,2019-11-20 16:08:00,ok,71,25075817,
"{""71"": 3}",True,0,13.74773,False,0,7551005297,True,end,0,dresden,93412,False,frame_lock,0,,False,3,,True,0,0,free,Wundtstr. / Zellescher Weg,4458,51.02837,2019-11-20 16:25:00,ok,71,4405670,
"{""71"": 1}",True,0,13.74773,False,0,7551005297,True,start,0,dresden,93412,False,frame_lock,0,,False,1,,True,0,0,free,Wundtstr. / Zellescher Weg,4458,51.02837,2019-11-20 17:35:00,ok,71,4405670,
"{""71"": 1}",False,0,13.743088888889,False,0,7551005297,True,end,0,dresden,93412,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93412,0,51.048146666667,2019-11-20 18:06:00,ok,71,25081204,
"{""71"": 1}",False,0,13.742976666667,False,0,7551005297,True,last,0,dresden,93412,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93412,0,51.048324444444,2019-11-20 23:59:00,ok,71,25081204,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551006809,True,first,0,dresden,93400,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 18}",True,0,13.733623623847961,True,0,7551006809,True,start,0,dresden,93400,False,frame_lock,0,,False,18,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 01:03:00,ok,71,120,
"{""71"": 1}",False,0,13.726617777778,False,0,7551006809,True,end,0,dresden,93400,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93400,0,51.047413333333,2019-11-20 01:11:00,ok,71,25050559,
"{""71"": 1}",False,0,13.726395555556,False,0,7551006809,True,last,0,dresden,93400,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93400,0,51.047404444444,2019-11-20 23:59:00,ok,71,25069185,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551015381,True,first,0,dresden,93307,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 11}",True,0,13.733623623847961,True,0,7551015381,True,start,0,dresden,93307,False,frame_lock,0,,False,11,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 05:07:00,ok,71,120,
"{""71"": 6, ""undefined"": 1}",True,0,13.7229108810425,False,0,7551015381,True,end,0,dresden,93307,False,frame_lock,0,,False,7,,True,0,0,free,Nürnberger Ei,4348,51.03376708728,2019-11-20 05:15:00,ok,71,264548,
"{""71"": 4}",True,0,13.7229108810425,False,1,7551015381,True,start,0,dresden,93307,False,frame_lock,0,,False,4,,True,0,0,free,Nürnberger Ei,4348,51.03376708728,2019-11-20 16:50:00,ok,71,264548,
"{""71"": 1}",True,0,13.740307688713074,False,0,7551015381,True,end,0,dresden,93307,False,frame_lock,0,,False,1,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 16:58:00,ok,71,10299517,
"{""71"": 1}",True,0,13.740307688713074,False,0,7551015381,True,start,0,dresden,93307,False,frame_lock,0,,False,1,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 18:04:00,ok,71,10299517,
"{""71"": 1}",False,0,13.728777777778,False,0,7551015381,True,end,0,dresden,93307,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93307,0,51.046151111111,2019-11-20 18:14:00,ok,71,25081493,
"{""71"": 1}",False,0,13.728596666667,False,0,7551015381,True,last,0,dresden,93307,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93307,0,51.046013333333,2019-11-20 23:59:00,ok,71,25081493,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551004049,True,first,0,dresden,93590,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 21}",True,0,13.733623623847961,True,0,7551004049,True,last,0,dresden,93590,False,frame_lock,0,,False,21,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 23:59:00,ok,71,120,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551005266,True,start,0,dresden,93582,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 1}",True,0,13.742340803146362,False,0,7551005266,True,end,0,dresden,93582,False,frame_lock,0,,False,1,,True,0,0,free,IPRO Consult,4448,51.033649015325494,2019-11-20 00:08:00,ok,71,1168109,
"{""71"": 1}",False,0,13.742287777778,False,0,7551005266,True,start,0,dresden,93582,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93582,0,51.035,2019-11-20 10:24:00,ok,71,25060702,
"{""71"": 2}",True,0,13.756213188171387,False,0,7551005266,True,end,0,dresden,93582,False,frame_lock,0,,False,2,,True,0,0,,Stauffenbergallee,4360,51.07666125985685,2019-11-20 10:47:00,ok,71,264562,
"{""71"": 2}",True,0,13.756213188171387,False,0,7551005266,True,start,0,dresden,93582,False,frame_lock,0,,False,2,,True,0,0,,Stauffenbergallee,4360,51.07666125985685,2019-11-20 11:58:00,ok,71,264562,
"{""71"": 1}",True,0,13.740307688713074,False,0,7551005266,True,end,0,dresden,93582,False,frame_lock,0,,False,1,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 12:24:00,ok,71,10299517,
"{""71"": 1}",True,0,13.740307688713074,False,0,7551005266,True,start,0,dresden,93582,False,frame_lock,0,,False,1,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 13:42:00,ok,71,10299517,
"{""71"": 2}",True,0,13.7363862991333,False,0,7551005266,True,end,0,dresden,93582,False,frame_lock,0,,False,2,,True,0,0,free,Sächsische Landesbibliothek,4441,51.02893263812449,2019-11-20 13:51:00,ok,71,637839,
"{""71"": 2}",True,0,13.7363862991333,False,0,7551005266,True,start,0,dresden,93582,False,frame_lock,0,,False,2,,True,0,0,free,Sächsische Landesbibliothek,4441,51.02893263812449,2019-11-20 13:54:00,ok,71,637839,
"{""71"": 1}",True,0,13.740307688713074,False,0,7551005266,True,end,0,dresden,93582,False,frame_lock,0,,False,1,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 13:59:00,ok,71,10299517,
"{""71"": 1}",True,0,13.740307688713074,False,0,7551005266,True,start,0,dresden,93582,False,frame_lock,0,,False,1,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 14:42:00,ok,71,10299517,
"{""71"": 25, ""undefined"": 1}",True,0,13.733623623847961,True,0,7551005266,True,end,0,dresden,93582,False,frame_lock,0,,False,26,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 14:51:00,ok,71,120,
"{""71"": 27}",True,0,13.733623623847961,True,0,7551005266,True,start,0,dresden,93582,False,frame_lock,0,,False,27,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 18:33:00,ok,71,120,
"{""71"": 2}",True,0,13.740307688713074,False,0,7551005266,True,end,0,dresden,93582,False,frame_lock,0,,False,2,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 18:41:00,ok,71,10299517,
"{""71"": 3}",True,0,13.740307688713074,False,0,7551005266,True,last,0,dresden,93582,False,frame_lock,0,,False,3,,True,0,0,free,Reichenbachstraße / Gutzkowstraße (Wohnheim),4480,51.033547810553635,2019-11-20 23:59:00,ok,71,10299517,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551007275,True,first,0,dresden,93563,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 19}",True,0,13.733623623847961,True,0,7551007275,True,start,0,dresden,93563,False,frame_lock,0,,False,19,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:35:00,ok,71,120,
"{""71"": 1}",False,0,13.743228888889,False,0,7551007275,True,end,0,dresden,93563,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93563,0,51.04916,2019-11-20 00:44:00,ok,71,25050174,
"{""71"": 1}",False,0,13.742694444444,False,0,7551007275,True,start,0,dresden,93563,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93563,0,51.050333333333,2019-11-20 03:37:00,ok,71,25051791,
"{""71"": 4}",True,0,13.69296669960022,False,0,7551007275,True,end,0,dresden,93563,False,frame_lock,0,,False,4,,True,0,0,,Conertplatz,4437,51.04600108441405,2019-11-20 03:52:00,ok,71,310791,
"{""71"": 1}",True,0,13.69296669960022,False,0,7551007275,True,start,0,dresden,93563,False,frame_lock,0,,False,1,,True,0,0,,Conertplatz,4437,51.04600108441405,2019-11-20 11:47:00,ok,71,310791,
"{""71"": 7}",True,0,13.74773,False,0,7551007275,True,end,0,dresden,93563,False,frame_lock,0,,False,7,,True,0,0,free,Wundtstr. / Zellescher Weg,4458,51.02837,2019-11-20 12:04:00,ok,71,4405670,
"{""71"": 2}",True,0,13.74773,False,0,7551007275,True,start,0,dresden,93563,False,frame_lock,0,,False,2,,True,0,0,free,Wundtstr. / Zellescher Weg,4458,51.02837,2019-11-20 16:19:00,ok,71,4405670,
"{""71"": 3}",True,0,13.771276473999,False,0,7551007275,True,end,0,dresden,93563,False,frame_lock,0,,False,3,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-20 16:37:00,ok,71,6768,
"{""71"": 4}",True,0,13.771276473999,False,0,7551007275,True,start,0,dresden,93563,False,frame_lock,0,,False,4,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-20 19:14:00,ok,71,6768,
"{""71"": 25}",True,0,13.733623623847961,True,0,7551007275,True,end,0,dresden,93563,False,frame_lock,0,,False,25,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 19:31:00,ok,71,120,
"{""71"": 22}",True,0,13.733623623847961,True,0,7551007275,True,start,0,dresden,93563,False,frame_lock,0,,False,22,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 22:58:00,ok,71,120,
"{""71"": 5}",True,0,13.744711875915527,False,0,7551007275,True,end,0,dresden,93563,False,frame_lock,0,,False,5,,True,0,0,free,Wohnheim Gret-Palucca.Straße / Lenneplatz,4486,51.038209747620975,2019-11-20 23:03:00,ok,71,10299640,
"{""71"": 7}",True,0,13.744711875915527,False,0,7551007275,True,last,0,dresden,93563,False,frame_lock,0,,False,7,,True,0,0,free,Wohnheim Gret-Palucca.Straße / Lenneplatz,4486,51.038209747620975,2019-11-20 23:59:00,ok,71,10299640,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551005503,True,first,0,dresden,93533,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 14}",True,0,13.733623623847961,True,0,7551005503,True,start,0,dresden,93533,False,frame_lock,0,,False,14,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 02:53:00,ok,71,120,
"{""71"": 1}",False,0,13.724607777778,False,0,7551005503,True,end,0,dresden,93533,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93533,0,51.033404444444,2019-11-20 03:01:00,ok,71,25052066,
"{""71"": 4, ""undefined"": 1}",True,0,13.7229108810425,False,0,7551005503,True,start,0,dresden,93533,False,frame_lock,0,,False,5,,True,0,0,free,Nürnberger Ei,4348,51.03376708728,2019-11-20 03:02:00,ok,71,264548,
"{""71"": 5}",True,0,13.67899775505066,False,0,7551005503,True,end,0,dresden,93533,False,frame_lock,0,,False,5,,True,0,0,,Ringhotel Residenz Alt Dresden,4321,51.05977943515891,2019-11-20 03:26:00,ok,71,321013,
"{""71"": 8}",True,0,13.67899775505066,False,0,7551005503,True,last,0,dresden,93533,False,frame_lock,0,,False,8,,True,0,0,,Ringhotel Residenz Alt Dresden,4321,51.05977943515891,2019-11-20 23:59:00,ok,71,321013,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551006885,True,first,0,dresden,93697,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 21}",True,0,13.733623623847961,True,0,7551006885,True,last,0,dresden,93697,False,frame_lock,0,,False,21,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 23:59:00,ok,71,120,
"{""71"": 20}",True,0,13.733623623847961,True,0,7551007293,True,first,0,dresden,93663,False,frame_lock,0,,False,20,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 00:00:00,ok,71,120,
"{""71"": 16}",True,0,13.733623623847961,True,0,7551007293,True,start,0,dresden,93663,False,frame_lock,0,,False,16,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 07:50:00,ok,71,120,
"{""71"": 1}",False,0,13.77214,False,0,7551007293,True,end,0,dresden,93663,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93663,0,51.046457777778,2019-11-20 08:08:00,ok,71,25057447,
"{""71"": 1}",True,0,13.771276473999,False,0,7551007293,True,start,0,dresden,93663,False,frame_lock,0,,False,1,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-20 09:35:00,ok,71,6768,
"{""71"": 4}",True,0,13.771276473999,False,0,7551007293,True,end,0,dresden,93663,False,frame_lock,0,,False,4,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-20 14:36:00,ok,71,6768,
"{""71"": 3}",True,0,13.771276473999,False,0,7551007293,True,start,0,dresden,93663,False,frame_lock,0,,False,3,,True,0,0,,Fetscherplatz,4325,51.0466418719772,2019-11-20 16:05:00,ok,71,6768,
"{""71"": 1}",False,0,13.734,False,0,7551007293,True,end,0,dresden,93663,True,frame_lock,0,,False,1,,True,0,12,,BIKE 93663,0,51.039688888889,2019-11-20 16:20:00,ok,71,25076501,
"{""71"": 21}",True,0,13.733623623847961,True,0,7551007293,True,last,0,dresden,93663,False,frame_lock,0,,False,21,,True,0,0,,Hauptbahnhof,4313,51.040476453474334,2019-11-20 23:59:00,ok,71,120,
