b_number,b_boardcomputer,p_booked_bikes,b_pedelec_battery,p_special_racks,p_bike_racks,p_uid,p_place_type,trip,b_battery_pack,p_bike_types,b_lock_types,p_name,p_bikes,p_bike,p_maintenance,b_state,p_address,p_lng,p_free_racks,b_bike_type,p_rack_locks,p_spot,b_active,datetime,p_number,p_terminal_type,p_free_special_racks,p_lat,city,b_electric_lock
93351,7551006847,0,,0,0,40,0,first,,"{""71"": 3}",frame_lock,NH-Hotel / Hansa Str. 43,3,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-01 00:00:00,4306,,0,51.0741334233362,dresden,True
93351,7551006847,0,,0,0,40,0,start,,"{""71"": 1}",frame_lock,NH-Hotel / Hansa Str. 43,1,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-01 11:30:00,4306,,0,51.0741334233362,dresden,True
93351,7551006847,0,,0,0,10299848,0,end,,"{""71"": 6}",frame_lock,Alexander-Puschkin-Platz,6,False,False,ok,,13.72983,0,71,False,True,True,2019-11-01 11:35:00,4504,free,0,51.07035,dresden,True
93351,7551006847,0,,0,0,10299848,0,start,,"{""71"": 5}",frame_lock,Alexander-Puschkin-Platz,5,False,False,ok,,13.72983,0,71,False,True,True,2019-11-01 13:11:00,4504,free,0,51.07035,dresden,True
93351,7551006847,0,,0,0,264575,0,end,,"{""71"": 2}",frame_lock,Friedensstraße/Conradstr.,2,False,False,ok,,13.741257190704346,0,71,False,True,True,2019-11-01 13:23:00,4373,,0,51.07174027751911,dresden,True
93351,7551006847,0,,0,0,264575,0,start,,"{""15"": 1, ""71"": 1}",frame_lock,Friedensstraße/Conradstr.,2,False,False,ok,,13.741257190704346,0,71,False,True,True,2019-11-01 22:31:00,4373,,0,51.07174027751911,dresden,True
93351,7551006847,0,,0,0,176054,0,end,,"{""71"": 1}",frame_lock,Bischofsweg / Kamenzer Str.,1,False,False,ok,,13.758975863456726,0,71,False,True,True,2019-11-01 22:40:00,4312,,0,51.068905419326775,dresden,True
93351,7551006847,0,,0,0,176054,0,last,,"{""71"": 1}",frame_lock,Bischofsweg / Kamenzer Str.,1,False,False,ok,,13.758975863456726,0,71,False,True,True,2019-11-01 23:59:00,4312,,0,51.068905419326775,dresden,True
93540,7551002537,0,,0,0,40,0,first,,"{""71"": 3}",frame_lock,NH-Hotel / Hansa Str. 43,3,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-01 00:00:00,4306,,0,51.0741334233362,dresden,True
93540,7551002537,0,,0,0,40,0,start,,"{""71"": 2}",frame_lock,NH-Hotel / Hansa Str. 43,2,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-01 11:16:00,4306,,0,51.0741334233362,dresden,True
93540,7551002537,0,,0,0,264575,0,end,,"{""71"": 1}",frame_lock,Friedensstraße/Conradstr.,1,False,False,ok,,13.741257190704346,0,71,False,True,True,2019-11-01 12:04:00,4373,,0,51.07174027751911,dresden,True
93540,7551002537,0,,0,0,264575,0,start,,"{""71"": 3}",frame_lock,Friedensstraße/Conradstr.,3,False,False,ok,,13.741257190704346,0,71,False,True,True,2019-11-01 15:54:00,4373,,0,51.07174027751911,dresden,True
93540,7551002537,0,,0,0,264582,0,end,,"{""71"": 2}",frame_lock,Budapester Straße,2,False,False,ok,,13.719418644905089,0,71,False,True,True,2019-11-01 16:17:00,4379,,0,51.04038538260956,dresden,True
93540,7551002537,0,,0,0,264582,0,start,,"{""71"": 1}",frame_lock,Budapester Straße,1,False,False,ok,,13.719418644905089,0,71,False,True,True,2019-11-01 18:44:00,4379,,0,51.04038538260956,dresden,True
93540,7551002537,0,,0,0,264546,0,end,,"{""71"": 2}",frame_lock,Strehlener Platz/Ackermannstr. 1A,2,False,False,ok,,13.74890685081482,0,71,False,True,True,2019-11-01 19:08:00,4346,,0,51.03265382546972,dresden,True
93540,7551002537,0,,0,0,264546,0,start,,"{""71"": 2}",frame_lock,Strehlener Platz/Ackermannstr. 1A,2,False,False,ok,,13.74890685081482,0,71,False,True,True,2019-11-01 20:29:00,4346,,0,51.03265382546972,dresden,True
93540,7551002537,0,,0,0,4813110,0,end,,"{""71"": 2}",frame_lock,Hochschulstr./Reichenbachstraße,2,False,False,ok,,13.732990622520447,0,71,False,True,True,2019-11-01 20:36:00,4466,free,0,51.03389865281783,dresden,True
93540,7551002537,0,,0,0,4813110,0,start,,"{""71"": 2}",frame_lock,Hochschulstr./Reichenbachstraße,2,False,False,ok,,13.732990622520447,0,71,False,True,True,2019-11-01 21:51:00,4466,free,0,51.03389865281783,dresden,True
93540,7551002537,0,,0,0,24351678,12,end,,"{""71"": 1}",frame_lock,BIKE 93540,1,True,False,ok,,13.737303333333,0,71,False,False,True,2019-11-01 21:56:00,0,,0,51.042568888889,dresden,True
93540,7551002537,0,,0,0,19892,0,last,,"{""71"": 7}",frame_lock,Prager Str. / Mc Donalds,7,False,False,ok,,13.7352356314659,0,71,False,True,True,2019-11-01 23:59:00,4418,,0,51.0428121913295,dresden,True
93607,7551003875,0,,0,0,40,0,first,,"{""71"": 3}",frame_lock,NH-Hotel / Hansa Str. 43,3,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-01 00:00:00,4306,,0,51.0741334233362,dresden,True
93607,7551003875,0,,0,0,40,0,start,,"{""71"": 3}",frame_lock,NH-Hotel / Hansa Str. 43,3,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-01 01:56:00,4306,,0,51.0741334233362,dresden,True
93607,7551003875,0,,0,6,265881,0,end,,"{""71"": 1}",frame_lock,DVB Trachenberger Straße,1,False,False,ok,,13.730077743530273,5,71,False,True,True,2019-11-01 02:05:00,4305,stele,0,51.08737775269143,dresden,True
93607,7551003875,0,,0,6,265881,0,start,,"{""71"": 1}",frame_lock,DVB Trachenberger Straße,1,False,False,ok,,13.730077743530273,5,71,False,True,True,2019-11-01 07:49:00,4305,stele,0,51.08737775269143,dresden,True
93607,7551003875,0,,0,0,24331353,12,end,,"{""71"": 1}",frame_lock,BIKE 93607,1,True,False,ok,,13.72891,0,71,False,False,True,2019-11-01 07:54:00,0,,0,51.083333333333,dresden,True
93607,7551003875,0,,0,0,24331353,12,start,,"{""71"": 1}",frame_lock,BIKE 93607,1,True,False,ok,,13.729127777778,0,71,False,False,True,2019-11-01 08:01:00,0,,0,51.083124444444,dresden,True
93607,7551003875,0,,0,0,24331508,12,end,,"{""71"": 1}",frame_lock,BIKE 93607,1,True,False,ok,,13.728055555556,0,71,False,False,True,2019-11-01 08:03:00,0,,0,51.082697777778,dresden,True
93607,7551003875,0,,0,0,24331508,12,start,,"{""71"": 1}",frame_lock,BIKE 93607,1,True,False,ok,,13.728048888889,0,71,False,False,True,2019-11-01 08:07:00,0,,0,51.082697777778,dresden,True
93607,7551003875,0,,0,6,265881,0,end,,"{""71"": 1}",frame_lock,DVB Trachenberger Straße,1,False,False,ok,,13.730077743530273,5,71,False,True,True,2019-11-01 08:12:00,4305,stele,0,51.08737775269143,dresden,True
