b_number,b_boardcomputer,p_booked_bikes,b_pedelec_battery,p_special_racks,p_bike_racks,p_uid,p_place_type,trip,b_battery_pack,p_bike_types,b_lock_types,p_name,p_bikes,p_bike,p_maintenance,b_state,p_address,p_lng,p_free_racks,b_bike_type,p_rack_locks,p_spot,b_active,datetime,p_number,p_terminal_type,p_free_special_racks,p_lat,city,b_electric_lock
93496,7551005184,0,,0,0,120,0,first,,"{""71"": 3}",frame_lock,Hauptbahnhof,3,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-08 00:00:00,4313,,0,51.040476453474334,dresden,True
93496,7551005184,0,,0,0,120,0,start,,"{""71"": 3}",frame_lock,Hauptbahnhof,3,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-08 00:05:00,4313,,0,51.040476453474334,dresden,True
93496,7551005184,0,,0,0,4405747,0,end,,"{""71"": 1}",frame_lock,Lukasstr. / Hochschulstr.,1,False,False,ok,,13.7325,0,71,False,True,True,2019-11-08 00:13:00,4463,free,0,51.03252,dresden,True
93496,7551005184,1,,0,0,4405747,0,start,,"{""71"": 1}",frame_lock,Lukasstr. / Hochschulstr.,1,False,False,ok,,13.7325,0,71,False,True,True,2019-11-08 02:27:00,4463,free,0,51.03252,dresden,True
93496,7551005184,0,,0,0,4783682,0,end,,"{""71"": 3}",frame_lock,Weberplatz,3,False,False,ok,,13.74926,0,71,False,True,True,2019-11-08 02:33:00,4457,traffic_sign,0,51.03022,dresden,True
93496,7551005184,0,,0,0,4783682,0,start,,"{""71"": 3}",frame_lock,Weberplatz,3,False,False,ok,,13.74926,0,71,False,True,True,2019-11-08 07:55:00,4457,traffic_sign,0,51.03022,dresden,True
93496,7551005184,0,,0,0,24601476,12,end,,"{""71"": 1}",frame_lock,BIKE 93496,1,True,False,ok,,13.735102222222,0,71,False,False,True,2019-11-08 08:08:00,0,,0,51.050608888889,dresden,True
93496,7551005184,0,,0,0,24601476,12,start,,"{""71"": 1}",frame_lock,BIKE 93496,1,True,False,ok,,13.73558,0,71,False,False,True,2019-11-08 09:31:00,0,,0,51.050706666667,dresden,True
93496,7551005184,0,,0,0,264588,0,end,,"{""71"": 1}",frame_lock,Teplitzer Str. / Reichenbachstr.,1,False,False,ok,,13.75082194805145,0,71,False,True,True,2019-11-08 09:46:00,4384,,0,51.03090291415399,dresden,True
93496,7551005184,0,,0,0,264588,0,start,,"{""71"": 1}",frame_lock,Teplitzer Str. / Reichenbachstr.,1,False,False,ok,,13.75082194805145,0,71,False,True,True,2019-11-08 10:14:00,4384,,0,51.03090291415399,dresden,True
93496,7551005184,0,,0,0,264588,0,end,,"{""71"": 1}",frame_lock,Teplitzer Str. / Reichenbachstr.,1,False,False,ok,,13.75082194805145,0,71,False,True,True,2019-11-08 10:16:00,4384,,0,51.03090291415399,dresden,True
