p_uid,datetime,b_lock_types,p_place_type,city,p_name,b_active,p_terminal_type,b_battery_pack,trip,b_electric_lock,p_booked_bikes,b_state,p_rack_locks,p_lat,p_address,p_spot,p_bike,p_lng,p_free_racks,b_number,p_free_special_racks,b_bike_type,p_special_racks,p_bike_types,b_pedelec_battery,p_bikes,p_maintenance,b_boardcomputer,p_bike_racks,p_number
310789,2019-07-19 00:00:00,frame_lock,0,dresden,Haltepunkt Plauen,True,,,first,True,0,ok,False,51.030086474318246,,True,False,13.703261017799377,0,93318,0,71,0,"{""71"": 5}",,5,False,7551002313,0,4435
310789,2019-07-19 09:49:00,frame_lock,0,dresden,Haltepunkt Plauen,True,,,start,True,0,ok,False,51.030086474318246,,True,False,13.703261017799377,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4435
4405696,2019-07-19 09:58:00,frame_lock,0,dresden,Toeplerbau / Binderbau,True,traffic_sign,,end,True,0,ok,False,51.02727,,True,False,13.72573,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4459
4405696,2019-07-19 10:58:00,frame_lock,0,dresden,Toeplerbau / Binderbau,True,traffic_sign,,start,True,0,ok,False,51.02727,,True,False,13.72573,0,93318,0,71,0,"{""71"": 4}",,4,False,7551002313,0,4459
19259905,2019-07-19 11:19:00,frame_lock,12,dresden,BIKE 93318,True,,,end,True,0,ok,False,51.037311111111,,False,True,13.716561111111,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
264549,2019-07-19 12:57:00,frame_lock,0,dresden,Nossener Brücke,True,,,start,True,0,ok,False,51.03712695166928,,True,False,13.71569037437439,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4349
19265347,2019-07-19 13:15:00,frame_lock,12,dresden,BIKE 93318,True,,,end,True,0,ok,False,51.015546666667,,False,True,13.768358888889,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
10299865,2019-07-19 23:59:00,frame_lock,0,dresden,Altleubitz,True,free,,last,True,0,ok,False,51.01559733603955,,True,False,13.767585754394531,0,93318,0,71,0,"{""71"": 5}",,5,False,7551002313,0,4505
310792,2019-07-19 00:00:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,first,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
310792,2019-07-19 09:14:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,start,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 3}",,3,False,7551004036,0,4438
19255582,2019-07-19 09:24:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.04108,,False,True,13.732016666667,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
120,2019-07-19 09:58:00,frame_lock,0,dresden,Hauptbahnhof,True,,,start,True,0,ok,False,51.040476453474334,,True,False,13.733623623847961,0,93579,0,71,0,"{""71"": 5}",,5,True,7551004036,0,4313
19257028,2019-07-19 10:07:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.032835555556,,False,True,13.741808888889,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
1168109,2019-07-19 10:48:00,frame_lock,0,dresden,IPRO Consult,True,free,,start,True,0,ok,False,51.033649015325494,,True,False,13.742340803146362,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4448
120,2019-07-19 10:57:00,frame_lock,0,dresden,Hauptbahnhof,True,,,end,True,0,ok,False,51.040476453474334,,True,False,13.733623623847961,0,93579,0,71,0,"{""71"": 5}",,5,True,7551004036,0,4313
120,2019-07-19 11:30:00,frame_lock,0,dresden,Hauptbahnhof,True,,,start,True,0,ok,False,51.040476453474334,,True,False,13.733623623847961,0,93579,0,71,0,"{""71"": 5}",,5,True,7551004036,0,4313
120,2019-07-19 12:19:00,frame_lock,0,dresden,Hauptbahnhof,True,,,end,True,0,ok,False,51.040476453474334,,True,False,13.733623623847961,0,93579,0,71,0,"{""71"": 5}",,5,True,7551004036,0,4313
120,2019-07-19 12:50:00,frame_lock,0,dresden,Hauptbahnhof,True,,,start,True,0,ok,False,51.040476453474334,,True,False,13.733623623847961,0,93579,0,71,0,"{""71"": 5}",,5,True,7551004036,0,4313
19279847,2019-07-19 17:40:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.067426666667,,False,True,13.749686666667,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
10299537,2019-07-19 00:00:00,frame_lock,0,dresden,Cottaer Straße (Haltestelle),True,free,,first,True,0,ok,False,51.050166045123035,,True,False,13.712477087974548,0,93305,0,71,0,"{""71"": 4}",,4,False,7551005248,0,4481
10299537,2019-07-19 02:11:00,frame_lock,0,dresden,Cottaer Straße (Haltestelle),True,free,,start,True,0,ok,False,51.050166045123035,,True,False,13.712477087974548,0,93305,0,71,0,"{""71"": 2}",,2,False,7551005248,0,4481
10299537,2019-07-19 02:14:00,frame_lock,0,dresden,Cottaer Straße (Haltestelle),True,free,,end,True,0,ok,False,51.050166045123035,,True,False,13.712477087974548,0,93305,0,71,0,"{""71"": 1}",,1,False,7551005248,0,4481
10299537,2019-07-19 03:51:00,frame_lock,0,dresden,Cottaer Straße (Haltestelle),True,free,,start,True,0,ok,False,51.050166045123035,,True,False,13.712477087974548,0,93305,0,71,0,"{""71"": 1}",,1,False,7551005248,0,4481
338637,2019-07-19 03:58:00,frame_lock,0,dresden,Bhf. Mitte - Weißeritzstraße,True,,,end,True,0,ok,False,51.05570637992387,,True,False,13.722803592681885,0,93305,0,71,0,"{""71"": 2}",,2,False,7551005248,0,4300
338637,2019-07-19 05:36:00,frame_lock,0,dresden,Bhf. Mitte - Weißeritzstraße,True,,,start,True,0,ok,False,51.05570637992387,,True,False,13.722803592681885,0,93305,0,71,0,"{""71"": 1}",,1,False,7551005248,0,4300
264601,2019-07-19 05:52:00,frame_lock,0,dresden,Pfotenhauer Straße,True,,,end,True,0,ok,False,51.05858587827212,,True,False,13.777585029602049,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4394
264601,2019-07-19 07:29:00,frame_lock,0,dresden,Pfotenhauer Straße,True,,,start,True,0,ok,False,51.05858587827212,,True,False,13.777585029602049,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4394
264601,2019-07-19 08:44:00,frame_lock,0,dresden,Pfotenhauer Straße,True,,,end,True,0,ok,False,51.05858587827212,,True,False,13.777585029602049,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4394
264601,2019-07-19 09:45:00,frame_lock,0,dresden,Pfotenhauer Straße,True,,,start,True,0,ok,False,51.05858587827212,,True,False,13.777585029602049,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4394
4405670,2019-07-19 10:11:00,frame_lock,0,dresden,Wundtstr. / Zellescher Weg,True,free,,end,True,0,ok,False,51.02837,,True,False,13.74773,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4458
4405670,2019-07-19 10:32:00,frame_lock,0,dresden,Wundtstr. / Zellescher Weg,True,free,,start,True,0,ok,False,51.02837,,True,False,13.74773,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4458
4405747,2019-07-19 10:41:00,frame_lock,0,dresden,Lukasstr. / Hochschulstr.,True,free,,end,True,0,ok,False,51.03252,,True,False,13.7325,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4463
4405747,2019-07-19 10:45:00,frame_lock,0,dresden,Lukasstr. / Hochschulstr.,True,free,,start,True,0,ok,False,51.03252,,True,False,13.7325,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4463
637839,2019-07-19 14:20:00,frame_lock,0,dresden,Sächsische Landesbibliothek,True,free,,end,True,0,ok,False,51.02893263812449,,True,False,13.7363862991333,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4441
637839,2019-07-19 14:35:00,frame_lock,0,dresden,Sächsische Landesbibliothek,True,free,,start,True,0,ok,False,51.02893263812449,,True,False,13.7363862991333,0,93305,0,71,0,"{""71"": 1}",,1,False,7551005248,0,4441
21692,2019-07-19 14:53:00,frame_lock,7,dresden,Großer Garten / Winterbergstraße,True,,,end,True,0,ok,False,51.03289334769294,,True,False,13.774495124816895,0,93305,0,71,0,"{""71"": 3}",,3,False,7551005248,0,4317
21692,2019-07-19 21:18:00,frame_lock,7,dresden,Großer Garten / Winterbergstraße,True,,,start,True,0,ok,False,51.03289334769294,,True,False,13.774495124816895,0,93305,0,71,0,"{""71"": 3}",,3,False,7551005248,0,4317
19291128,2019-07-19 21:51:00,frame_lock,12,dresden,BIKE 93305,True,,,end,True,0,ok,False,51.058471111111,,False,True,13.736857777778,0,93305,0,71,0,"{""71"": 1}",,1,False,7551005248,0,0
19291128,2019-07-19 22:18:00,frame_lock,12,dresden,BIKE 93305,True,,,start,True,0,ok,False,51.058431111111,,False,True,13.736868888889,0,93305,0,71,0,"{""71"": 1}",,1,False,7551005248,0,0
264538,2019-07-19 22:39:00,frame_lock,0,dresden,St.-Benno-Gymnasium,True,,,end,True,0,ok,False,51.0499333567911,,True,False,13.7570554018021,0,93305,0,71,0,"{""71"": 4}",,4,False,7551005248,0,4340
264538,2019-07-19 23:59:00,frame_lock,0,dresden,St.-Benno-Gymnasium,True,,,last,True,0,ok,False,51.0499333567911,,True,False,13.7570554018021,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4340
264600,2019-07-19 00:00:00,frame_lock,0,dresden,Holbeinstraße,True,,,first,True,0,ok,False,51.0474546476596,,True,False,13.7792158126831,0,93666,0,71,0,"{""71"": 4}",,4,False,7551003763,0,4393
264600,2019-07-19 05:56:00,frame_lock,0,dresden,Holbeinstraße,True,,,start,True,0,ok,False,51.0474546476596,,True,False,13.7792158126831,0,93666,0,71,0,"{""71"": 4}",,4,False,7551003763,0,4393
12936,2019-07-19 06:15:00,frame_lock,0,dresden,Großer Garten / Lennéstraße,True,,,end,True,0,ok,False,51.0426283721862,,True,False,13.7510794401169,0,93666,0,71,0,"{""71"": 2}",,2,False,7551003763,0,4314
12936,2019-07-19 16:09:00,frame_lock,0,dresden,Großer Garten / Lennéstraße,True,,,start,True,0,ok,False,51.0426283721862,,True,False,13.7510794401169,0,93666,0,71,0,"{""71"": 3, ""15"": 1}",,4,False,7551003763,0,4314
10299434,2019-07-19 16:14:00,frame_lock,0,dresden,Stadtteilzentrum Straßburger Platz,True,free,,end,True,0,ok,False,51.04649,,True,False,13.75599,0,93666,0,71,0,"{""71"": 3}",,3,False,7551003763,0,4468
10299434,2019-07-19 17:58:00,frame_lock,0,dresden,Stadtteilzentrum Straßburger Platz,True,free,,start,True,0,ok,False,51.04649,,True,False,13.75599,0,93666,0,71,0,"{""71"": 5}",,5,False,7551003763,0,4468
19281575,2019-07-19 18:10:00,frame_lock,12,dresden,BIKE 93666,True,,,end,True,0,ok,False,51.061244444444,,False,True,13.766133333333,0,93666,0,71,0,"{""71"": 1}",,1,False,7551003763,0,0
