p_uid,datetime,b_lock_types,p_place_type,city,p_name,b_active,p_terminal_type,b_battery_pack,trip,b_electric_lock,p_booked_bikes,b_state,p_rack_locks,p_lat,p_address,p_spot,p_bike,p_lng,p_free_racks,b_number,p_free_special_racks,b_bike_type,p_special_racks,p_bike_types,b_pedelec_battery,p_bikes,p_maintenance,b_boardcomputer,p_bike_racks,p_number
19684837,2019-07-28 00:00:00,frame_lock,12,dresden,BIKE 93579,True,,,first,True,0,ok,False,51.071817777778,,False,True,13.74765,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
19684837,2019-07-28 00:32:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,51.071857777778,,False,True,13.747546666667,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
19692382,2019-07-28 06:52:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.056008888889,,False,True,13.724471111111,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
19692382,2019-07-28 07:34:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,51.05604,,False,True,13.724417777778,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
637839,2019-07-28 07:56:00,frame_lock,0,dresden,Sächsische Landesbibliothek,True,free,,end,True,0,ok,False,51.02893263812449,,True,False,13.7363862991333,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4441
637839,2019-07-28 08:04:00,frame_lock,0,dresden,Sächsische Landesbibliothek,True,free,,start,True,0,ok,False,51.02893263812449,,True,False,13.7363862991333,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4441
14262,2019-07-28 15:14:00,frame_lock,0,dresden,Königsbrücker Platz,True,,,end,True,0,ok,False,51.0749827918118,,True,False,13.7495076656342,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4308
14262,2019-07-28 15:17:00,frame_lock,0,dresden,Königsbrücker Platz,True,,,start,True,0,ok,False,51.0749827918118,,True,False,13.7495076656342,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4308
120,2019-07-28 15:38:00,frame_lock,0,dresden,Hauptbahnhof,True,,,start,True,0,ok,False,51.040476453474334,,True,False,13.733623623847961,0,93579,0,71,0,"{""71"": 3}",,3,True,7551004036,0,4313
19709887,2019-07-28 15:49:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.033813333333,,False,True,13.748413333333,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
19709887,2019-07-28 16:26:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,51.033848888889,,False,True,13.748341111111,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
310790,2019-07-28 16:43:00,frame_lock,0,dresden,Kesselsdorfer Str. / Reisewitzer Str.,True,,,end,True,0,ok,False,51.0440355,,True,False,13.7008419,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4436
310790,2019-07-28 17:49:00,frame_lock,0,dresden,Kesselsdorfer Str. / Reisewitzer Str.,True,,,start,True,0,ok,False,51.0440355,,True,False,13.7008419,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4436
10299584,2019-07-28 17:54:00,frame_lock,0,dresden,Malterstraße (Haltestelle),True,free,,end,True,0,ok,False,51.04257,,True,False,13.69113,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4483
10299584,2019-07-28 18:40:00,frame_lock,0,dresden,Malterstraße (Haltestelle),True,free,,start,True,0,ok,False,51.04257,,True,False,13.69113,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4483
19717862,2019-07-28 18:45:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.04536,,False,True,13.697174444444,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
19717862,2019-07-28 20:15:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,51.045217777778,,False,True,13.697306666667,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
19721681,2019-07-28 20:27:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.045044444444,,False,True,13.73298,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
19721681,2019-07-28 23:59:00,frame_lock,12,dresden,BIKE 93579,True,,,last,True,0,ok,False,51.045035555556,,False,True,13.733005555556,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
264566,2019-07-28 00:00:00,frame_lock,0,dresden,DVB Endpunkt Laubegast,True,stele,,first,True,0,ok,False,51.02277835995663,,True,False,13.838900327682495,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4365
264566,2019-07-28 01:22:00,frame_lock,0,dresden,DVB Endpunkt Laubegast,True,stele,,start,True,0,ok,False,51.02277835995663,,True,False,13.838900327682495,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4365
264566,2019-07-28 01:29:00,frame_lock,0,dresden,DVB Endpunkt Laubegast,True,stele,,end,True,0,ok,False,51.02277835995663,,True,False,13.838900327682495,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4365
264566,2019-07-28 12:19:00,frame_lock,0,dresden,DVB Endpunkt Laubegast,True,stele,,start,True,0,ok,False,51.02277835995663,,True,False,13.838900327682495,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4365
264566,2019-07-28 12:21:00,frame_lock,0,dresden,DVB Endpunkt Laubegast,True,stele,,end,True,0,ok,False,51.02277835995663,,True,False,13.838900327682495,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4365
264566,2019-07-28 23:59:00,frame_lock,0,dresden,DVB Endpunkt Laubegast,True,stele,,last,True,0,ok,False,51.02277835995663,,True,False,13.838900327682495,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4365
264594,2019-07-28 00:00:00,frame_lock,0,dresden,Bönischplatz / Konsum,True,,,first,True,0,ok,False,51.056262737238356,,True,False,13.765482902526855,0,93666,0,71,0,"{""71"": 5}",,5,False,7551003763,0,4388
264594,2019-07-28 01:22:00,frame_lock,0,dresden,Bönischplatz / Konsum,True,,,start,True,0,ok,False,51.056262737238356,,True,False,13.765482902526855,0,93666,0,71,0,"{""71"": 5}",,5,False,7551003763,0,4388
264594,2019-07-28 01:29:00,frame_lock,0,dresden,Bönischplatz / Konsum,True,,,end,True,0,ok,False,51.056262737238356,,True,False,13.765482902526855,0,93666,0,71,0,"{""71"": 5}",,5,False,7551003763,0,4388
264594,2019-07-28 09:53:00,frame_lock,0,dresden,Bönischplatz / Konsum,True,,,start,True,0,ok,False,51.056262737238356,,True,False,13.765482902526855,0,93666,0,71,0,"{""71"": 5}",,5,False,7551003763,0,4388
19707269,2019-07-28 14:43:00,frame_lock,12,dresden,BIKE 93666,True,,,end,True,0,ok,False,51.055777777778,,False,True,13.766387777778,0,93666,0,71,0,"{""71"": 1}",,1,False,7551003763,0,0
264594,2019-07-28 22:07:00,frame_lock,0,dresden,Bönischplatz / Konsum,True,,,start,True,0,ok,False,51.056262737238356,,True,False,13.765482902526855,0,93666,0,71,0,"{""71"": 5}",,5,False,7551003763,0,4388
264546,2019-07-28 22:20:00,frame_lock,0,dresden,Strehlener Platz/Ackermannstr. 1A,True,,,end,True,0,ok,False,51.03265382546972,,True,False,13.74890685081482,0,93666,0,71,0,"{""71"": 1}",,1,False,7551003763,0,4346
264546,2019-07-28 23:59:00,frame_lock,0,dresden,Strehlener Platz/Ackermannstr. 1A,True,,,last,True,0,ok,False,51.03265382546972,,True,False,13.74890685081482,0,93666,0,71,0,"{""71"": 1}",,1,False,7551003763,0,4346
5307285,2019-07-28 00:00:00,frame_lock,0,dresden,Messe Dresden,True,free,,first,True,0,ok,False,51.06886833917499,,True,False,13.716339468955992,0,93091,0,71,0,"{""71"": 3}",,3,False,7551006636,0,4467
5307285,2019-07-28 01:22:00,frame_lock,0,dresden,Messe Dresden,True,free,,start,True,0,ok,False,51.06886833917499,,True,False,13.716339468955992,0,93091,0,71,0,"{""71"": 3}",,3,False,7551006636,0,4467
5307285,2019-07-28 01:29:00,frame_lock,0,dresden,Messe Dresden,True,free,,end,True,0,ok,False,51.06886833917499,,True,False,13.716339468955992,0,93091,0,71,0,"{""71"": 3}",,3,False,7551006636,0,4467
5307285,2019-07-28 12:19:00,frame_lock,0,dresden,Messe Dresden,True,free,,start,True,0,ok,False,51.06886833917499,,True,False,13.716339468955992,0,93091,0,71,0,"{""71"": 5}",,5,False,7551006636,0,4467
5307285,2019-07-28 12:21:00,frame_lock,0,dresden,Messe Dresden,True,free,,end,True,0,ok,False,51.06886833917499,,True,False,13.716339468955992,0,93091,0,71,0,"{""71"": 5}",,5,False,7551006636,0,4467
5307285,2019-07-28 23:59:00,frame_lock,0,dresden,Messe Dresden,True,free,,last,True,0,ok,False,51.06886833917499,,True,False,13.716339468955992,0,93091,0,71,0,"{""71"": 4}",,4,False,7551006636,0,4467
45444,2019-07-28 00:00:00,frame_lock,0,dresden,Panometer,True,,,first,True,0,ok,False,51.0257408831288,,True,False,13.7893384695053,0,93384,0,71,0,"{""71"": 5}",,5,False,7551003220,0,4310
45444,2019-07-28 01:22:00,frame_lock,0,dresden,Panometer,True,,,start,True,0,ok,False,51.0257408831288,,True,False,13.7893384695053,0,93384,0,71,0,"{""71"": 5}",,5,False,7551003220,0,4310
45444,2019-07-28 01:29:00,frame_lock,0,dresden,Panometer,True,,,end,True,0,ok,False,51.0257408831288,,True,False,13.7893384695053,0,93384,0,71,0,"{""71"": 5}",,5,False,7551003220,0,4310
45444,2019-07-28 12:19:00,frame_lock,0,dresden,Panometer,True,,,start,True,0,ok,False,51.0257408831288,,True,False,13.7893384695053,0,93384,0,71,0,"{""71"": 5}",,5,False,7551003220,0,4310
45444,2019-07-28 12:21:00,frame_lock,0,dresden,Panometer,True,,,end,True,0,ok,False,51.0257408831288,,True,False,13.7893384695053,0,93384,0,71,0,"{""71"": 5}",,5,False,7551003220,0,4310
45444,2019-07-28 23:59:00,frame_lock,0,dresden,Panometer,True,,,last,True,0,ok,False,51.0257408831288,,True,False,13.7893384695053,0,93384,0,71,0,"{""71"": 5}",,5,False,7551003220,0,4310
4783682,2019-07-28 00:00:00,frame_lock,0,dresden,Weberplatz,True,traffic_sign,,first,True,0,ok,False,51.03022,,True,False,13.74926,0,93914,0,71,0,"{""71"": 3}",,3,False,7551012941,0,4457
4783682,2019-07-28 01:22:00,frame_lock,0,dresden,Weberplatz,True,traffic_sign,,start,True,0,ok,False,51.03022,,True,False,13.74926,0,93914,0,71,0,"{""71"": 3}",,3,False,7551012941,0,4457
4783682,2019-07-28 01:29:00,frame_lock,0,dresden,Weberplatz,True,traffic_sign,,end,True,0,ok,False,51.03022,,True,False,13.74926,0,93914,0,71,0,"{""71"": 3}",,3,False,7551012941,0,4457
4783682,2019-07-28 07:20:00,frame_lock,0,dresden,Weberplatz,True,traffic_sign,,start,True,0,ok,False,51.03022,,True,False,13.74926,0,93914,0,71,0,"{""71"": 4}",,4,False,7551012941,0,4457
19693311,2019-07-28 07:48:00,frame_lock,12,dresden,BIKE 93914,True,,,end,True,0,ok,False,51.037662222222,,False,True,13.693223333333,0,93914,0,71,0,"{""71"": 1}",,1,False,7551012941,0,0
19693311,2019-07-28 10:03:00,frame_lock,12,dresden,BIKE 93914,True,,,start,True,0,ok,False,51.037675555556,,False,True,13.693593333333,0,93914,0,71,0,"{""71"": 1}",,1,False,7551012941,0,0
19696599,2019-07-28 10:05:00,frame_lock,12,dresden,BIKE 93914,True,,,end,True,0,ok,False,51.037697777778,,False,True,13.69363,0,93914,0,71,0,"{""71"": 1}",,1,False,7551012941,0,0
19696599,2019-07-28 10:23:00,frame_lock,12,dresden,BIKE 93914,True,,,start,True,0,ok,False,51.037755555556,,False,True,13.693625555556,0,93914,0,71,0,"{""71"": 1}",,1,False,7551012941,0,0
310791,2019-07-28 13:19:00,frame_lock,0,dresden,Conertplatz,True,,,end,True,0,ok,False,51.04600108441405,,True,False,13.69296669960022,0,93914,0,71,0,"{""71"": 1}",,1,False,7551012941,0,4437
310791,2019-07-28 16:41:00,frame_lock,0,dresden,Conertplatz,True,,,start,True,0,ok,False,51.04600108441405,,True,False,13.69296669960022,0,93914,0,71,0,"{""71"": 3}",,3,False,7551012941,0,4437
19713243,2019-07-28 17:03:00,frame_lock,12,dresden,BIKE 93914,True,,,end,True,0,ok,False,51.060568888889,,False,True,13.740094444444,0,93914,0,71,0,"{""71"": 1}",,1,False,7551012941,0,0
38955,2019-07-28 23:59:00,frame_lock,0,dresden,Palaisplatz,True,,,last,True,0,ok,False,51.060231225500615,,True,False,13.739293813705444,0,93914,0,71,0,"{""71"": 2, ""15"": 1}",,3,False,7551012941,0,4403
