p_uid,datetime,b_lock_types,p_place_type,city,p_name,b_active,p_terminal_type,b_battery_pack,trip,b_electric_lock,p_booked_bikes,b_state,p_rack_locks,p_lat,p_address,p_spot,p_bike,p_lng,p_free_racks,b_number,p_free_special_racks,b_bike_type,p_special_racks,p_bike_types,b_pedelec_battery,p_bikes,p_maintenance,b_boardcomputer,p_bike_racks,p_number
4405670,2019-07-09 11:33:00,frame_lock,0,dresden,Wundtstr. / Zellescher Weg,True,free,,first,True,0,ok,False,51.02837,,True,False,13.74773,0,93701,0,71,0,"{""71"": 1}",,1,False,7551006594,0,4458
18796638,2019-07-09 11:56:00,frame_lock,12,dresden,BIKE 93701,True,,,start,True,0,ok,False,51.034417777778,,False,True,13.73409,0,93701,0,71,0,"{""71"": 1}",,1,False,7551006594,0,0
18796638,2019-07-09 11:59:00,frame_lock,12,dresden,BIKE 93701,True,,,end,True,0,ok,False,51.034417777778,,False,True,13.73409,0,93701,0,71,0,"{""71"": 1}",,1,False,7551006594,0,0
18796638,2019-07-09 12:09:00,frame_lock,12,dresden,BIKE 93701,True,,,last,True,0,ok,False,51.034417777778,,False,True,13.73409,0,93701,0,71,0,"{""71"": 1}",,1,False,7551006594,0,0
18784497,2019-07-09 06:27:00,"analog_code_lock,frame_lock",12,dresden,BIKE 93579,True,,,first,True,0,ok,False,51.061622222222,,False,True,13.852101111111,0,93579,0,15,0,"{""15"": 1}",,1,False,7551004036,0,0
18784497,2019-07-09 11:56:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,51.061395555556,,False,True,13.85214,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18784497,2019-07-09 11:59:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.061395555556,,False,True,13.85214,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18805022,2019-07-09 15:30:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,50.991715555556,,False,True,13.790014444444,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18805022,2019-07-09 15:33:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,50.991715555556,,False,True,13.790014444444,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18805022,2019-07-09 16:03:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,50.991715555556,,False,True,13.790014444444,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18805022,2019-07-09 16:06:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,50.991715555556,,False,True,13.790014444444,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18826170,2019-07-09 23:59:00,frame_lock,12,dresden,BIKE 93579,True,,,last,True,0,ok,False,50.991764444444,,False,True,13.789866666667,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
265881,2019-07-09 00:00:00,"analog_code_lock,frame_lock",0,dresden,DVB Trachenberger Straße,True,stele,,first,True,0,ok,False,51.08737775269143,,True,False,13.730077743530273,0,93305,0,0,0,"{""undefined"": 3, ""15"": 2}",,5,False,7551005248,6,4305
265881,2019-07-09 11:56:00,frame_lock,0,dresden,DVB Trachenberger Straße,True,stele,,start,True,0,ok,False,51.08737775269143,,True,False,13.730077743530273,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4305
265881,2019-07-09 11:59:00,frame_lock,0,dresden,DVB Trachenberger Straße,True,stele,,end,True,0,ok,False,51.08737775269143,,True,False,13.730077743530273,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4305
265881,2019-07-09 15:30:00,frame_lock,0,dresden,DVB Trachenberger Straße,True,stele,,start,True,0,ok,False,51.08737775269143,,True,False,13.730077743530273,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4305
265881,2019-07-09 15:33:00,frame_lock,0,dresden,DVB Trachenberger Straße,True,stele,,end,True,0,ok,False,51.08737775269143,,True,False,13.730077743530273,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4305
265881,2019-07-09 16:03:00,frame_lock,0,dresden,DVB Trachenberger Straße,True,stele,,start,True,0,ok,False,51.08737775269143,,True,False,13.730077743530273,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4305
265881,2019-07-09 16:06:00,frame_lock,0,dresden,DVB Trachenberger Straße,True,stele,,end,True,0,ok,False,51.08737775269143,,True,False,13.730077743530273,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4305
265881,2019-07-09 23:59:00,frame_lock,0,dresden,DVB Trachenberger Straße,True,stele,,last,True,0,ok,False,51.08737775269143,,True,False,13.730077743530273,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,6,4305
264589,2019-07-09 00:00:00,"analog_code_lock,frame_lock",0,dresden,Wasaplatz,True,,,first,True,0,ok,False,51.02812291136315,,True,False,13.75886857509613,0,93666,0,15,0,"{""undefined"": 1, ""15"": 4}",,5,False,7551003763,0,4385
264589,2019-07-09 11:56:00,frame_lock,0,dresden,Wasaplatz,True,,,start,True,0,ok,False,51.02812291136315,,True,False,13.75886857509613,0,93666,0,71,0,"{""71"": 5}",,5,False,7551003763,0,4385
264589,2019-07-09 11:59:00,frame_lock,0,dresden,Wasaplatz,True,,,end,True,0,ok,False,51.02812291136315,,True,False,13.75886857509613,0,93666,0,71,0,"{""71"": 5}",,5,False,7551003763,0,4385
264589,2019-07-09 14:41:00,frame_lock,0,dresden,Wasaplatz,True,,,start,True,0,ok,False,51.02812291136315,,True,False,13.75886857509613,0,93666,0,71,0,"{""71"": 4}",,4,False,7551003763,0,4385
18806686,2019-07-09 14:55:00,frame_lock,12,dresden,BIKE 93666,True,,,end,True,0,ok,False,51.031786666667,,False,True,13.791312222222,0,93666,0,71,0,"{""71"": 1}",,1,False,7551003763,0,0
18806686,2019-07-09 15:05:00,frame_lock,12,dresden,BIKE 93666,True,,,start,True,0,ok,False,51.031786666667,,False,True,13.79129,0,93666,0,71,0,"{""71"": 1}",,1,False,7551003763,0,0
4442319,2019-07-09 15:20:00,frame_lock,0,dresden,Rothermundstr. / Zwinglistr.,True,free,,end,True,0,ok,False,51.03335214736798,,True,False,13.782976269721985,0,93666,0,71,0,"{""71"": 2}",,2,False,7551003763,0,4405
4442319,2019-07-09 15:30:00,frame_lock,0,dresden,Rothermundstr. / Zwinglistr.,True,free,,start,True,0,ok,False,51.03335214736798,,True,False,13.782976269721985,0,93666,0,71,0,"{""71"": 3}",,3,False,7551003763,0,4405
4442319,2019-07-09 15:33:00,frame_lock,0,dresden,Rothermundstr. / Zwinglistr.,True,free,,end,True,0,ok,False,51.03335214736798,,True,False,13.782976269721985,0,93666,0,71,0,"{""71"": 3}",,3,False,7551003763,0,4405
