p_uid,datetime,b_lock_types,p_place_type,city,p_name,b_active,p_terminal_type,b_battery_pack,trip,b_electric_lock,p_booked_bikes,b_state,p_rack_locks,p_lat,p_address,p_spot,p_bike,p_lng,p_free_racks,b_number,p_free_special_racks,b_bike_type,p_special_racks,p_bike_types,b_pedelec_battery,p_bikes,p_maintenance,b_boardcomputer,p_bike_racks,p_number
264557,2019-07-12 00:00:00,"analog_code_lock,frame_lock",0,dresden,Altpieschen,True,,,first,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
264557,2019-07-12 03:01:00,"analog_code_lock,frame_lock",0,dresden,Altpieschen,True,,,start,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
264557,2019-07-12 03:03:00,"analog_code_lock,frame_lock",0,dresden,Altpieschen,True,,,end,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
264557,2019-07-12 11:09:00,frame_lock,0,dresden,Altpieschen,True,,,start,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
264557,2019-07-12 11:11:00,frame_lock,0,dresden,Altpieschen,True,,,end,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
264557,2019-07-12 14:55:00,frame_lock,0,dresden,Altpieschen,True,,,start,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
264557,2019-07-12 14:57:00,frame_lock,0,dresden,Altpieschen,True,,,end,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
264557,2019-07-12 15:10:00,frame_lock,0,dresden,Altpieschen,True,,,start,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
264557,2019-07-12 15:12:00,frame_lock,0,dresden,Altpieschen,True,,,end,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
264557,2019-07-12 16:55:00,frame_lock,0,dresden,Altpieschen,True,,,start,True,0,ok,False,51.07764876381213,,True,False,13.716709613800047,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4355
18954853,2019-07-12 18:26:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.077017777778,,False,True,13.718652222222,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18954853,2019-07-12 20:26:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,51.077017777778,,False,True,13.718652222222,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18961550,2019-07-12 21:42:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.077008888889,,False,True,13.732522222222,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18961550,2019-07-12 23:59:00,frame_lock,12,dresden,BIKE 93579,True,,,last,True,0,ok,False,51.077048888889,,False,True,13.732517777778,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
9972732,2019-07-12 07:22:00,"analog_code_lock,frame_lock",0,dresden,Pirnaischer Platz,True,,,first,True,0,ok,False,51.04897224042478,,True,False,13.74415397644043,0,93305,0,71,0,"{""71"": 5}",,5,False,7551005248,0,4315
9972732,2019-07-12 11:09:00,frame_lock,0,dresden,Pirnaischer Platz,True,,,start,True,0,ok,False,51.04897224042478,,True,False,13.74415397644043,0,93305,0,71,0,"{""71"": 3}",,3,False,7551005248,0,4315
9972732,2019-07-12 11:11:00,frame_lock,0,dresden,Pirnaischer Platz,True,,,end,True,0,ok,False,51.04897224042478,,True,False,13.74415397644043,0,93305,0,71,0,"{""71"": 3}",,3,False,7551005248,0,4315
