p_uid,datetime,b_lock_types,p_place_type,city,p_name,b_active,p_terminal_type,b_battery_pack,trip,b_electric_lock,p_booked_bikes,b_state,p_rack_locks,p_lat,p_address,p_spot,p_bike,p_lng,p_free_racks,b_number,p_free_special_racks,b_bike_type,p_special_racks,p_bike_types,b_pedelec_battery,p_bikes,p_maintenance,b_boardcomputer,p_bike_racks,p_number
218275,2019-07-14 00:00:00,frame_lock,0,dresden,Lingnerallee Cityherberge,True,,,first,True,0,ok,False,51.046662107229565,,True,False,13.746004700660706,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,4420
218275,2019-07-14 11:13:00,frame_lock,0,dresden,Lingnerallee Cityherberge,True,,,start,True,0,ok,False,51.046662107229565,,True,False,13.746004700660706,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,4420
19015772,2019-07-14 11:28:00,frame_lock,12,dresden,BIKE 93318,True,,,end,True,0,ok,False,51.035262222222,,False,True,13.746396666667,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
4405631,2019-07-14 13:05:00,frame_lock,0,dresden,Strehlener Str. / Immatrikulationsamt,True,free,,start,True,0,ok,False,51.03486,,True,False,13.74561,0,93318,0,71,0,"{""71"": 5}",,5,False,7551002313,0,4455
19019656,2019-07-14 13:13:00,frame_lock,12,dresden,BIKE 93318,True,,,end,True,0,ok,False,51.028222222222,,False,True,13.741468888889,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
4405569,2019-07-14 14:19:00,frame_lock,0,dresden,Andreas-Schubert-Bau / Zellescher Weg,True,sign,,last,True,0,ok,False,51.02922,,True,False,13.74035,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,4450
264574,2019-07-14 00:00:00,frame_lock,0,dresden,Chemnitzer Straße,True,,,first,True,0,ok,False,51.033662509278386,,True,False,13.710991144180296,0,93579,0,71,0,"{""71"": 4}",,4,False,7551004036,0,4372
264574,2019-07-14 00:42:00,frame_lock,0,dresden,Chemnitzer Straße,True,,,start,True,0,ok,False,51.033662509278386,,True,False,13.710991144180296,0,93579,0,71,0,"{""71"": 4}",,4,False,7551004036,0,4372
264574,2019-07-14 00:44:00,frame_lock,0,dresden,Chemnitzer Straße,True,,,end,True,0,ok,False,51.033662509278386,,True,False,13.710991144180296,0,93579,0,71,0,"{""71"": 3}",,3,False,7551004036,0,4372
264574,2019-07-14 02:06:00,frame_lock,0,dresden,Chemnitzer Straße,True,,,start,True,0,ok,False,51.033662509278386,,True,False,13.710991144180296,0,93579,0,71,0,"{""71"": 3}",,3,False,7551004036,0,4372
