p_uid,datetime,b_lock_types,p_place_type,city,p_name,b_active,p_terminal_type,b_battery_pack,trip,b_electric_lock,p_booked_bikes,b_state,p_rack_locks,p_lat,p_address,p_spot,p_bike,p_lng,p_free_racks,b_number,p_free_special_racks,b_bike_type,p_special_racks,p_bike_types,b_pedelec_battery,p_bikes,p_maintenance,b_boardcomputer,p_bike_racks,p_number
274412,2019-07-30 00:00:00,frame_lock,0,dresden,Bergmannstraße / Wormser Straße,True,,,first,True,0,ok,False,51.04509047631222,,True,False,13.78983736038208,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4425
274412,2019-07-30 01:34:00,frame_lock,0,dresden,Bergmannstraße / Wormser Straße,True,,,start,True,0,ok,False,51.04509047631222,,True,False,13.78983736038208,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4425
274412,2019-07-30 01:37:00,frame_lock,0,dresden,Bergmannstraße / Wormser Straße,True,,,end,True,0,ok,False,51.04509047631222,,True,False,13.78983736038208,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4425
274412,2019-07-30 06:17:00,frame_lock,0,dresden,Bergmannstraße / Wormser Straße,True,,,start,True,0,ok,False,51.04509047631222,,True,False,13.78983736038208,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4425
264602,2019-07-30 06:25:00,frame_lock,0,dresden,Uniklinikum,True,,,end,True,0,ok,False,51.05422272773753,,True,False,13.781125545501709,0,93318,0,71,0,"{""71"": 5}",,5,False,7551002313,0,4395
264602,2019-07-30 11:32:00,frame_lock,0,dresden,Uniklinikum,True,,,start,True,0,ok,False,51.05422272773753,,True,False,13.781125545501709,0,93318,0,71,0,"{""71"": 5}",,5,False,7551002313,0,4395
264602,2019-07-30 11:34:00,frame_lock,0,dresden,Uniklinikum,True,,,end,True,0,ok,False,51.05422272773753,,True,False,13.781125545501709,0,93318,0,71,0,"{""71"": 5}",,5,False,7551002313,0,4395
264602,2019-07-30 13:15:00,frame_lock,0,dresden,Uniklinikum,True,,,start,True,0,ok,False,51.05422272773753,,True,False,13.781125545501709,0,93318,0,71,0,"{""71"": 5}",,5,False,7551002313,0,4395
19793667,2019-07-30 13:29:00,frame_lock,12,dresden,BIKE 93318,True,,,end,True,0,ok,False,51.035213333333,,False,True,13.784704444444,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
19793667,2019-07-30 13:35:00,frame_lock,12,dresden,BIKE 93318,True,,,start,True,0,ok,False,51.035333333333,,False,True,13.784402222222,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
19794060,2019-07-30 13:37:00,frame_lock,12,dresden,BIKE 93318,True,,,end,True,0,ok,False,51.034991111111,,False,True,13.784113333333,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
19794060,2019-07-30 13:51:00,frame_lock,12,dresden,BIKE 93318,True,,,start,True,0,ok,False,51.034991111111,,False,True,13.784481111111,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
4442319,2019-07-30 13:56:00,frame_lock,0,dresden,Rothermundstr. / Zwinglistr.,True,free,,end,True,0,ok,False,51.03335214736798,,True,False,13.782976269721985,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4405
4442319,2019-07-30 14:36:00,frame_lock,0,dresden,Rothermundstr. / Zwinglistr.,True,free,,start,True,0,ok,False,51.03335214736798,,True,False,13.782976269721985,0,93318,0,71,0,"{""71"": 4}",,4,False,7551002313,0,4405
264535,2019-07-30 14:44:00,frame_lock,0,dresden,Comeniusplatz,True,,,end,True,0,ok,False,51.04177166417308,,True,False,13.76711368560791,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,4339
264535,2019-07-30 17:49:00,frame_lock,0,dresden,Comeniusplatz,True,,,start,True,0,ok,False,51.04177166417308,,True,False,13.76711368560791,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,4339
6768,2019-07-30 17:55:00,frame_lock,0,dresden,Fetscherplatz,True,,,end,True,0,ok,False,51.0466418719772,,True,False,13.771276473999,0,93318,0,71,0,"{""71"": 3}",,3,False,7551002313,0,4325
6768,2019-07-30 23:59:00,frame_lock,0,dresden,Fetscherplatz,True,,,last,True,0,ok,False,51.0466418719772,,True,False,13.771276473999,0,93318,0,71,0,"{""71"": 3}",,3,False,7551002313,0,4325
11248297,2019-07-30 00:00:00,frame_lock,0,dresden,Ebertplatz,True,,,first,True,0,ok,False,51.04148833992683,,True,False,13.705219030380249,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4507
11248297,2019-07-30 00:29:00,frame_lock,0,dresden,Ebertplatz,True,,,start,True,0,ok,False,51.04148833992683,,True,False,13.705219030380249,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4507
19773085,2019-07-30 00:47:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.028937777778,,False,True,13.746557777778,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
4405670,2019-07-30 01:34:00,frame_lock,0,dresden,Wundtstr. / Zellescher Weg,True,free,,start,True,0,ok,False,51.02837,,True,False,13.74773,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4458
