p_uid,datetime,b_lock_types,p_place_type,city,p_name,b_active,p_terminal_type,b_battery_pack,trip,b_electric_lock,p_booked_bikes,b_state,p_rack_locks,p_lat,p_address,p_spot,p_bike,p_lng,p_free_racks,b_number,p_free_special_racks,b_bike_type,p_special_racks,p_bike_types,b_pedelec_battery,p_bikes,p_maintenance,b_boardcomputer,p_bike_racks,p_number
310792,2019-07-18 00:00:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,first,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
310792,2019-07-18 00:09:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,start,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
310792,2019-07-18 07:03:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,end,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
310792,2019-07-18 14:23:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,start,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
310792,2019-07-18 14:26:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,end,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
310792,2019-07-18 15:24:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,start,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
310792,2019-07-18 15:29:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,end,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
310792,2019-07-18 16:42:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,start,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
19227031,2019-07-18 16:57:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.051168888889,,False,True,13.735237777778,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
19227031,2019-07-18 18:10:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,51.051262222222,,False,True,13.735162222222,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
264548,2019-07-18 18:28:00,frame_lock,0,dresden,Nürnberger Ei,True,free,,end,True,0,ok,False,51.03376708728,,True,False,13.7229108810425,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4348
264548,2019-07-18 19:22:00,frame_lock,0,dresden,Nürnberger Ei,True,free,,start,True,0,ok,False,51.03376708728,,True,False,13.7229108810425,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,4348
310792,2019-07-18 19:30:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,end,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 3}",,3,False,7551004036,0,4438
310792,2019-07-18 21:33:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,start,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 4}",,4,False,7551004036,0,4438
19240844,2019-07-18 21:51:00,frame_lock,12,dresden,BIKE 93579,True,,,end,True,0,ok,False,51.039982222222,,False,True,13.701367777778,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
310792,2019-07-18 23:59:00,frame_lock,0,dresden,Bonhoeffer Platz,True,,,last,True,0,ok,False,51.038466106820756,,True,False,13.70167851448059,0,93579,0,71,0,"{""71"": 5}",,5,False,7551004036,0,4438
121771,2019-07-18 12:45:00,frame_lock,0,dresden,Schauburg,True,,,first,True,0,ok,False,51.07114365710672,,True,False,13.75032842159271,0,93305,0,71,0,"{""71"": 1}",,1,False,7551005248,0,4327
121771,2019-07-18 14:23:00,frame_lock,0,dresden,Schauburg,True,,,start,True,0,ok,False,51.07114365710672,,True,False,13.75032842159271,0,93305,0,71,0,"{""71"": 2}",,2,False,7551005248,0,4327
121771,2019-07-18 14:26:00,frame_lock,0,dresden,Schauburg,True,,,end,True,0,ok,False,51.07114365710672,,True,False,13.75032842159271,0,93305,0,71,0,"{""71"": 2}",,2,False,7551005248,0,4327
