p_uid,datetime,b_lock_types,p_place_type,city,p_name,b_active,p_terminal_type,b_battery_pack,trip,b_electric_lock,p_booked_bikes,b_state,p_rack_locks,p_lat,p_address,p_spot,p_bike,p_lng,p_free_racks,b_number,p_free_special_racks,b_bike_type,p_special_racks,p_bike_types,b_pedelec_battery,p_bikes,p_maintenance,b_boardcomputer,p_bike_racks,p_number
264544,2019-07-03 00:00:00,frame_lock,0,dresden,HTW Dresden / Schnorrstraße,True,,,first,True,0,ok,False,51.035443676568384,,True,False,13.73463213443756,0,93579,0,15,0,"{""15"": 2}",,2,False,7551004036,0,4344
264544,2019-07-03 01:26:00,frame_lock,0,dresden,HTW Dresden / Schnorrstraße,True,,,start,True,0,ok,False,51.035443676568384,,True,False,13.73463213443756,0,93579,0,15,0,"{""15"": 2}",,2,False,7551004036,0,4344
10299726,2019-07-03 01:40:00,frame_lock,0,dresden,Manitiusstraße,True,free,,end,True,0,ok,False,51.05658,,True,False,13.71493,0,93579,0,15,0,"{""15"": 1}",,1,False,7551004036,0,4496
10299726,2019-07-03 04:13:00,frame_lock,0,dresden,Manitiusstraße,True,free,,start,True,0,ok,False,51.05658,,True,False,13.71493,0,93579,0,15,0,"{""15"": 1}",,1,False,7551004036,0,4496
338637,2019-07-03 04:18:00,frame_lock,0,dresden,Bhf. Mitte - Weißeritzstraße,True,,,end,True,0,ok,False,51.05570637992387,,True,False,13.722803592681885,0,93579,0,15,0,"{""15"": 3}",,3,False,7551004036,0,4300
338637,2019-07-03 06:58:00,frame_lock,0,dresden,Bhf. Mitte - Weißeritzstraße,True,,,start,True,0,ok,False,51.05570637992387,,True,False,13.722803592681885,0,93579,0,15,0,"{""15"": 2}",,2,False,7551004036,0,4300
264574,2019-07-03 07:14:00,frame_lock,0,dresden,Chemnitzer Straße,True,,,end,True,0,ok,False,51.033662509278386,,True,False,13.710991144180296,0,93579,0,15,0,"{""15"": 2}",,2,False,7551004036,0,4372
264574,2019-07-03 08:53:00,frame_lock,0,dresden,Chemnitzer Straße,True,,,start,True,0,ok,False,51.033662509278386,,True,False,13.710991144180296,0,93579,0,15,0,"{""15"": 1}",,1,False,7551004036,0,4372
4405603,2019-07-03 09:00:00,frame_lock,0,dresden,Hettnerstr. / George-Bähr-Str.,True,free,,end,True,0,ok,False,51.03006,,True,False,13.72757,0,93579,0,15,0,"{""15"": 1}",,1,False,7551004036,0,4453
4405603,2019-07-03 09:03:00,frame_lock,0,dresden,Hettnerstr. / George-Bähr-Str.,True,free,,start,True,0,ok,False,51.03006,,True,False,13.72757,0,93579,0,15,0,"{""15"": 2}",,2,False,7551004036,0,4453
