p_uid,datetime,b_lock_types,p_place_type,city,p_name,b_active,p_terminal_type,b_battery_pack,trip,b_electric_lock,p_booked_bikes,b_state,p_rack_locks,p_lat,p_address,p_spot,p_bike,p_lng,p_free_racks,b_number,p_free_special_racks,b_bike_type,p_special_racks,p_bike_types,b_pedelec_battery,p_bikes,p_maintenance,b_boardcomputer,p_bike_racks,p_number
18964967,2019-07-13 00:00:00,frame_lock,12,dresden,BIKE 93318,True,,,first,True,0,ok,False,51.050195555556,,False,True,13.747722222222,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
18983664,2019-07-13 14:56:00,frame_lock,12,dresden,BIKE 93318,True,,,start,True,0,ok,False,51.050364444444,,False,True,13.747593333333,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
18983664,2019-07-13 15:03:00,frame_lock,12,dresden,BIKE 93318,True,,,end,True,0,ok,False,51.050364444444,,False,True,13.747593333333,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
18983664,2019-07-13 18:21:00,frame_lock,12,dresden,BIKE 93318,True,,,start,True,0,ok,False,51.050391111111,,False,True,13.747644444444,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,0
4405800,2019-07-13 18:27:00,frame_lock,0,dresden,Marschnerstr. / Holbeinstr.,True,free,,end,True,0,ok,False,51.0514306351809,,True,False,13.759705424308775,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4465
4405800,2019-07-13 18:43:00,frame_lock,0,dresden,Marschnerstr. / Holbeinstr.,True,free,,start,True,0,ok,False,51.0514306351809,,True,False,13.759705424308775,0,93318,0,71,0,"{""71"": 2}",,2,False,7551002313,0,4465
218275,2019-07-13 18:52:00,frame_lock,0,dresden,Lingnerallee Cityherberge,True,,,end,True,0,ok,False,51.046662107229565,,True,False,13.746004700660706,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,4420
218275,2019-07-13 23:59:00,frame_lock,0,dresden,Lingnerallee Cityherberge,True,,,last,True,0,ok,False,51.046662107229565,,True,False,13.746004700660706,0,93318,0,71,0,"{""71"": 1}",,1,False,7551002313,0,4420
18961550,2019-07-13 00:00:00,frame_lock,12,dresden,BIKE 93579,True,,,first,True,0,ok,False,51.077048888889,,False,True,13.732517777778,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
18961550,2019-07-13 05:55:00,frame_lock,12,dresden,BIKE 93579,True,,,start,True,0,ok,False,51.077133333333,,False,True,13.732632222222,0,93579,0,71,0,"{""71"": 1}",,1,False,7551004036,0,0
