p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_battery_pack,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,trip,city,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
False,frame_lock,False,0,,12,0,False,13776740,"{""percentage"": 0}",ok,93399,0,7551006438,2019-03-28 12:31:00,13.709476666667,Freiberger Straße,True,True,True,1,start,dresden,0,BIKE 93399,0,51.044915555556,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13782367,"{""percentage"": 0}",ok,93399,0,7551006438,2019-03-28 12:39:00,13.691191111111,Conertplatz 14,True,True,True,1,end,dresden,0,BIKE 93399,0,51.046022222222,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13782367,"{""percentage"": 0}",ok,93399,0,7551006438,2019-03-28 12:45:00,13.691191111111,Conertplatz 14,True,True,True,1,start,dresden,0,BIKE 93399,0,51.046022222222,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13784516,,ok,93399,0,7551006438,2019-03-28 13:53:00,13.693316666667,Rudolf-Renner-Straße 42,True,True,True,1,end,dresden,0,BIKE 93399,0,51.044897777778,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4437,False,310791,,ok,93399,0,7551006438,2019-03-28 19:12:00,13.6929666996,,True,True,False,1,start,dresden,0,Conertplatz,0,51.046001084414,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13795605,,ok,93399,0,7551006438,2019-03-28 19:25:00,13.732714444444,,True,True,True,1,end,dresden,0,BIKE 93399,0,51.039426666667,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13796553,,ok,93399,0,7551006438,2019-03-28 23:59:00,13.733606666667,,True,True,True,1,last,dresden,0,BIKE 93399,0,51.0396,,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4405,False,4442319,,ok,93055,0,7551005299,2019-03-28 00:00:00,13.782976269722,,True,True,False,4,first,dresden,0,Rothermundstr. / Zwinglistr.,15,51.033352147368,0,"{""undefined"": 2, ""15"": 2}"
True,frame_lock,False,0,free,0,4405,False,4442319,,ok,93055,0,7551005299,2019-03-28 23:59:00,13.782976269722,,True,True,False,3,last,dresden,0,Rothermundstr. / Zwinglistr.,15,51.033352147368,,"{""undefined"": 2, ""15"": 1}"
True,frame_lock,False,0,free,0,4458,False,4405670,,ok,93091,0,7551006636,2019-03-28 09:37:00,13.74773,,True,True,False,4,start,dresden,0,Wundtstr. / Zellescher Weg,15,51.02837,0,"{""undefined"": 1, ""15"": 3}"
True,frame_lock,False,0,free,0,4458,False,4405670,"{""percentage"": 0}",ok,93091,0,7551006636,2019-03-28 10:12:00,13.74773,,True,True,False,5,start,dresden,0,Wundtstr. / Zellescher Weg,15,51.02837,0,"{""15"": 5}"
True,frame_lock,False,0,free,0,4458,False,4405670,"{""percentage"": 0}",ok,93091,0,7551006636,2019-03-28 11:33:00,13.74773,,True,True,False,5,end,dresden,0,Wundtstr. / Zellescher Weg,15,51.02837,0,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,False,0,free,0,4458,False,4405670,,ok,93091,0,7551006636,2019-03-28 13:54:00,13.74773,,True,True,False,5,start,dresden,0,Wundtstr. / Zellescher Weg,15,51.02837,,"{""undefined"": 1, ""15"": 4}"
False,frame_lock,False,0,,12,0,False,13784760,,ok,93091,0,7551006636,2019-03-28 14:00:00,13.738053333333,Haeckelstraße,True,True,True,1,end,dresden,0,BIKE 93091,15,51.029906666667,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13784760,,ok,93091,0,7551006636,2019-03-28 15:09:00,13.738053333333,Haeckelstraße,True,True,True,1,start,dresden,0,BIKE 93091,15,51.029906666667,,"{""15"": 1}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 15:19:00,13.733623623848,,True,True,False,5,end,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 16:44:00,13.733623623848,,True,True,False,5,start,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 16:54:00,13.733623623848,,True,True,False,5,end,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 16:59:00,13.733623623848,,True,True,False,5,start,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 17:49:00,13.733623623848,,True,True,False,5,end,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 17:53:00,13.733623623848,,True,True,False,5,start,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 18:41:00,13.733623623848,,True,True,False,5,end,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 19:49:00,13.733623623848,,True,True,False,5,start,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 19:53:00,13.733623623848,,True,True,False,5,end,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93091,0,7551006636,2019-03-28 20:40:00,13.733623623848,,True,True,False,5,start,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""15"": 5}"
False,frame_lock,False,0,,12,0,False,13797479,,ok,93091,0,7551006636,2019-03-28 20:49:00,13.72181,Liebigstraße 24,True,True,True,1,end,dresden,0,BIKE 93091,15,51.032751111111,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13797479,,ok,93091,0,7551006636,2019-03-28 21:55:00,13.72181,Liebigstraße 24,True,True,True,1,start,dresden,0,BIKE 93091,15,51.032751111111,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13799016,,ok,93091,0,7551006636,2019-03-28 22:13:00,13.746612222222,,True,True,True,1,end,dresden,0,BIKE 93091,15,51.052253333333,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13799016,,ok,93091,0,7551006636,2019-03-28 23:59:00,13.745941111111,Hasenberg,True,True,True,1,last,dresden,0,BIKE 93091,15,51.052222222222,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13768030,,ok,93021,0,7551003846,2019-03-28 00:00:00,13.704171111111,,True,True,True,1,first,dresden,0,BIKE 93021,15,51.029728888889,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4435,False,310789,,ok,93021,0,7551003846,2019-03-28 05:51:00,13.703261017799,,True,True,False,1,start,dresden,0,Haltepunkt Plauen,15,51.030086474318,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13773077,,ok,93021,0,7551003846,2019-03-28 05:59:00,13.724833333333,,True,True,True,1,end,dresden,0,BIKE 93021,15,51.0268,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4351,False,264553,"{""percentage"": 0}",ok,93021,0,7551003846,2019-03-28 11:59:00,13.726226091385,,True,True,False,1,start,dresden,0,Nöthnitzer Straße,15,51.025487827611,0,"{""15"": 1}"
True,frame_lock,False,0,traffic_sign,0,4460,False,4405700,"{""percentage"": 0}",ok,93021,0,7551003846,2019-03-28 12:03:00,13.72411,,True,True,False,1,end,dresden,0,Hülsse-Bau Eingang Süd,15,51.02892,0,"{""15"": 1}"
True,frame_lock,False,0,traffic_sign,0,4460,False,4405700,,ok,93021,0,7551003846,2019-03-28 13:38:00,13.72411,,True,True,False,1,start,dresden,0,Hülsse-Bau Eingang Süd,15,51.02892,,"{""15"": 1}"
True,frame_lock,False,0,,0,4351,False,264553,,ok,93021,0,7551003846,2019-03-28 13:44:00,13.726226091385,,True,True,False,3,end,dresden,0,Nöthnitzer Straße,15,51.025487827611,,"{""15"": 3}"
True,frame_lock,False,0,,0,4351,False,264553,,ok,93021,0,7551003846,2019-03-28 14:39:00,13.726226091385,,True,True,False,3,start,dresden,0,Nöthnitzer Straße,15,51.025487827611,,"{""15"": 3}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93021,0,7551003846,2019-03-28 14:50:00,13.733623623848,,True,True,False,2,end,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93021,0,7551003846,2019-03-28 23:59:00,13.733623623848,,True,True,False,5,last,dresden,0,Hauptbahnhof,15,51.040476453474,,"{""15"": 5}"
