p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,trip,city,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
True,frame_lock,False,0,,0,4373,False,264575,ok,93584,0,7551003527,2019-03-11 00:00:00,13.741257190704,,True,True,False,3,first,dresden,0,Friedensstraße/Conradstr.,15,51.071740277519,0,"{""15"": 3}"
True,frame_lock,False,0,,0,4373,False,264575,ok,93584,0,7551003527,2019-03-11 13:10:00,13.741257190704,,True,True,False,1,start,dresden,0,Friedensstraße/Conradstr.,15,51.071740277519,0,"{""15"": 1}"
True,frame_lock,False,0,free,0,4332,False,73,ok,93584,0,7551003527,2019-03-11 13:16:00,13.741219639778,,True,True,False,4,end,dresden,0,Bf. Dresden-Neustadt,15,51.065183772328,0,"{""15"": 4}"
True,frame_lock,False,0,free,0,4332,False,73,ok,93584,0,7551003527,2019-03-11 14:23:00,13.741219639778,,True,True,False,4,start,dresden,0,Bf. Dresden-Neustadt,15,51.065183772328,0,"{""15"": 4}"
False,frame_lock,False,0,,12,0,False,13314204,ok,93584,0,7551003527,2019-03-11 14:29:00,13.743534444444,,True,True,True,1,end,dresden,0,BIKE 93584,15,51.058924444444,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13316820,ok,93584,0,7551003527,2019-03-11 23:59:00,13.743095972222,,True,True,True,1,last,dresden,0,BIKE 93584,15,51.059217777778,0,"{""15"": 1}"
True,frame_lock,False,4,,0,4409,False,318577,ok,93616,2,7551006429,2019-03-11 00:00:00,13.791795372963,,True,True,False,2,first,dresden,0,Hotel Smetana,15,51.038820284961,0,"{""15"": 2}"
True,frame_lock,False,4,,0,4409,False,318577,ok,93616,2,7551006429,2019-03-11 23:59:00,13.791795372963,,True,True,False,2,last,dresden,0,Hotel Smetana,15,51.038820284961,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-11 00:00:00,13.747919797897,,True,True,False,1,first,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-11 23:59:00,13.747919797897,,True,True,False,1,last,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13270637,ok,93346,0,7551005453,2019-03-11 00:00:00,13.76582332511,,True,True,True,1,first,dresden,0,BIKE 93346,0,51.045111428494,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13270637,ok,93346,0,7551005453,2019-03-11 05:56:00,13.766038193417,,True,True,True,1,last,dresden,0,BIKE 93346,0,51.045139484117,0,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4469,False,10299456,ok,93812,0,7551003389,2019-03-11 07:45:00,13.746272921562,,True,True,False,3,first,dresden,0,Bischofsplatz (S-Bahn),15,51.071925666476,0,"{""undefined"": 1, ""15"": 2}"
True,frame_lock,False,0,free,0,4469,False,10299456,ok,93812,0,7551003389,2019-03-11 18:06:00,13.746272921562,,True,True,False,1,start,dresden,0,Bischofsplatz (S-Bahn),15,51.071925666476,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13319416,ok,93812,0,7551003389,2019-03-11 18:12:00,13.742108888889,,True,True,True,1,end,dresden,0,BIKE 93812,15,51.065537777778,0,"{""15"": 1}"
True,frame_lock,False,0,free,0,4332,False,73,ok,93812,0,7551003389,2019-03-11 21:28:00,13.741219639778,,True,True,False,2,start,dresden,0,Bf. Dresden-Neustadt,15,51.065183772328,0,"{""15"": 2}"
False,frame_lock,False,0,,12,0,False,13322769,ok,93812,0,7551003389,2019-03-11 21:35:00,13.746411111111,,True,True,True,1,end,dresden,0,BIKE 93812,15,51.072786666667,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13323870,ok,93812,0,7551003389,2019-03-11 23:59:00,13.747888888889,,True,True,True,1,last,dresden,0,BIKE 93812,15,51.072071111111,0,"{""15"": 1}"
True,frame_lock,False,0,free,0,4455,False,4405631,ok,93529,0,7551004187,2019-03-11 00:00:00,13.74561,,True,True,False,2,first,dresden,0,Strehlener Str. / Immatrikulationsamt,15,51.03486,0,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,free,0,4455,False,4405631,ok,93529,0,7551004187,2019-03-11 18:29:00,13.74561,,True,True,False,2,start,dresden,0,Strehlener Str. / Immatrikulationsamt,15,51.03486,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4345,False,264545,ok,93529,0,7551004187,2019-03-11 18:42:00,13.731000423431,,True,True,False,1,end,dresden,0,Bergstr./Zellescher Weg (Fritz-Foerster-Platz),15,51.030207929089,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4345,False,264545,ok,93529,0,7551004187,2019-03-11 23:59:00,13.731000423431,,True,True,False,2,last,dresden,0,Bergstr./Zellescher Weg (Fritz-Foerster-Platz),15,51.030207929089,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4355,False,264557,ok,93591,0,7551003012,2019-03-11 00:00:00,13.7167096138,,True,True,False,3,first,dresden,0,Altpieschen,15,51.077648763812,0,"{""15"": 3}"
True,frame_lock,False,0,,0,4355,False,264557,ok,93591,0,7551003012,2019-03-11 23:59:00,13.7167096138,,True,True,False,4,last,dresden,0,Altpieschen,15,51.077648763812,0,"{""15"": 4}"
False,frame_lock,False,0,,12,0,False,13299134,ok,93261,0,7551006641,2019-03-11 00:00:00,13.736407777778,,True,True,True,1,first,dresden,0,BIKE 93261,0,51.035515555556,0,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4480,False,10299517,ok,93261,0,7551006641,2019-03-11 05:34:00,13.740307688713,,True,True,False,2,last,dresden,0,Reichenbachstraße / Gutzkowstraße (Wohnheim),0,51.033547810554,0,"{""undefined"": 2}"
False,frame_lock,False,0,,12,0,False,13299666,ok,93779,0,7551003427,2019-03-11 00:00:00,13.760505555556,,True,True,True,1,first,dresden,0,BIKE 93779,15,51.068262222223,0,"{""15"": 1}"
