p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,trip,city,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
True,frame_lock,False,0,,0,4426,False,27113,ok,93584,0,7551003527,2019-03-14 00:00:00,13.720845580101,,True,True,False,1,first,dresden,0,World-Trade-Center,15,51.049181327086,-1,"{""15"": 1}"
True,frame_lock,False,0,,0,4426,False,27113,ok,93584,0,7551003527,2019-03-14 07:59:00,13.720845580101,,True,True,False,1,start,dresden,0,World-Trade-Center,15,51.049181327086,-1,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13385209,ok,93584,0,7551003527,2019-03-14 08:02:00,13.721141111111,,True,True,True,1,end,dresden,0,BIKE 93584,15,51.050902222222,-1,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13385793,ok,93584,0,7551003527,2019-03-14 09:18:00,13.722298888889,,True,True,True,1,start,dresden,0,BIKE 93584,15,51.05472,-1,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13386733,ok,93584,0,7551003527,2019-03-14 09:23:00,13.724774444444,,True,True,True,1,end,dresden,0,BIKE 93584,15,51.048662222222,-1,"{""15"": 1}"
True,frame_lock,False,0,,0,4416,False,820,ok,93584,0,7551003527,2019-03-14 10:37:00,13.723669,,True,True,False,4,start,dresden,0,Jugendgästehaus Maternistr. 22,15,51.048962,-1,"{""undefined"": 2, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13388212,ok,93584,0,7551003527,2019-03-14 10:51:00,13.708722222222,,True,True,True,1,end,dresden,0,BIKE 93584,15,51.058031111111,-1,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13388212,ok,93584,0,7551003527,2019-03-14 11:01:00,13.708762777778,,True,True,True,1,start,dresden,0,BIKE 93584,15,51.057917777778,-1,"{""15"": 1}"
True,frame_lock,False,0,free,0,4496,False,10299726,ok,93584,0,7551003527,2019-03-14 11:09:00,13.71493,,True,True,False,3,end,dresden,0,Manitiusstraße,15,51.05658,-1,"{""15"": 3}"
True,frame_lock,False,0,free,0,4496,False,10299726,ok,93584,0,7551003527,2019-03-14 23:59:00,13.71493,,True,True,False,5,last,dresden,0,Manitiusstraße,15,51.05658,0,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,False,4,,0,4409,False,318577,ok,93616,0,7551006429,2019-03-14 00:00:00,13.791795372963,,True,True,False,5,first,dresden,0,Hotel Smetana,15,51.038820284961,-1,"{""15"": 5}"
True,frame_lock,False,0,free,0,4463,False,4405747,ok,93616,0,7551006429,2019-03-14 07:07:00,13.7325,,True,True,False,1,start,dresden,0,Lukasstr. / Hochschulstr.,15,51.03252,-1,"{""15"": 1}"
True,frame_lock,False,0,free,0,4441,False,637839,ok,93616,0,7551006429,2019-03-14 07:12:00,13.736386299133,,True,True,False,1,end,dresden,0,Sächsische Landesbibliothek,15,51.028932638124,-1,"{""15"": 1}"
True,frame_lock,False,0,free,0,4441,False,637839,ok,93616,0,7551006429,2019-03-14 07:51:00,13.736386299133,,True,True,False,1,start,dresden,0,Sächsische Landesbibliothek,15,51.028932638124,-1,"{""15"": 1}"
True,frame_lock,False,0,traffic_sign,0,4350,False,264550,ok,93616,0,7551006429,2019-03-14 07:58:00,13.731064796448,,True,True,False,2,end,dresden,0,Hempelbau /Mommsenstr. / Bergstr.,15,51.027292926752,-1,"{""15"": 2}"
True,frame_lock,False,0,traffic_sign,0,4350,False,264550,ok,93616,0,7551006429,2019-03-14 09:39:00,13.731064796448,,True,True,False,2,start,dresden,0,Hempelbau /Mommsenstr. / Bergstr.,15,51.027292926752,-1,"{""15"": 2}"
