p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,trip,city,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
True,frame_lock,False,0,,0,4385,False,264589,ok,93153,0,7551006387,2019-03-12 00:00:00,13.758868575096,,True,True,False,5,first,dresden,0,Wasaplatz,0,51.028122911363,0,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,False,0,,0,4385,False,264589,ok,93153,0,7551006387,2019-03-12 05:24:00,13.758868575096,,True,True,False,5,last,dresden,0,Wasaplatz,0,51.028122911363,0,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,False,4,,0,4409,False,318577,ok,93616,2,7551006429,2019-03-12 00:00:00,13.791795372963,,True,True,False,2,first,dresden,0,Hotel Smetana,15,51.038820284961,0,"{""15"": 2}"
True,frame_lock,False,4,,0,4409,False,318577,ok,93616,2,7551006429,2019-03-12 15:49:00,13.791795372963,,True,True,False,2,start,dresden,0,Hotel Smetana,15,51.038820284961,-1,"{""15"": 2}"
True,frame_lock,False,4,,0,4409,False,318577,ok,93616,2,7551006429,2019-03-12 17:23:00,13.791795372963,,True,True,False,2,end,dresden,0,Hotel Smetana,15,51.038820284961,-1,"{""15"": 2}"
True,frame_lock,False,4,,0,4409,False,318577,ok,93616,2,7551006429,2019-03-12 23:59:00,13.791795372963,,True,True,False,2,last,dresden,0,Hotel Smetana,15,51.038820284961,-1,"{""15"": 2}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-12 00:00:00,13.747919797897,,True,True,False,1,first,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-12 06:03:00,13.747919797897,,True,True,False,1,last,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13316820,ok,93584,0,7551003527,2019-03-12 00:00:00,13.743095972222,,True,True,True,1,first,dresden,0,BIKE 93584,15,51.059217777778,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13339646,ok,93584,0,7551003527,2019-03-12 23:59:00,13.743158333334,,True,True,True,1,last,dresden,0,BIKE 93584,15,51.059137777778,-1,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13323870,ok,93812,0,7551003389,2019-03-12 00:00:00,13.747888888889,,True,True,True,1,first,dresden,0,BIKE 93812,15,51.072071111111,0,"{""15"": 1}"
True,frame_lock,False,0,free,0,4469,False,10299456,ok,93812,0,7551003389,2019-03-12 11:15:00,13.746272921562,,True,True,False,2,start,dresden,0,Bischofsplatz (S-Bahn),15,51.071925666476,0,"{""undefined"": 1, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13335548,ok,93812,0,7551003389,2019-03-12 11:29:00,13.735135555556,,True,True,True,1,end,dresden,0,BIKE 93812,15,51.073293333333,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13342776,ok,93812,0,7551003389,2019-03-12 23:59:00,13.735601527778,,True,True,True,1,last,dresden,0,BIKE 93812,15,51.07306,-1,"{""15"": 1}"
True,frame_lock,False,0,,0,4345,False,264545,ok,93529,0,7551004187,2019-03-12 00:00:00,13.731000423431,,True,True,False,2,first,dresden,0,Bergstr./Zellescher Weg (Fritz-Foerster-Platz),15,51.030207929089,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4345,False,264545,ok,93529,0,7551004187,2019-03-12 00:32:00,13.731000423431,,True,True,False,2,start,dresden,0,Bergstr./Zellescher Weg (Fritz-Foerster-Platz),15,51.030207929089,0,"{""15"": 2}"
True,frame_lock,False,0,free,0,4458,False,4405670,ok,93529,0,7551004187,2019-03-12 00:38:00,13.74773,,True,True,False,2,end,dresden,0,Wundtstr. / Zellescher Weg,15,51.02837,0,"{""15"": 2}"
True,frame_lock,False,0,free,0,4458,False,4405670,ok,93529,0,7551004187,2019-03-12 01:22:00,13.74773,,True,True,False,2,start,dresden,0,Wundtstr. / Zellescher Weg,15,51.02837,0,"{""15"": 2}"
False,frame_lock,False,0,,12,0,False,13325672,ok,93529,0,7551004187,2019-03-12 01:28:00,13.747617777778,,True,True,True,1,end,dresden,0,BIKE 93529,15,51.03336,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4346,False,264546,ok,93529,0,7551004187,2019-03-12 14:23:00,13.748906850815,,True,True,False,2,start,dresden,0,Strehlener Platz/Ackermannstr. 1A,15,51.03265382547,-1,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,,0,4346,False,264546,ok,93529,0,7551004187,2019-03-12 15:12:00,13.748906850815,,True,True,False,2,end,dresden,0,Strehlener Platz/Ackermannstr. 1A,15,51.03265382547,-1,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,,0,4346,False,264546,ok,93529,0,7551004187,2019-03-12 18:59:00,13.748906850815,,True,True,False,3,start,dresden,0,Strehlener Platz/Ackermannstr. 1A,15,51.03265382547,-1,"{""undefined"": 1, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13347286,ok,93529,0,7551004187,2019-03-12 19:24:00,13.761767777778,,True,True,True,1,end,dresden,0,BIKE 93529,15,51.027791111111,-1,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13347286,ok,93529,0,7551004187,2019-03-12 23:59:00,13.761598055555,,True,True,True,1,last,dresden,0,BIKE 93529,15,51.027564444444,-1,"{""15"": 1}"
True,frame_lock,False,0,,0,4355,False,264557,ok,93591,0,7551003012,2019-03-12 00:00:00,13.7167096138,,True,True,False,4,first,dresden,0,Altpieschen,15,51.077648763812,0,"{""15"": 4}"
