p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,trip,city,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
True,frame_lock,False,0,,0,4415,False,69118,ok,93584,0,7551003527,2019-03-07 00:00:00,13.736633062363,,True,True,False,1,first,dresden,0,Dresden Thalia (Dr.-Külz-Ring/Prager Str.),15,51.047039830317,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4415,False,69118,ok,93584,0,7551003527,2019-03-07 05:01:00,13.736633062363,,True,True,False,3,last,dresden,0,Dresden Thalia (Dr.-Külz-Ring/Prager Str.),15,51.047039830317,0,"{""undefined"": 2, ""15"": 1}"
True,frame_lock,False,0,,0,4385,False,264589,ok,93616,0,7551006429,2019-03-07 00:00:00,13.758868575096,,True,True,False,4,first,dresden,0,Wasaplatz,15,51.028122911363,0,"{""undefined"": 1, ""15"": 3}"
True,frame_lock,False,0,,0,4385,False,264589,ok,93616,0,7551006429,2019-03-07 05:19:00,13.758868575096,,True,True,False,4,last,dresden,0,Wasaplatz,15,51.028122911363,0,"{""undefined"": 1, ""15"": 3}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-07 00:00:00,13.747919797897,,True,True,False,1,first,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-07 10:27:00,13.747919797897,,True,True,False,1,start,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-07 10:29:00,13.747919797897,,True,True,False,1,end,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-07 10:34:00,13.747919797897,,True,True,False,1,start,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-07 10:36:00,13.747919797897,,True,True,False,1,end,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-07 17:54:00,13.747919797897,,True,True,False,2,start,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1, ""15"": 1}"
