p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_battery_pack,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,city,trip,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
True,frame_lock,False,0,,0,4393,False,264600,,ok,93346,0,7551005453,2019-03-31 00:00:00,13.779215812683,,True,True,False,4,dresden,first,0,Holbeinstraße,0,51.04745464766,,"{""undefined"": 1, ""15"": 3}"
True,frame_lock,False,0,,0,4393,False,264600,,ok,93346,0,7551005453,2019-03-31 23:59:00,13.779215812683,,True,True,False,5,dresden,last,0,Holbeinstraße,0,51.04745464766,,"{""undefined"": 1, ""15"": 4}"
False,frame_lock,False,0,,12,0,False,13884821,,ok,93616,0,7551006429,2019-03-31 08:02:00,13.739981111111,,True,True,True,1,dresden,first,0,BIKE 93616,15,51.049048888889,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13907636,,ok,93616,0,7551006429,2019-03-31 23:28:00,13.740144444444,,True,True,True,1,dresden,start,0,BIKE 93616,15,51.048964444444,,"{""15"": 1}"
True,frame_lock,False,0,,0,4414,False,115668,,ok,93616,0,7551006429,2019-03-31 23:30:00,13.739261627197,,True,True,False,5,dresden,end,0,Kreuzkirche,15,51.048304505734,,"{""undefined"": 3, ""15"": 2}"
True,frame_lock,False,0,,0,4414,False,115668,,ok,93616,0,7551006429,2019-03-31 23:59:00,13.739261627197,,True,True,False,5,dresden,last,0,Kreuzkirche,15,51.048304505734,,"{""undefined"": 3, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13876592,,ok,93625,0,7551005239,2019-03-31 00:00:00,13.744031111111,,True,True,True,1,dresden,first,0,BIKE 93625,15,51.055973333333,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13876592,,ok,93625,0,7551005239,2019-03-31 00:02:00,13.744031111111,,True,True,True,1,dresden,start,0,BIKE 93625,15,51.055973333333,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13878921,,ok,93625,0,7551005239,2019-03-31 01:20:00,13.681215555556,,True,True,True,1,dresden,end,0,BIKE 93625,15,51.062177777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13911100,,ok,93625,0,7551005239,2019-03-31 23:59:00,13.682963333333,Hamburger Straße,True,True,True,1,dresden,last,0,BIKE 93625,15,51.061817777778,,"{""15"": 1}"
True,frame_lock,False,0,free,0,4486,False,10299640,,ok,93153,0,7551006387,2019-03-31 00:00:00,13.744711875916,,True,True,False,5,dresden,first,0,Wohnheim Gret-Palucca.Straße / Lenneplatz,0,51.038209747621,,"{""undefined"": 3, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13887053,,ok,93153,0,7551006387,2019-03-31 10:33:00,13.743235555556,Strehlener Straße,True,True,True,1,dresden,start,0,BIKE 93153,0,51.03532,,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4463,False,4405747,,ok,93153,0,7551006387,2019-03-31 10:42:00,13.7325,,True,True,False,1,dresden,end,0,Lukasstr. / Hochschulstr.,0,51.03252,,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4463,False,4405747,,ok,93153,0,7551006387,2019-03-31 10:43:00,13.7325,,True,True,False,1,dresden,start,0,Lukasstr. / Hochschulstr.,0,51.03252,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13888949,,ok,93153,0,7551006387,2019-03-31 11:01:00,13.750813333333,Gerichtsstraße 1,True,True,True,1,dresden,end,0,BIKE 93153,0,51.051226666667,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13900918,,ok,93153,0,7551006387,2019-03-31 16:48:00,13.751151111111,Terrassenufer 15,True,True,True,1,dresden,start,0,BIKE 93153,0,51.052791111111,,"{""undefined"": 1}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93153,0,7551006387,2019-03-31 17:01:00,13.733623623848,,True,True,False,5,dresden,end,0,Hauptbahnhof,0,51.040476453474,,"{""undefined"": 4, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13905207,,ok,93153,0,7551006387,2019-03-31 19:39:00,13.733603333333,Strehlener Straße,True,True,True,1,dresden,start,0,BIKE 93153,0,51.038595555556,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4384,False,264588,,ok,93153,0,7551006387,2019-03-31 19:47:00,13.750821948051,,True,True,False,1,dresden,end,0,Teplitzer Str. / Reichenbachstr.,0,51.030902914154,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4384,False,264588,,ok,93153,0,7551006387,2019-03-31 19:50:00,13.750821948051,,True,True,False,1,dresden,start,0,Teplitzer Str. / Reichenbachstr.,0,51.030902914154,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13908296,,ok,93153,0,7551006387,2019-03-31 20:06:00,13.711195555556,Chemnitzer Straße 83,True,True,True,1,dresden,end,0,BIKE 93153,0,51.03268,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13909848,,ok,93153,0,7551006387,2019-03-31 23:59:00,13.710671111111,Würzburger Straße,True,True,True,1,dresden,last,0,BIKE 93153,0,51.032777777778,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4309,False,75238,,ok,93438,0,7551006653,2019-03-31 00:00:00,13.790373802185,,True,True,False,3,dresden,first,0,Hp. Dresden-Reick,0,51.021027075562,,"{""undefined"": 1, ""15"": 2}"
True,frame_lock,False,0,,0,4309,False,75238,,ok,93438,0,7551006653,2019-03-31 23:59:00,13.790373802185,,True,True,False,3,dresden,last,0,Hp. Dresden-Reick,0,51.021027075562,,"{""undefined"": 1, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13877812,,ok,93766,0,7551002605,2019-03-31 00:24:00,13.798777777778,,True,True,True,1,dresden,first,0,BIKE 93766,15,51.045457777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13878138,,ok,93766,0,7551002605,2019-03-31 07:46:00,13.80055,,True,True,True,1,dresden,start,0,BIKE 93766,15,51.045151111111,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13884696,,ok,93766,0,7551002605,2019-03-31 07:56:00,13.782334444444,Blasewitzer Straße 3,True,True,True,1,dresden,end,0,BIKE 93766,15,51.053417777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13897779,,ok,93766,0,7551002605,2019-03-31 23:59:00,13.782197777778,Blasewitzer Straße,True,True,True,1,dresden,last,0,BIKE 93766,15,51.053475555556,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13870523,,ok,93812,0,7551003389,2019-03-31 00:00:00,13.708078888889,,True,True,True,1,dresden,first,0,BIKE 93812,15,51.043271111111,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13870523,,ok,93812,0,7551003389,2019-03-31 08:35:00,13.707818888889,Saxoniastraße 7,True,True,True,1,dresden,start,0,BIKE 93812,15,51.043302222222,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13885910,,ok,93812,0,7551003389,2019-03-31 09:01:00,13.759817777778,Wanderer-Gasse,True,True,True,1,dresden,end,0,BIKE 93812,15,51.080071111111,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13885910,,ok,93812,0,7551003389,2019-03-31 13:57:00,13.759566666667,Königsbrücker Straße 96,True,True,True,1,dresden,start,0,BIKE 93812,15,51.079915555556,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13896935,,ok,93812,0,7551003389,2019-03-31 14:21:00,13.708384444444,Oederaner Straße 17,True,True,True,1,dresden,end,0,BIKE 93812,15,51.042968888889,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13910188,,ok,93812,0,7551003389,2019-03-31 23:59:00,13.708298888889,Oederaner Straße 17,True,True,True,1,dresden,last,0,BIKE 93812,15,51.043115555556,,"{""15"": 1}"
True,frame_lock,False,0,,0,4426,False,27113,,ok,93440,0,7551004130,2019-03-31 00:00:00,13.720845580101,,True,True,False,5,dresden,first,0,World-Trade-Center,0,51.049181327086,,"{""undefined"": 3, ""15"": 2}"
True,frame_lock,False,0,,0,4426,False,27113,,ok,93440,0,7551004130,2019-03-31 12:55:00,13.720845580101,,True,True,False,5,dresden,start,0,World-Trade-Center,0,51.049181327086,,"{""undefined"": 4, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13893508,,ok,93440,0,7551004130,2019-03-31 13:04:00,13.704996666667,Wernerplatz 3,True,True,True,1,dresden,end,0,BIKE 93440,0,51.046106666667,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13909823,,ok,93440,0,7551004130,2019-03-31 23:59:00,13.70449,Columbusstraße 9,True,True,True,1,dresden,last,0,BIKE 93440,0,51.046191111111,,"{""undefined"": 1}"
True,frame_lock,False,6,,0,4430,False,300244,,ok,93261,5,7551006641,2019-03-31 00:00:00,13.799300193787,,True,True,False,1,dresden,first,0,DVB Endpunkt Prohlis,0,50.999402205789,,"{""undefined"": 1}"
True,frame_lock,False,6,,0,4430,False,300244,,ok,93261,4,7551006641,2019-03-31 23:59:00,13.799300193787,,True,True,False,2,dresden,last,0,DVB Endpunkt Prohlis,0,50.999402205789,,"{""undefined"": 1, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13875532,,ok,93779,0,7551003427,2019-03-31 00:00:00,13.766235555556,,True,True,True,1,dresden,first,0,BIKE 93779,15,51.025,,"{""15"": 1}"
