p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_battery_pack,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,city,trip,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
False,frame_lock,False,0,,12,0,False,13877846,,ok,93779,0,7551003427,2019-03-31 13:05:00,13.764081111111,Dohnaer Straße 11a,True,True,True,1,dresden,start,0,BIKE 93779,15,51.026102222222,,"{""15"": 1}"
True,frame_lock,False,0,,0,4323,False,5254203,,ok,93779,0,7551003427,2019-03-31 13:33:00,13.734766244888,,True,True,False,3,dresden,end,0,HTW Dresden / Friedrich List Platz 1,15,51.037595829035,,"{""undefined"": 1, ""15"": 2}"
True,frame_lock,False,0,,0,4323,False,5254203,,ok,93779,0,7551003427,2019-03-31 17:37:00,13.734766244888,,True,True,False,3,dresden,start,0,HTW Dresden / Friedrich List Platz 1,15,51.037595829035,,"{""undefined"": 1, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13904891,,ok,93779,0,7551003427,2019-03-31 17:42:00,13.732422222222,,True,True,True,1,dresden,end,0,BIKE 93779,15,51.041057777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13904891,,ok,93779,0,7551003427,2019-03-31 18:23:00,13.732422222222,,True,True,True,1,dresden,start,0,BIKE 93779,15,51.041057777778,,"{""15"": 1}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93779,0,7551003427,2019-03-31 20:37:00,13.733623623848,,True,True,False,5,dresden,end,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 3, ""15"": 2}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93779,0,7551003427,2019-03-31 21:11:00,13.733623623848,,True,True,False,2,dresden,start,0,Hauptbahnhof,15,51.040476453474,,"{""undefined"": 1, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13909415,,ok,93779,0,7551003427,2019-03-31 22:24:00,13.734434444444,Wiener Platz,True,True,True,1,dresden,end,0,BIKE 93779,15,51.040857777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13909415,,ok,93779,0,7551003427,2019-03-31 22:48:00,13.734434444444,Wiener Platz,True,True,True,1,dresden,start,0,BIKE 93779,15,51.040857777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13910718,,ok,93779,0,7551003427,2019-03-31 23:01:00,13.701578888889,Reisewitzer Straße 49,True,True,True,1,dresden,end,0,BIKE 93779,15,51.039208888889,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13910718,,ok,93779,0,7551003427,2019-03-31 23:59:00,13.701578888889,Reisewitzer Straße 49,True,True,True,1,dresden,last,0,BIKE 93779,15,51.039208888889,,"{""15"": 1}"
True,frame_lock,False,0,,0,4426,False,27113,,ok,93476,0,7551005633,2019-03-31 00:00:00,13.720845580101,,True,True,False,5,dresden,first,0,World-Trade-Center,0,51.049181327086,,"{""undefined"": 3, ""15"": 2}"
True,frame_lock,False,0,,0,4426,False,27113,,ok,93476,0,7551005633,2019-03-31 14:11:00,13.720845580101,,True,True,False,3,dresden,start,0,World-Trade-Center,0,51.049181327086,,"{""undefined"": 2, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13896825,,ok,93476,0,7551005633,2019-03-31 14:19:00,13.731638888889,,True,True,True,1,dresden,end,0,BIKE 93476,0,51.041582222222,,"{""undefined"": 1}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93476,0,7551005633,2019-03-31 19:09:00,13.733623623848,,True,True,False,5,dresden,start,0,Hauptbahnhof,0,51.040476453474,,"{""undefined"": 4, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13907390,,ok,93476,0,7551005633,2019-03-31 19:17:00,13.736047777778,Wilsdruffer Straße 20,True,True,True,1,dresden,end,0,BIKE 93476,0,51.050715555556,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13907390,,ok,93476,0,7551005633,2019-03-31 20:20:00,13.735715555556,Wilsdruffer Straße,True,True,True,1,dresden,start,0,BIKE 93476,0,51.05088,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13908781,,ok,93476,0,7551005633,2019-03-31 20:33:00,13.737634444444,Großenhainer Straße 9,True,True,True,1,dresden,end,0,BIKE 93476,0,51.070155555556,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13908781,,ok,93476,0,7551005633,2019-03-31 23:59:00,13.73787,Großenhainer Straße 8b,True,True,True,1,dresden,last,0,BIKE 93476,0,51.070035555556,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13872795,,ok,93763,0,7551006327,2019-03-31 00:00:00,13.745247777778,,True,True,True,1,dresden,first,0,BIKE 93763,15,51.058177777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13901978,,ok,93763,0,7551006327,2019-03-31 23:59:00,13.745341111111,Köpckestraße,True,True,True,1,dresden,last,0,BIKE 93763,15,51.057431111111,,"{""15"": 1}"
True,frame_lock,False,0,free,0,4445,False,3679346,,ok,93016,0,7551006377,2019-03-31 00:00:00,13.768229484558,,True,True,False,2,dresden,first,0,Hotel Wyndham Garden Dresden,15,51.008253184007,,"{""15"": 2}"
True,frame_lock,False,0,free,0,4445,False,3679346,,ok,93016,0,7551006377,2019-03-31 23:59:00,13.768229484558,,True,True,False,2,dresden,last,0,Hotel Wyndham Garden Dresden,15,51.008253184007,,"{""15"": 2}"
True,frame_lock,False,0,free,0,4483,False,10299584,,ok,93728,0,7551005500,2019-03-31 00:00:00,13.69113,,True,True,False,2,dresden,first,0,Malterstraße (Haltestelle),15,51.04257,,"{""15"": 2}"
True,frame_lock,False,0,free,0,4483,False,10299584,,ok,93728,0,7551005500,2019-03-31 09:34:00,13.69113,,True,True,False,1,dresden,start,0,Malterstraße (Haltestelle),15,51.04257,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13886998,,ok,93728,0,7551005500,2019-03-31 09:51:00,13.734366666667,,True,True,True,1,dresden,end,0,BIKE 93728,15,51.053955555556,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13886998,,ok,93728,0,7551005500,2019-03-31 20:21:00,13.734495555556,Theaterplatz,True,True,True,1,dresden,start,0,BIKE 93728,15,51.054026666667,,"{""15"": 1}"
True,frame_lock,False,0,free,0,4483,False,10299584,,ok,93728,0,7551005500,2019-03-31 20:41:00,13.69113,,True,True,False,1,dresden,end,0,Malterstraße (Haltestelle),15,51.04257,,"{""15"": 1}"
True,frame_lock,False,0,free,0,4483,False,10299584,,ok,93728,0,7551005500,2019-03-31 23:59:00,13.69113,,True,True,False,2,dresden,last,0,Malterstraße (Haltestelle),15,51.04257,,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,,0,4358,False,264560,,ok,93040,0,7551003838,2019-03-31 00:00:00,13.704553842545,,True,True,False,4,dresden,first,0,Haltepunkt Trachau,15,51.08875925821,,"{""undefined"": 2, ""15"": 2}"
True,frame_lock,False,0,,0,4358,False,264560,,ok,93040,0,7551003838,2019-03-31 23:59:00,13.704553842545,,True,True,False,4,dresden,last,0,Haltepunkt Trachau,15,51.08875925821,,"{""undefined"": 2, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13877358,,ok,93788,0,7551007191,2019-03-31 00:00:00,13.732645555556,,True,True,True,1,dresden,first,0,BIKE 93788,15,51.037151111111,,"{""15"": 1}"
True,frame_lock,False,0,,0,4323,False,5254203,,ok,93788,0,7551007191,2019-03-31 23:59:00,13.734766244888,,True,True,False,1,dresden,last,0,HTW Dresden / Friedrich List Platz 1,15,51.037595829035,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13843903,,ok,93241,0,7551005465,2019-03-31 00:00:00,13.782903333333,Fetscherstraße 74,True,True,True,1,dresden,first,0,BIKE 93241,15,51.05868,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13908438,,ok,93241,0,7551005465,2019-03-31 23:59:00,13.782863333333,Fetscherstraße 74,True,True,True,1,dresden,last,0,BIKE 93241,15,51.058804444444,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13863558,,ok,93695,0,7551004054,2019-03-31 00:00:00,13.741494444444,,True,True,True,1,dresden,first,0,BIKE 93695,15,51.056217777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13863558,,ok,93695,0,7551004054,2019-03-31 23:59:00,13.741292222222,,True,True,True,1,dresden,last,0,BIKE 93695,15,51.056431111111,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13844335,,ok,93644,0,7551005296,2019-03-31 00:00:00,13.742952222222,Köpckestraße,True,True,True,1,dresden,first,0,BIKE 93644,15,51.05784,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13909597,,ok,93644,0,7551005296,2019-03-31 23:59:00,13.743133333333,Köpckestraße,True,True,True,1,dresden,last,0,BIKE 93644,15,51.058004444444,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13808552,,ok,93784,0,7551004116,2019-03-31 00:00:00,13.719704444444,Buchholzer Straße,True,True,True,1,dresden,first,0,BIKE 93784,15,51.095955555556,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13884993,,ok,93784,0,7551004116,2019-03-31 12:22:00,13.719582222222,Buchholzer Straße,True,True,True,1,dresden,start,0,BIKE 93784,15,51.096035555556,,"{""15"": 1}"
True,frame_lock,False,6,,0,4386,False,264592,,ok,93784,3,7551004116,2019-03-31 13:59:00,13.752071857452,,True,True,False,3,dresden,end,0,Zoo,15,51.037110085489,,"{""undefined"": 1, ""15"": 2}"
True,frame_lock,False,6,,0,4386,False,264592,,ok,93784,4,7551004116,2019-03-31 15:41:00,13.752071857452,,True,True,False,2,dresden,start,0,Zoo,15,51.037110085489,,"{""15"": 2}"
False,frame_lock,False,0,,12,0,False,13901121,,ok,93784,0,7551004116,2019-03-31 15:57:00,13.735864444444,,True,True,True,1,dresden,end,0,BIKE 93784,15,51.043782222222,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13908429,,ok,93784,0,7551004116,2019-03-31 23:59:00,13.736683333333,St. Petersburger Straße 28,True,True,True,1,dresden,last,0,BIKE 93784,15,51.043791111111,,"{""15"": 1}"
True,frame_lock,False,0,,0,4372,False,264574,,ok,93314,0,7551002769,2019-03-31 00:00:00,13.71099114418,,True,True,False,2,dresden,first,0,Chemnitzer Straße,0,51.033662509278,,"{""undefined"": 2}"
True,frame_lock,False,0,,0,4372,False,264574,,ok,93314,0,7551002769,2019-03-31 19:00:00,13.71099114418,,True,True,False,2,dresden,start,0,Chemnitzer Straße,0,51.033662509278,,"{""undefined"": 2}"
True,frame_lock,False,0,,0,4418,False,19892,,ok,93314,0,7551002769,2019-03-31 19:16:00,13.735235631466,,True,True,False,5,dresden,end,0,Prager Str. / Mc Donalds,0,51.04281219133,,"{""undefined"": 3, ""15"": 2}"
True,frame_lock,False,0,,0,4418,False,19892,,ok,93314,0,7551002769,2019-03-31 21:27:00,13.735235631466,,True,True,False,4,dresden,start,0,Prager Str. / Mc Donalds,0,51.04281219133,,"{""undefined"": 1, ""15"": 3}"
False,frame_lock,False,0,,12,0,False,13909791,,ok,93314,0,7551002769,2019-03-31 21:48:00,13.739221111111,Hansastraße,True,True,True,1,dresden,end,0,BIKE 93314,0,51.066333333333,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13909791,,ok,93314,0,7551002769,2019-03-31 23:59:00,13.739642222222,Hansastraße,True,True,True,1,dresden,last,0,BIKE 93314,0,51.066262222222,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4422,False,316914,,ok,93495,0,7551003844,2019-03-31 00:00:00,13.732169866562,,True,True,False,3,dresden,first,0,Beherbergungsschiff (Pöppelmann),0,51.064283655155,,"{""undefined"": 2, ""15"": 1}"
True,frame_lock,False,0,,0,4422,False,316914,,ok,93495,0,7551003844,2019-03-31 09:38:00,13.732169866562,,True,True,False,3,dresden,start,0,Beherbergungsschiff (Pöppelmann),0,51.064283655155,,"{""undefined"": 2, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13886959,,ok,93495,0,7551003844,2019-03-31 09:49:00,13.709094444444,Rietzstraße 37,True,True,True,1,dresden,start,0,BIKE 93495,0,51.082502222222,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13888376,,ok,93495,0,7551003844,2019-03-31 10:41:00,13.709775555556,Rietzstraße 35,True,True,True,1,dresden,start,0,BIKE 93495,0,51.082822222222,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4416,False,820,,ok,93495,0,7551003844,2019-03-31 10:57:00,13.723669,,True,True,False,2,dresden,end,0,Jugendgästehaus Maternistr. 22,0,51.048962,,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,,0,4416,False,820,,ok,93495,0,7551003844,2019-03-31 14:18:00,13.723669,,True,True,False,2,dresden,start,0,Jugendgästehaus Maternistr. 22,0,51.048962,,"{""undefined"": 1, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13898585,,ok,93495,0,7551003844,2019-03-31 14:58:00,13.736697777778,Mosczinskystraße 10,True,True,True,1,dresden,end,0,BIKE 93495,0,51.042035555556,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13905656,,ok,93495,0,7551003844,2019-03-31 21:11:00,13.735918888889,Sidonienstraße 18,True,True,True,1,dresden,start,0,BIKE 93495,0,51.041346666667,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4325,False,6768,,ok,93495,0,7551003844,2019-03-31 21:26:00,13.771276473999,,True,True,False,2,dresden,end,0,Fetscherplatz,0,51.046641871977,,"{""undefined"": 2}"
True,frame_lock,False,0,,0,4325,False,6768,,ok,93495,0,7551003844,2019-03-31 23:03:00,13.771276473999,,True,True,False,2,dresden,start,0,Fetscherplatz,0,51.046641871977,,"{""undefined"": 2}"
False,frame_lock,False,0,,12,0,False,13910833,,ok,93495,0,7551003844,2019-03-31 23:14:00,13.787362222222,Hepkestraße 38,True,True,True,1,dresden,end,0,BIKE 93495,0,51.038186666667,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13910833,,ok,93495,0,7551003844,2019-03-31 23:59:00,13.787362222222,Hepkestraße 38,True,True,True,1,dresden,last,0,BIKE 93495,0,51.038186666667,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4411,False,10924,,ok,93719,0,7551006402,2019-03-31 00:00:00,13.732599020004,,True,True,False,5,dresden,first,0,Postplatz / Staatsschauspiel Dresden,15,51.051869018341,,"{""15"": 5}"
True,frame_lock,False,0,,0,4411,False,10924,,ok,93719,0,7551006402,2019-03-31 00:01:00,13.732599020004,,True,True,False,4,dresden,start,0,Postplatz / Staatsschauspiel Dresden,15,51.051869018341,,"{""15"": 4}"
True,frame_lock,False,0,,0,4437,False,310791,,ok,93719,0,7551006402,2019-03-31 00:18:00,13.6929666996,,True,True,False,5,dresden,end,0,Conertplatz,15,51.046001084414,,"{""undefined"": 3, ""15"": 2}"
True,frame_lock,False,0,,0,4437,False,310791,,ok,93719,0,7551006402,2019-03-31 02:32:00,13.6929666996,,True,True,False,5,dresden,start,0,Conertplatz,15,51.046001084414,,"{""undefined"": 3, ""15"": 2}"
True,frame_lock,False,0,free,0,4483,False,10299584,,ok,93719,0,7551006402,2019-03-31 02:36:00,13.69113,,True,True,False,3,dresden,end,0,Malterstraße (Haltestelle),15,51.04257,,"{""15"": 3}"
True,frame_lock,False,0,free,0,4483,False,10299584,,ok,93719,0,7551006402,2019-03-31 09:06:00,13.69113,,True,True,False,2,dresden,start,0,Malterstraße (Haltestelle),15,51.04257,,"{""15"": 2}"
False,frame_lock,False,0,,12,0,False,13886139,,ok,93719,0,7551006402,2019-03-31 09:10:00,13.694536666667,Rudolf-Renner-Straße 55,True,True,True,1,dresden,end,0,BIKE 93719,15,51.043333333333,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13886139,,ok,93719,0,7551006402,2019-03-31 09:52:00,13.694536666667,Rudolf-Renner-Straße 55,True,True,True,1,dresden,start,0,BIKE 93719,15,51.043333333333,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13887189,,ok,93719,0,7551006402,2019-03-31 09:58:00,13.702406666667,,True,True,True,1,dresden,end,0,BIKE 93719,15,51.043791111111,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13887189,,ok,93719,0,7551006402,2019-03-31 11:52:00,13.702406666667,,True,True,True,1,dresden,start,0,BIKE 93719,15,51.043791111111,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13890803,,ok,93719,0,7551006402,2019-03-31 11:59:00,13.69274,Conertplatz 5,True,True,True,1,dresden,end,0,BIKE 93719,15,51.045093333333,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13890803,,ok,93719,0,7551006402,2019-03-31 13:34:00,13.69274,Conertplatz 5,True,True,True,1,dresden,start,0,BIKE 93719,15,51.045093333333,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13895384,,ok,93719,0,7551006402,2019-03-31 13:47:00,13.710034444444,Zwickauer Straße 88,True,True,True,1,dresden,end,0,BIKE 93719,15,51.035791111111,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13895384,,ok,93719,0,7551006402,2019-03-31 14:59:00,13.710034444444,Bamberger Straße 1,True,True,True,1,dresden,start,0,BIKE 93719,15,51.035457777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13899112,,ok,93719,0,7551006402,2019-03-31 15:11:00,13.694906666667,Emil-Ueberall-Straße 19,True,True,True,1,dresden,end,0,BIKE 93719,15,51.0438,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13899112,,ok,93719,0,7551006402,2019-03-31 16:06:00,13.694851111111,Emil-Ueberall-Straße 21,True,True,True,1,dresden,start,0,BIKE 93719,15,51.043844444444,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13902329,,ok,93719,0,7551006402,2019-03-31 16:27:00,13.734251111111,Wallstraße,True,True,True,1,dresden,end,0,BIKE 93719,15,51.04812,,"{""15"": 1}"
