p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_battery_pack,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,city,trip,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
False,frame_lock,False,0,,12,0,False,13799854,,ok,93153,0,7551006387,2019-03-29 00:00:00,13.734186666667,,True,True,True,1,dresden,first,0,BIKE 93153,0,51.039373333333,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13799854,,ok,93153,0,7551006387,2019-03-29 00:48:00,13.734186666667,,True,True,True,1,dresden,start,0,BIKE 93153,0,51.039373333333,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13801185,,ok,93153,0,7551006387,2019-03-29 00:56:00,13.731364444444,Liliengasse 5,True,True,True,1,dresden,end,0,BIKE 93153,0,51.047666666667,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13803482,,ok,93153,0,7551006387,2019-03-29 04:29:00,13.731037777778,Seilergasse 7,True,True,True,1,dresden,start,0,BIKE 93153,0,51.047448888889,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4426,False,27113,,ok,93153,0,7551006387,2019-03-29 04:36:00,13.720845580101,,True,True,False,1,dresden,end,0,World-Trade-Center,0,51.049181327086,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4426,False,27113,,ok,93153,0,7551006387,2019-03-29 07:12:00,13.720845580101,,True,True,False,2,dresden,start,0,World-Trade-Center,0,51.049181327086,,"{""undefined"": 1, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13806415,,ok,93153,0,7551006387,2019-03-29 07:18:00,13.725063333333,Polierstraße,True,True,True,1,dresden,end,0,BIKE 93153,0,51.044964444444,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13811050,,ok,93153,0,7551006387,2019-03-29 13:12:00,13.724902222222,Falkenstraße 13,True,True,True,1,dresden,start,0,BIKE 93153,0,51.045311111111,,"{""undefined"": 1}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93153,0,7551006387,2019-03-29 13:17:00,13.733623623848,,True,True,False,5,dresden,end,0,Hauptbahnhof,0,51.040476453474,,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,True,0,,0,4313,False,120,,ok,93153,0,7551006387,2019-03-29 15:21:00,13.733623623848,,True,True,False,5,dresden,start,0,Hauptbahnhof,0,51.040476453474,,"{""undefined"": 4, ""15"": 1}"
True,frame_lock,False,0,,0,4403,False,38955,,ok,93153,0,7551006387,2019-03-29 15:38:00,13.739293813705,,True,True,False,1,dresden,end,0,Palaisplatz,0,51.060231225501,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4403,False,38955,,ok,93153,0,7551006387,2019-03-29 16:14:00,13.739293813705,,True,True,False,1,dresden,start,0,Palaisplatz,0,51.060231225501,,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4484,False,10299599,,ok,93153,0,7551006387,2019-03-29 16:21:00,13.74754,,True,True,False,1,dresden,end,0,Louisenstraße,0,51.06798,,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4484,False,10299599,,ok,93153,0,7551006387,2019-03-29 23:59:00,13.74754,,True,True,False,2,dresden,last,0,Louisenstraße,0,51.06798,,"{""undefined"": 1, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13798986,,ok,93616,0,7551006429,2019-03-29 00:00:00,13.725366666667,Oschatzer Straße 35,True,True,True,1,dresden,first,0,BIKE 93616,15,51.077524444444,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13804449,,ok,93616,0,7551006429,2019-03-29 07:12:00,13.72525,Osterbergstraße 8,True,True,True,1,dresden,start,0,BIKE 93616,15,51.078835555556,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13806606,,ok,93616,0,7551006429,2019-03-29 07:26:00,13.728001111111,Ostra-Allee 33,True,True,True,1,dresden,end,0,BIKE 93616,15,51.057382222222,,"{""15"": 1}"
True,frame_lock,False,6,,0,4303,False,265880,,ok,93616,4,7551006429,2019-03-29 11:48:00,13.728811740875,,True,True,False,2,dresden,start,0,Sächsische Zeitung / Haus der Presse,15,51.057284394171,,"{""undefined"": 1, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13813751,,ok,93616,0,7551006429,2019-03-29 11:54:00,13.736704444444,Leipziger Straße,True,True,True,1,dresden,end,0,BIKE 93616,15,51.063417777778,,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13822569,,ok,93616,0,7551006429,2019-03-29 16:11:00,13.737146666667,Eisenbahnstraße,True,True,True,1,dresden,last,0,BIKE 93616,15,51.063857777778,,"{""15"": 1}"
True,frame_lock,False,0,,0,4321,False,321013,,ok,93625,0,7551005239,2019-03-29 00:00:00,13.678997755051,,True,True,False,3,dresden,first,0,Ringhotel Residenz Alt Dresden,15,51.059779435159,,"{""15"": 3}"
True,frame_lock,False,0,,0,4321,False,321013,,ok,93625,0,7551005239,2019-03-29 23:59:00,13.678997755051,,True,True,False,3,dresden,last,0,Ringhotel Residenz Alt Dresden,15,51.059779435159,,"{""15"": 3}"
False,frame_lock,False,0,,12,0,False,13799870,,ok,93346,0,7551005453,2019-03-29 00:00:00,13.747605555556,Eschenstraße 9,True,True,True,1,dresden,first,0,BIKE 93346,0,51.070173333333,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13811870,,ok,93346,0,7551005453,2019-03-29 11:08:00,13.747768888889,Eschenstraße 6,True,True,True,1,dresden,start,0,BIKE 93346,0,51.07032,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13812533,,ok,93346,0,7551005453,2019-03-29 11:12:00,13.744381111111,Conradstraße 4,True,True,True,1,dresden,end,0,BIKE 93346,0,51.071573333333,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13812533,,ok,93346,0,7551005453,2019-03-29 11:14:00,13.744381111111,Conradstraße 4,True,True,True,1,dresden,start,0,BIKE 93346,0,51.071573333333,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13812725,,ok,93346,0,7551005453,2019-03-29 11:19:00,13.752592222222,Louisenstraße 41,True,True,True,1,dresden,end,0,BIKE 93346,0,51.066902222222,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13812725,,ok,93346,0,7551005453,2019-03-29 11:49:00,13.752592222222,Louisenstraße 41,True,True,True,1,dresden,start,0,BIKE 93346,0,51.066902222222,,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4469,False,10299456,,ok,93346,0,7551005453,2019-03-29 12:08:00,13.746272921562,,True,True,False,1,dresden,end,0,Bischofsplatz (S-Bahn),0,51.071925666476,,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4469,False,10299456,,ok,93346,0,7551005453,2019-03-29 14:47:00,13.746272921562,,True,True,False,1,dresden,start,0,Bischofsplatz (S-Bahn),0,51.071925666476,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13820141,,ok,93346,0,7551005453,2019-03-29 14:51:00,13.752038888889,Förstereistraße 40,True,True,True,1,dresden,end,0,BIKE 93346,0,51.070435555556,,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4327,False,121771,,ok,93346,0,7551005453,2019-03-29 18:50:00,13.750328421593,,True,True,False,2,dresden,start,0,Schauburg,0,51.071143657107,,"{""undefined"": 2}"
False,frame_lock,False,0,,12,0,False,13829955,,ok,93346,0,7551005453,2019-03-29 18:58:00,13.741196666667,Fritz-Hoffmann-Straße 3,True,True,True,1,dresden,end,0,BIKE 93346,0,51.069124444444,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13832694,,ok,93346,0,7551005453,2019-03-29 20:57:00,13.740415555556,Rudolfstraße 11,True,True,True,1,dresden,start,0,BIKE 93346,0,51.069635555556,,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13833080,,ok,93346,0,7551005453,2019-03-29 21:05:00,13.753165555556,Bischofsweg 17a,True,True,True,1,dresden,end,0,BIKE 93346,0,51.071511111111,,"{""undefined"": 1}"
