p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,trip,city,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
True,frame_lock,False,0,free,0,4482,False,10299563,ok,93584,0,7551003527,2019-03-10 00:00:00,13.75129,,True,True,False,2,first,dresden,0,Bautzner Straße / Rothenburger Straße,15,51.06294,0,"{""15"": 2}"
True,frame_lock,False,0,free,0,4482,False,10299563,ok,93584,0,7551003527,2019-03-10 00:35:00,13.75129,,True,True,False,2,start,dresden,0,Bautzner Straße / Rothenburger Straße,15,51.06294,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4373,False,264575,ok,93584,0,7551003527,2019-03-10 00:45:00,13.741257190704,,True,True,False,1,end,dresden,0,Friedensstraße/Conradstr.,15,51.071740277519,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4373,False,264575,ok,93584,0,7551003527,2019-03-10 23:59:00,13.741257190704,,True,True,False,3,last,dresden,0,Friedensstraße/Conradstr.,15,51.071740277519,0,"{""15"": 3}"
True,frame_lock,False,4,,0,4409,False,318577,ok,93616,3,7551006429,2019-03-10 00:00:00,13.791795372963,,True,True,False,1,first,dresden,0,Hotel Smetana,15,51.038820284961,0,"{""15"": 1}"
True,frame_lock,False,4,,0,4409,False,318577,ok,93616,2,7551006429,2019-03-10 23:59:00,13.791795372963,,True,True,False,2,last,dresden,0,Hotel Smetana,15,51.038820284961,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-10 00:00:00,13.747919797897,,True,True,False,1,first,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4419,False,20963,ok,93362,0,7551005456,2019-03-10 23:59:00,13.747919797897,,True,True,False,1,last,dresden,0,Blüherstr. / Hygienemuseum,0,51.043781867398,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13270637,ok,93346,0,7551005453,2019-03-10 00:00:00,13.765728541666,,True,True,True,1,first,dresden,0,BIKE 93346,0,51.045277777778,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13270637,ok,93346,0,7551005453,2019-03-10 23:59:00,13.76582332511,,True,True,True,1,last,dresden,0,BIKE 93346,0,51.045111428494,0,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4455,False,4405631,ok,93529,0,7551004187,2019-03-10 00:00:00,13.74561,,True,True,False,2,first,dresden,0,Strehlener Str. / Immatrikulationsamt,15,51.03486,0,"{""15"": 2}"
True,frame_lock,False,0,free,0,4455,False,4405631,ok,93529,0,7551004187,2019-03-10 23:59:00,13.74561,,True,True,False,2,last,dresden,0,Strehlener Str. / Immatrikulationsamt,15,51.03486,0,"{""undefined"": 1, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13256442,ok,93591,0,7551003012,2019-03-10 00:00:00,13.762506019965,,True,True,True,1,first,dresden,0,BIKE 93591,15,51.070451540799,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13256442,ok,93591,0,7551003012,2019-03-10 07:44:00,13.76266634847,,True,True,True,1,start,dresden,0,BIKE 93591,15,51.070557665744,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4308,False,14262,ok,93591,0,7551003012,2019-03-10 07:53:00,13.749507665634,,True,True,False,2,end,dresden,0,Königsbrücker Platz,15,51.074982791812,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4308,False,14262,ok,93591,0,7551003012,2019-03-10 07:54:00,13.749507665634,,True,True,False,2,start,dresden,0,Königsbrücker Platz,15,51.074982791812,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4355,False,264557,ok,93591,0,7551003012,2019-03-10 08:06:00,13.7167096138,,True,True,False,3,end,dresden,0,Altpieschen,15,51.077648763812,0,"{""15"": 3}"
True,frame_lock,False,0,,0,4355,False,264557,ok,93591,0,7551003012,2019-03-10 23:59:00,13.7167096138,,True,True,False,3,last,dresden,0,Altpieschen,15,51.077648763812,0,"{""15"": 3}"
True,frame_lock,False,0,free,0,4480,False,10299517,ok,93261,0,7551006641,2019-03-10 00:00:00,13.740307688713,,True,True,False,2,first,dresden,0,Reichenbachstraße / Gutzkowstraße (Wohnheim),0,51.033547810554,0,"{""undefined"": 2}"
False,frame_lock,False,0,,12,0,False,13299134,ok,93261,0,7551006641,2019-03-10 23:59:00,13.736407777778,,True,True,True,1,last,dresden,0,BIKE 93261,0,51.035515555556,0,"{""undefined"": 1}"
True,frame_lock,False,0,free,0,4332,False,73,ok,93779,0,7551003427,2019-03-10 00:00:00,13.741219639778,,True,True,False,5,first,dresden,0,Bf. Dresden-Neustadt,15,51.065183772328,0,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,False,0,free,0,4332,False,73,ok,93779,0,7551003427,2019-03-10 03:30:00,13.741219639778,,True,True,False,5,start,dresden,0,Bf. Dresden-Neustadt,15,51.065183772328,0,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,False,0,free,0,4332,False,73,ok,93779,0,7551003427,2019-03-10 03:52:00,13.741219639778,,True,True,False,5,end,dresden,0,Bf. Dresden-Neustadt,15,51.065183772328,0,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,False,0,free,0,4332,False,73,ok,93779,0,7551003427,2019-03-10 05:51:00,13.741219639778,,True,True,False,5,start,dresden,0,Bf. Dresden-Neustadt,15,51.065183772328,0,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,False,0,free,0,4332,False,73,ok,93779,0,7551003427,2019-03-10 08:04:00,13.741219639778,,True,True,False,5,end,dresden,0,Bf. Dresden-Neustadt,15,51.065183772328,0,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,False,0,free,0,4332,False,73,ok,93779,0,7551003427,2019-03-10 16:21:00,13.741219639778,,True,True,False,5,start,dresden,0,Bf. Dresden-Neustadt,15,51.065183772328,0,"{""undefined"": 1, ""15"": 4}"
False,frame_lock,False,0,,12,0,False,13294201,ok,93779,0,7551003427,2019-03-10 16:26:00,13.7483,,True,True,True,1,end,dresden,0,BIKE 93779,15,51.068546666667,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13294201,ok,93779,0,7551003427,2019-03-10 16:49:00,13.74822,,True,True,True,1,start,dresden,0,BIKE 93779,15,51.068713333333,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13294781,ok,93779,0,7551003427,2019-03-10 16:55:00,13.743847777778,,True,True,True,1,end,dresden,0,BIKE 93779,15,51.064675555556,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13294781,ok,93779,0,7551003427,2019-03-10 22:32:00,13.743525833333,,True,True,True,1,start,dresden,0,BIKE 93779,15,51.064335555556,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13299666,ok,93779,0,7551003427,2019-03-10 22:42:00,13.76071,,True,True,True,1,end,dresden,0,BIKE 93779,15,51.068035555556,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13299666,ok,93779,0,7551003427,2019-03-10 23:59:00,13.760505555556,,True,True,True,1,last,dresden,0,BIKE 93779,15,51.068262222223,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13252225,ok,93476,0,7551005633,2019-03-10 00:00:00,13.723764408364,,True,True,True,1,first,dresden,0,BIKE 93476,0,51.053807448357,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13299287,ok,93476,0,7551005633,2019-03-10 23:59:00,13.721126666667,,True,True,True,1,last,dresden,0,BIKE 93476,0,51.055168888889,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4309,False,75238,ok,93698,0,7551003551,2019-03-10 00:00:00,13.790373802185,,True,True,False,5,first,dresden,0,Hp. Dresden-Reick,15,51.021027075562,0,"{""undefined"": 1, ""15"": 4}"
True,frame_lock,False,0,,0,4309,False,75238,ok,93698,0,7551003551,2019-03-10 23:59:00,13.790373802185,,True,True,False,4,last,dresden,0,Hp. Dresden-Reick,15,51.021027075562,0,"{""undefined"": 1, ""15"": 3}"
True,frame_lock,False,0,,0,4323,False,5254203,ok,93011,0,7551006305,2019-03-10 00:00:00,13.734766244888,,True,True,False,5,first,dresden,0,HTW Dresden / Friedrich List Platz 1,15,51.037595829035,0,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,False,0,,0,4323,False,5254203,ok,93011,0,7551006305,2019-03-10 19:18:00,13.734766244888,,True,True,False,4,start,dresden,0,HTW Dresden / Friedrich List Platz 1,15,51.037595829035,0,"{""undefined"": 1, ""15"": 3}"
False,frame_lock,False,0,,12,0,False,13297149,ok,93011,0,7551006305,2019-03-10 19:24:00,13.731675555556,,True,True,True,1,end,dresden,0,BIKE 93011,15,51.031164444444,0,"{""15"": 1}"
True,frame_lock,False,0,free,0,4463,False,4405747,ok,93011,0,7551006305,2019-03-10 23:59:00,13.7325,,True,True,False,2,last,dresden,0,Lukasstr. / Hochschulstr.,15,51.03252,0,"{""15"": 2}"
False,frame_lock,False,0,,12,0,False,13278575,ok,93576,0,7551003157,2019-03-10 00:00:00,13.723474444444,,True,True,True,1,first,dresden,0,BIKE 93576,15,51.04108,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13295737,ok,93576,0,7551003157,2019-03-10 23:59:00,13.722554166666,,True,True,True,1,last,dresden,0,BIKE 93576,15,51.041248888889,0,"{""15"": 1}"
True,frame_lock,False,6,stele,0,4428,False,300243,ok,93149,4,7551006901,2019-03-10 00:00:00,13.863823413849,,True,True,False,2,first,dresden,0,DVB Endpunkt Pillnitz,0,51.013936903414,0,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,6,stele,0,4428,False,300243,ok,93149,4,7551006901,2019-03-10 23:59:00,13.863823413849,,True,True,False,2,last,dresden,0,DVB Endpunkt Pillnitz,0,51.013936903414,0,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,,7,4417,False,14103,ok,93432,0,7551004009,2019-03-10 00:00:00,13.736576,,True,True,False,3,first,dresden,0,Ibis Hotel Königstein / Prager Straße,0,51.046156,0,"{""undefined"": 2, ""15"": 1}"
True,frame_lock,False,0,,7,4417,False,14103,ok,93432,0,7551004009,2019-03-10 23:59:00,13.736576,,True,True,False,5,last,dresden,0,Ibis Hotel Königstein / Prager Straße,0,51.046156,0,"{""undefined"": 2, ""15"": 3}"
True,frame_lock,False,0,,0,4300,False,338637,ok,93695,0,7551004054,2019-03-10 00:00:00,13.722803592682,,True,True,False,2,first,dresden,0,Bhf. Mitte - Weißeritzstraße,15,51.055706379924,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4300,False,338637,ok,93695,0,7551004054,2019-03-10 01:33:00,13.722803592682,,True,True,False,2,start,dresden,0,Bhf. Mitte - Weißeritzstraße,15,51.055706379924,0,"{""15"": 2}"
True,frame_lock,False,0,,0,4437,False,310791,ok,93695,0,7551004054,2019-03-10 01:51:00,13.6929666996,,True,True,False,4,end,dresden,0,Conertplatz,15,51.046001084414,0,"{""15"": 4}"
True,frame_lock,False,0,,0,4437,False,310791,ok,93695,0,7551004054,2019-03-10 16:04:00,13.6929666996,,True,True,False,2,start,dresden,0,Conertplatz,15,51.046001084414,0,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,,0,4379,False,264582,ok,93695,0,7551004054,2019-03-10 16:28:00,13.719418644905,,True,True,False,3,end,dresden,0,Budapester Straße,15,51.04038538261,0,"{""undefined"": 1, ""15"": 2}"
True,frame_lock,False,0,,0,4379,False,264582,ok,93695,0,7551004054,2019-03-10 17:48:00,13.719418644905,,True,True,False,3,start,dresden,0,Budapester Straße,15,51.04038538261,0,"{""undefined"": 1, ""15"": 2}"
True,frame_lock,True,0,,0,4313,False,120,ok,93695,0,7551004054,2019-03-10 17:55:00,13.733623623848,,True,True,False,3,end,dresden,0,Hauptbahnhof,15,51.040476453474,0,"{""15"": 3}"
True,frame_lock,True,0,,0,4313,False,120,ok,93695,0,7551004054,2019-03-10 18:16:00,13.733623623848,,True,True,False,3,start,dresden,0,Hauptbahnhof,15,51.040476453474,0,"{""undefined"": 1, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13296211,ok,93695,0,7551004054,2019-03-10 18:23:00,13.722676666667,,True,True,True,1,end,dresden,0,BIKE 93695,15,51.042711111111,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13298512,ok,93695,0,7551004054,2019-03-10 23:59:00,13.722477638889,,True,True,True,1,last,dresden,0,BIKE 93695,15,51.042807777778,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4422,False,316914,ok,93644,0,7551005296,2019-03-10 00:00:00,13.732169866562,,True,True,False,1,first,dresden,0,Beherbergungsschiff (Pöppelmann),15,51.064283655155,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4422,False,316914,ok,93644,0,7551005296,2019-03-10 23:59:00,13.732169866562,,True,True,False,1,last,dresden,0,Beherbergungsschiff (Pöppelmann),15,51.064283655155,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13277363,ok,93784,0,7551004116,2019-03-10 00:00:00,13.732865555556,,True,True,True,1,first,dresden,0,BIKE 93784,15,51.044662222222,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4418,False,19892,ok,93784,0,7551004116,2019-03-10 00:28:00,13.735235631466,,True,True,False,4,start,dresden,0,Prager Str. / Mc Donalds,15,51.04281219133,0,"{""undefined"": 3, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13279005,ok,93784,0,7551004116,2019-03-10 00:30:00,13.732511111111,,True,True,True,1,end,dresden,0,BIKE 93784,15,51.042488888889,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13296065,ok,93784,0,7551004116,2019-03-10 23:59:00,13.731870694444,,True,True,True,1,last,dresden,0,BIKE 93784,15,51.042723888889,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13260767,ok,93340,0,7551003083,2019-03-10 00:00:00,13.745231180555,,True,True,True,1,first,dresden,0,BIKE 93340,0,51.073599027778,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13284978,ok,93340,0,7551003083,2019-03-10 23:59:00,13.745196857639,,True,True,True,1,last,dresden,0,BIKE 93340,0,51.073550920139,0,"{""undefined"": 1}"
True,frame_lock,False,0,,0,4358,False,264560,ok,93495,0,7551003844,2019-03-10 00:00:00,13.704553842545,,True,True,False,4,first,dresden,0,Haltepunkt Trachau,0,51.08875925821,0,"{""undefined"": 3, ""15"": 1}"
True,frame_lock,False,0,,0,4358,False,264560,ok,93495,0,7551003844,2019-03-10 23:59:00,13.704553842545,,True,True,False,4,last,dresden,0,Haltepunkt Trachau,0,51.08875925821,0,"{""undefined"": 3, ""15"": 1}"
True,frame_lock,False,6,,0,4399,False,329097,ok,93719,2,7551006402,2019-03-10 00:00:00,13.804289102554,,True,True,False,4,first,dresden,0,Schillergalerie,15,51.051369935647,0,"{""undefined"": 1, ""15"": 3}"
True,frame_lock,False,6,,0,4399,False,329097,ok,93719,2,7551006402,2019-03-10 16:20:00,13.804289102554,,True,True,False,4,start,dresden,0,Schillergalerie,15,51.051369935647,0,"{""undefined"": 1, ""15"": 3}"
False,frame_lock,False,0,,12,0,False,13294221,ok,93719,0,7551006402,2019-03-10 16:27:00,13.816343333333,,True,True,True,1,end,dresden,0,BIKE 93719,15,51.052635555556,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4316,False,12938,ok,93719,0,7551006402,2019-03-10 20:58:00,13.814862370491,,True,True,False,1,start,dresden,0,Körnerplatz / Friedrich-Wieck-Straße,15,51.053872039366,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4391,False,264598,ok,93719,0,7551006402,2019-03-10 21:16:00,13.774216175079,,True,True,False,2,end,dresden,0,Stresemannplatz,15,51.042938671968,0,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,,0,4391,False,264598,ok,93719,0,7551006402,2019-03-10 23:59:00,13.774216175079,,True,True,False,2,last,dresden,0,Stresemannplatz,15,51.042938671968,0,"{""undefined"": 1, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13275949,ok,93741,0,7551004448,2019-03-10 00:00:00,13.728825555555,,True,True,True,1,first,dresden,0,BIKE 93741,15,51.040946666667,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13298230,ok,93741,0,7551004448,2019-03-10 22:14:00,13.728121111111,,True,True,True,1,start,dresden,0,BIKE 93741,15,51.040146666667,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4435,False,310789,ok,93741,0,7551004448,2019-03-10 22:31:00,13.703261017799,,True,True,False,3,end,dresden,0,Haltepunkt Plauen,15,51.030086474318,0,"{""undefined"": 1, ""15"": 2}"
True,frame_lock,False,0,,0,4435,False,310789,ok,93741,0,7551004448,2019-03-10 23:59:00,13.703261017799,,True,True,False,3,last,dresden,0,Haltepunkt Plauen,15,51.030086474318,0,"{""undefined"": 1, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13277366,ok,93398,0,7551006378,2019-03-10 00:00:00,13.743155555556,,True,True,True,1,first,dresden,0,BIKE 93398,0,51.048964444444,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13286953,ok,93398,0,7551006378,2019-03-10 16:24:00,13.739080277778,,True,True,True,1,start,dresden,0,BIKE 93398,0,51.050104444445,0,"{""undefined"": 1}"
False,frame_lock,False,0,,12,0,False,13294328,ok,93398,0,7551006378,2019-03-10 16:32:00,13.72239,,True,True,True,1,end,dresden,0,BIKE 93398,0,51.053702222222,0,"{""undefined"": 1}"
