p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,trip,city,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
True,frame_lock,False,0,,0,4373,False,264575,ok,93346,0,7551005453,2019-03-22 00:00:00,13.741257190704,,True,True,False,2,first,dresden,0,Friedensstraße/Conradstr.,0,51.071740277519,0,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,,0,4373,False,264575,ok,93346,0,7551005453,2019-03-22 23:59:00,13.741257190704,,True,True,False,2,last,dresden,0,Friedensstraße/Conradstr.,0,51.071740277519,0,"{""undefined"": 1, ""15"": 1}"
True,frame_lock,False,0,,0,4338,False,264534,ok,93616,0,7551006429,2019-03-22 00:00:00,13.792535662651,,True,True,False,3,first,dresden,0,Waldpark,15,51.058110469927,0,"{""15"": 3}"
True,frame_lock,False,0,,0,4338,False,264534,ok,93616,0,7551006429,2019-03-22 05:44:00,13.792535662651,,True,True,False,3,last,dresden,0,Waldpark,15,51.058110469927,0,"{""15"": 3}"
False,frame_lock,False,0,,12,0,False,13584275,ok,93625,0,7551005239,2019-03-22 00:00:00,13.716938888889,,True,True,True,1,first,dresden,0,BIKE 93625,15,51.028364444444,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13588302,ok,93625,0,7551005239,2019-03-22 09:58:00,13.716965555556,,True,True,True,1,start,dresden,0,BIKE 93625,15,51.028342222222,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4415,False,69118,ok,93625,0,7551005239,2019-03-22 10:09:00,13.736633062363,,True,True,False,1,end,dresden,0,Dresden Thalia (Dr.-Külz-Ring/Prager Str.),15,51.047039830317,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4415,False,69118,ok,93625,0,7551005239,2019-03-22 10:19:00,13.736633062363,,True,True,False,1,start,dresden,0,Dresden Thalia (Dr.-Külz-Ring/Prager Str.),15,51.047039830317,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13596273,ok,93625,0,7551005239,2019-03-22 10:50:00,13.734197777778,,True,True,True,1,end,dresden,0,BIKE 93625,15,51.046653333333,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13596273,ok,93625,0,7551005239,2019-03-22 11:18:00,13.734197777778,,True,True,True,1,start,dresden,0,BIKE 93625,15,51.046653333333,0,"{""15"": 1}"
True,frame_lock,True,0,,0,4313,False,120,ok,93625,0,7551005239,2019-03-22 11:25:00,13.733623623848,,True,True,False,3,end,dresden,0,Hauptbahnhof,15,51.040476453474,0,"{""undefined"": 2, ""15"": 1}"
True,frame_lock,True,0,,0,4313,False,120,ok,93625,0,7551005239,2019-03-22 11:36:00,13.733623623848,,True,True,False,3,start,dresden,0,Hauptbahnhof,15,51.040476453474,0,"{""undefined"": 2, ""15"": 1}"
False,frame_lock,False,0,,12,0,False,13600244,ok,93625,0,7551005239,2019-03-22 13:08:00,13.736202222222,,True,True,True,1,end,dresden,0,BIKE 93625,15,51.043195555556,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13609229,ok,93625,0,7551005239,2019-03-22 23:59:00,13.736843333333,,True,True,True,1,last,dresden,0,BIKE 93625,15,51.042928888889,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4343,False,264543,ok,93702,0,7551005502,2019-03-22 00:00:00,13.718238472939,,True,True,False,4,first,dresden,0,Alter katholischer Friedhof,15,51.059813151008,0,"{""undefined"": 2, ""15"": 2}"
True,frame_lock,False,0,,0,4343,False,264543,ok,93702,0,7551005502,2019-03-22 09:09:00,13.718238472939,,True,True,False,3,start,dresden,0,Alter katholischer Friedhof,15,51.059813151008,0,"{""undefined"": 1, ""15"": 2}"
True,frame_lock,False,0,free,0,4496,False,10299726,ok,93702,0,7551005502,2019-03-22 12:44:00,13.71493,,True,True,False,5,end,dresden,0,Manitiusstraße,15,51.05658,0,"{""15"": 5}"
True,frame_lock,False,0,free,0,4496,False,10299726,ok,93702,0,7551005502,2019-03-22 13:39:00,13.71493,,True,True,False,5,start,dresden,0,Manitiusstraße,15,51.05658,0,"{""15"": 5}"
False,frame_lock,False,0,,12,0,False,13602795,ok,93702,0,7551005502,2019-03-22 14:26:00,13.734857777778,,True,True,True,1,end,dresden,0,BIKE 93702,15,51.051586666667,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13602795,ok,93702,0,7551005502,2019-03-22 18:48:00,13.735117777778,,True,True,True,1,last,dresden,0,BIKE 93702,15,51.050982222222,0,"{""15"": 1}"
