p_spot,b_lock_types,p_maintenance,p_bike_racks,p_terminal_type,p_place_type,p_number,p_rack_locks,p_uid,b_state,b_number,p_free_racks,b_boardcomputer,datetime,p_lng,p_address,b_active,b_electric_lock,p_bike,p_bikes,trip,city,p_booked_bikes,p_name,b_bike_type,p_lat,b_pedelec_battery,p_bike_types
True,frame_lock,False,0,,0,4327,False,121771,ok,93584,0,7551003527,2019-03-21 00:00:00,13.750328421593,,True,True,False,4,first,dresden,0,Schauburg,15,51.071143657107,0,"{""undefined"": 2, ""15"": 2}"
False,frame_lock,False,0,,12,0,False,13562156,ok,93584,0,7551003527,2019-03-21 08:11:00,13.751562222222,,True,True,True,1,start,dresden,0,BIKE 93584,15,51.069653333333,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13564691,ok,93584,0,7551003527,2019-03-21 08:25:00,13.72324,,True,True,True,1,end,dresden,0,BIKE 93584,15,51.05192,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13564691,ok,93584,0,7551003527,2019-03-21 11:18:00,13.723207777778,,True,True,True,1,start,dresden,0,BIKE 93584,15,51.051871111111,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13568653,ok,93584,0,7551003527,2019-03-21 11:36:00,13.751847777778,,True,True,True,1,end,dresden,0,BIKE 93584,15,51.070253333333,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13568653,ok,93584,0,7551003527,2019-03-21 17:08:00,13.75187,,True,True,True,1,start,dresden,0,BIKE 93584,15,51.070262222222,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13578698,ok,93584,0,7551003527,2019-03-21 17:24:00,13.723374444444,,True,True,True,1,end,dresden,0,BIKE 93584,15,51.051831111111,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13583302,ok,93584,0,7551003527,2019-03-21 23:59:00,13.723148888889,,True,True,True,1,last,dresden,0,BIKE 93584,15,51.051302222222,0,"{""15"": 1}"
True,frame_lock,False,0,,0,4376,False,264578,ok,93616,0,7551006429,2019-03-21 00:00:00,13.756663799286,,True,True,False,4,first,dresden,0,Martin-Luther-Platz (Kirche),15,51.06413531956,0,"{""undefined"": 1, ""15"": 3}"
False,frame_lock,False,0,,12,0,False,13561618,ok,93616,0,7551006429,2019-03-21 13:32:00,13.75764,,True,True,True,1,start,dresden,0,BIKE 93616,15,51.064071111111,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13572137,ok,93616,0,7551006429,2019-03-21 13:55:00,13.728737777778,,True,True,True,1,end,dresden,0,BIKE 93616,15,51.0406,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13572137,ok,93616,0,7551006429,2019-03-21 16:35:00,13.729097777778,,True,True,True,1,start,dresden,0,BIKE 93616,15,51.04064,0,"{""15"": 1}"
True,frame_lock,False,6,,0,4399,False,329097,ok,93616,2,7551006429,2019-03-21 17:06:00,13.804289102554,,True,True,False,4,end,dresden,0,Schillergalerie,15,51.051369935647,0,"{""undefined"": 1, ""15"": 3}"
True,frame_lock,False,6,,0,4399,False,329097,ok,93616,2,7551006429,2019-03-21 18:17:00,13.804289102554,,True,True,False,4,start,dresden,0,Schillergalerie,15,51.051369935647,0,"{""undefined"": 1, ""15"": 3}"
True,frame_lock,False,0,,0,4338,False,264534,ok,93616,0,7551006429,2019-03-21 18:27:00,13.792535662651,,True,True,False,3,end,dresden,0,Waldpark,15,51.058110469927,0,"{""15"": 3}"
True,frame_lock,False,0,,0,4338,False,264534,ok,93616,0,7551006429,2019-03-21 23:59:00,13.792535662651,,True,True,False,3,last,dresden,0,Waldpark,15,51.058110469927,0,"{""15"": 3}"
False,frame_lock,False,0,,12,0,False,13562143,ok,93625,0,7551005239,2019-03-21 06:25:00,13.776488888889,,True,True,True,1,first,dresden,0,BIKE 93625,15,51.058088888889,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13562143,ok,93625,0,7551005239,2019-03-21 08:58:00,13.776803333333,,True,True,True,1,start,dresden,0,BIKE 93625,15,51.057862222222,0,"{""15"": 1}"
False,frame_lock,False,0,,12,0,False,13565544,ok,93625,0,7551005239,2019-03-21 09:02:00,13.770127777778,,True,True,True,1,end,dresden,0,BIKE 93625,15,51.057057777778,0,"{""15"": 1}"
